numfac|item|codart|descrip|cantidad|precio|desc|tot_ren|emision|grupo
D0010314|23060-02502-K||JGO. CONCHA BIELA PICANTO STD 02901|4.0000|7.7800|0.0000|31.1200|20240108|PICAN
D0010314|0K6Z2-11SH0-SEO||JGO. CONCHA BANCADA PREGIO 0.10(0.25)SEONG|4.0000|8.7600|0.0000|35.0400|20240108|PREGI
D0010314|24431-23500-SEO||GUIA CADENA ELANTRA 2.0/TUCSON 05|10.0000|6.6000|0.0000|66.0000|20240108|TUCSO
D0010314|23040-26160075S||JGO. ANILLO GETZ 1.6 0.30 (0.75) SEONG FINO|2.0000|19.3200|0.0000|38.6400|20240108|GETZ
D0010314|23040-23922075S||JGO. ANILLO TUCSON 0.30 SEONG FINO|2.0000|18.5400|0.0000|37.0800|20240108|TUCSO
D0010314|KITPIC020||KIT PISTON Y ANILLO KIA PICANTO 0.20 (0,50)|2.0000|56.4600|0.0000|112.9200|20240108|PICAN
D0010314|KITRIO020||KIT PISTON Y ANILLO KIA RIO 1.5 0.20 (0,50)|2.0000|56.6500|0.0000|113.3000|20240108|RIO
D0010314|51750-FD000-KP||MOSO DELANTERO KIA RIO KP|4.0000|22.4600|0.0000|89.8400|20240108|RIO
D0010314|21310-3E100||BOMBA ACEITE SANTA FE 06-09/OPTIMA 2.7|2.0000|76.9800|0.0000|153.9600|20240108|OFERT
D0010314|25620-26160||CARCAZA TERMOSTATO GETZ LARGA KOREA|5.0000|16.2600|0.0000|81.3000|20240108|OFERT
D0010314|41700-4A101-SE||BOMBIN CLUTCH INF H1 2007 CORREA|4.0000|16.4300|0.0000|65.7200|20240108|H1
D0010314|21030-02740||JGO. SEPARADOR AXIAL PICANTO STD|5.0000|3.6100|0.0000|18.0500|20240108|PICAN
D0010314|HDK-062-SECO||KIT EMBRAGUE KIA PICANTO SECO|2.0000|85.5000|0.0000|171.0000|20240108|PICAN
D0010314|0K01134160A||LAPIZ KIA PREGIO 3.0|10.0000|14.3800|0.0000|143.8000|20240108|PREGI
D0010314|25460-37101||TUBO AGUA KIA SPORTAGE 2.7/ SANTA FE GOLD|4.0000|18.3600|0.0000|73.4400|20240108|SPTFE
D0010316|21810-2D050-DHM||BASE MOTOR RH ELANTRA KP|5.0000|24.8600|10.0000|111.8700|20240108|ELGTZ
D0010316|21930-2D100||BASE MOTOR TRASERA ELANTRA XD|5.0000|13.5000|10.0000|60.7500|20240108|ELGTZ
D0010316|56820-22000-K||TERMINAL ACCENT PMC|10.0000|9.5000|10.0000|85.5000|20240108|ACCEN
D0010317|21930-1C250-SE||BASE CAJA CHUPETA GETZ T/A|4.0000|19.6600|0.0000|78.6400|20240108|ELGTZ
D0010317|21910-2D050-DHM||BASE MOTOR DEL. ELANTRA KP|2.0000|10.6600|0.0000|21.3200|20240108|ELGTZ
D0010317|23510-26030-SEO||BRAZO BIELA GETZ/ACC/ELAN SEONG|4.0000|16.9500|0.0000|67.8000|20240108|ELGTZ
D0010317|23510-3E101-SEO||BRAZO BIELA HYUNDAI SANTA FE 2.7 SEONG|4.0000|38.6000|0.0000|154.4000|20240108|SPTFE
D0010317|23510-02501-SEO||BRAZO BIELA KIA PICANTO SEONG|2.0000|23.0500|0.0000|46.1000|20240108|PICAN
D0010317|0K30C-11210-SEO||BRAZO BIELA KIA RIO 1.5 SEONG|4.0000|23.0500|0.0000|92.2000|20240108|RIO
D0010317|23124-02201-SEO||DAMPER KIA PICANTO SEONG|1.0000|23.7600|0.0000|23.7600|20240108|PICAN
D0010317|23124-2X010-SEO||DAMPER KIA RIO STYLUS SEONG|1.0000|28.7500|0.0000|28.7500|20240108|RIO
D0010317|31911-38204-SEO||FILTRO GASOLINA H1 2007/SONATA 05|2.0000|10.3600|0.0000|20.7200|20240108|H1
D0010317|0K30A-13480-SEO||FILTRO GASOLINA KIA RIO 1.5|10.0000|3.9000|0.0000|39.0000|20240108|RIO
D0010317|31112-2B000-SEO||FILTRO GASOLINA SANTA FE 06-09|3.0000|7.4600|0.0000|22.3800|20240108|SPTFE
D0010317|20910-26E00-SEO||JGO. EMPACADURA GETZ 1.6/ ELANTRA 1.6|3.0000|15.9700|0.0000|47.9100|20240108|ELGTZ
D0010317|KSP61-10270C-SE||JGO. EMPACADURA KIA RIO STYLUS 1.5|5.0000|19.8300|0.0000|99.1500|20240108|RIO
D0010317|20910-37L01-SE||JGO. EMPACADURA SPORTAGE 2.7|2.0000|44.8100|0.0000|89.6200|20240108|SPTFE
D0010317|54500-FD000-SEO||MESETA KIA RIO STYLUS LH KP|2.0000|32.2100|0.0000|64.4200|20240108|RIO
D0010317|54501-FD000-SEO||MESETA KIA RIO STYLUS RH KP|2.0000|32.2100|0.0000|64.4200|20240108|RIO
D0010317|51750-FD000-KP||MOSO DELANTERO KIA RIO KP|6.0000|22.4600|0.0000|134.7600|20240108|RIO
D0010317|21522-2X000-SEO||SET CUELLOS CIGUENAL KIA RIO 1.5|20.0000|6.5000|0.0000|130.0000|20240108|RIO
D0010318|24840-3E000-SEO||TENSOR CORREA TIEMPO SANTA FE 2.7|1.0000|25.6800|0.0000|25.6800|20240108|SPTFE
D0010318|24410-26000-SE||TENSOR TIEMPO HYUNDAI ACCENT/GETZ SEONG|3.0000|8.7600|0.0000|26.2800|20240108|ELGTZ
D0010318|24410-02550-SE||TENSOR TIEMPO KIA PICANTO SEONG|4.0000|7.9100|0.0000|31.6400|20240108|PICAN
D0010318|24410-2X701-SE||TENSOR TIEMPO KIA RIO 1.5 SEONG|8.0000|9.2700|0.0000|74.1600|20240108|RIO
D0010318|24410-23050-SE||TENSOR TIEMPO TUCSON GANCHO SEONG|4.0000|18.0300|0.0000|72.1200|20240108|TUCSO
D0010318|25461-22024-SE||TUBO AGUA HYUNDAI ACCENT SEONG|1.0000|15.4500|0.0000|15.4500|20240108|ACCEN
D0010318|25460-23000-SEO||TUBO AGUA TUCSON SEONG|2.0000|8.5000|0.0000|17.0000|20240108|TUCSO
D0010318|21810-2E000||BASE RH TUCSON|2.0000|30.8500|0.0000|61.7000|20240108|TUCSO
D0010318|41610-2E005-K||BOMBA CLUTCH SUP. TUCSON|2.0000|25.0700|0.0000|50.1400|20240108|TUCSO
D0010319|KSP61-10270C-SE||JGO. EMPACADURA KIA RIO STYLUS 1.5|3.0000|19.8300|0.0000|59.4900|20240108|RIO
D0010319|KITPIC020||KIT PISTON Y ANILLO KIA PICANTO 0.20 (0,50)|1.0000|56.4600|0.0000|56.4600|20240108|PICAN
D0010319|KITRIO020||KIT PISTON Y ANILLO KIA RIO 1.5 0.20 (0,50)|1.0000|56.6500|0.0000|56.6500|20240108|RIO
D0010319|KITGTZ020||KIT PISTON Y ANILLO GETZ 1.6 0.20 (0.50)|2.0000|60.8200|0.0000|121.6400|20240108|ELGTZ
D0010319|KITSPORT020||KIT PISTON Y ANILLO SPORTAGE 2.7 0.20(0.50) SEONG|2.0000|119.4800|0.0000|238.9600|20240108|SPTFE
D0010319|25100-2X200-PMC||BOMBA AGUA KIA RIO STYLUS 1.5|1.0000|43.1300|0.0000|43.1300|20240108|RIO
D0010319|21020-37921||JGO. CONCHA BANCADA SPORTAGE 2.7 0.10 (0,25)|1.0000|24.5700|0.0000|24.5700|20240108|SPTFE
D0010319|21020-37220||JGO. CONCHA BANCADA SPORTAGE 2.7 STD|1.0000|24.5700|0.0000|24.5700|20240108|SPTFE
D0010319|23060-37921||JGO. CONCHA BIELA SPORTAGE 2.7 0.10 (0,25)|1.0000|21.3000|0.0000|21.3000|20240108|SPTFE
D0010319|23060-37140||JGO. CONCHA BIELA SPORTAGE 2.7 STD|1.0000|21.3000|0.0000|21.3000|20240108|SPTFE
D0010321|0K75A39040-KP||BASE MOTOR KIA PREGIO 3.0|10.0000|9.9000|0.0000|99.0000|20240108|PREGI
D0010321|0K75A10271-SEON||EMPACADURA CAMARA KIA PREGIO 3.0 SEONG|25.0000|5.9800|0.0000|149.5000|20240108|PREGI
D0010321|0K01134160A-SE||LAPIZ KIA PREGIO 3.0 SEONG|5.0000|10.9400|0.0000|54.7000|20240108|PREGI
D0010321|0K72C-13100B-SE||MULTIPLE ADMISION KIA PREGIO 3.0 SEONG|2.0000|56.7500|0.0000|113.5000|20240108|PREGI
D0010321|21522-2X000-SEO||SET CUELLOS CIGUENAL KIA RIO 1.5|10.0000|6.5000|0.0000|65.0000|20240108|RIO
D0010323|24431-23500-SEO||GUIA CADENA ELANTRA 2.0/TUCSON 05|5.0000|6.6000|0.0000|33.0000|20240108|TUCSO
D0010323|KITGTZ020||KIT PISTON Y ANILLO GETZ 1.6 0.20 (0.50)|2.0000|60.8200|0.0000|121.6400|20240108|ELGTZ
D0010323|21830-1C370-KP||BASE CAJA LH GETZ KP|2.0000|32.2000|0.0000|64.4000|20240108|ELGTZ
D0010323|25620-26160-SE||CARCAZA TERMOSTATO GETZ 1.6 LARGA|3.0000|15.4500|0.0000|46.3500|20240108|ELGTZ
D0010323|2750126D00||JGO. CABLE BUJIA GETZ 1.6|6.0000|15.4400|0.0000|92.6400|20240108|ELGTZ
D0010323|22443-23001-SE||KIT SELLO BUJIA HYUNDAI TODOS 4PCS|10.0000|3.0900|0.0000|30.9000|20240108|ELGTZ
D0010323|38700037||RODAMIENTO DELANTERO GETZ/PICANTO|6.0000|12.2000|0.0000|73.2000|20240108|ELGTZ
D0010323|39180-22600||SENSOR POSICION CIGUENAL GETZ 1.6|3.0000|9.9400|0.0000|29.8200|20240108|ELGTZ
D0010323|4PK850-MIT||CORREA A/A TUCSON 850 MITSUBA|5.0000|5.1500|0.0000|25.7500|20240108|MITSU
D0010323|110S8M22||CORREA TIEMPO ACCENT 1.3/1.5/GETZ 1.3 110D|2.0000|16.5000|0.0000|33.0000|20240108|MITSU
D0010323|105RU22||CORREA TIEMPO GETZ 1.6/ELAN 1.6|2.0000|13.5000|0.0000|27.0000|20240108|MITSU
D0010323|113RU24||CORREA TIEMPO TUCSON/ELANTRA 2.0 113D|2.0000|17.5000|0.0000|35.0000|20240108|MITSU
D0010323|25414-3K200||MANGUERA SUPERIOR RADIADOR SONATA 3.3|2.0000|16.8400|0.0000|33.6800|20240108|OTROS
D0010323|31911-2E000||FILTRO GASOLINA TUCSON|6.0000|6.2000|0.0000|37.2000|20240108|TUCSO
D0010323|27501-23B70||JGO. CABLE BUJIA TUCSON|6.0000|13.5000|0.0000|81.0000|20240108|TUCSO
D0010323|54500-FD000-KOR||MESETA LH KIA RIO STYLUS|1.0000|40.3900|0.0000|40.3900|20240108|RIO
D0010323|54501-FD000-KOR||MESETA RH KIA RIO STYLUS|1.0000|40.3900|0.0000|40.3900|20240108|RIO
D0010323|51715-FD000-KP||PUNTA EJE LH RIO STYLUS KP|1.0000|47.9000|0.0000|47.9000|20240108|RIO
D0010324|21930-2E300-SEO||BASE MOTOR TRASERA TUCSON KP|2.0000|11.8700|0.0000|23.7400|20240108|TUCSO
D0010324|57700-1C000-SEO||CAJETIN HIDRAULICO GETZ 1.6|1.0000|310.1900|0.0000|310.1900|20240108|ELGTZ
D0010324|24521-22010-SEO||FLAUTA ADM ACCENT SEONG|2.0000|19.7000|0.0000|39.4000|20240108|ACCEN
D0010324|KITGTZ020||KIT PISTON Y ANILLO GETZ 1.6 0.20 (0.50)|1.0000|60.8200|0.0000|60.8200|20240108|ELGTZ
D0010324|25460-23000-SEO||TUBO AGUA TUCSON SEONG|1.0000|8.5000|0.0000|8.5000|20240108|TUCSO
D0010324|25380-1C360-A||ELECTROVENTILADOR GETZ 1.6|2.0000|77.2600|0.0000|154.5200|20240108|ELGTZ
D0010324|31911-2D000||FILTRO GASOLINA ELANTRA XD|3.0000|5.0000|0.0000|15.0000|20240108|ELGTZ
D0010324|31112-1C000||FILTRO GASOLINA GETZ|3.0000|5.6000|0.0000|16.8000|20240108|ELGTZ
D0010324|HDK-073-KP||KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000|60.8700|0.0000|60.8700|20240108|ELGTZ
D0010324|KITGTZ030||KIT PISTON Y ANILLO GETZ 0.30 (0.75)|1.0000|60.8200|0.0000|60.8200|20240108|ELGTZ
D0010324|24410-25001||TENSOR CADENA TIEMPO SONATA/CERAT/H1/SOR/SEDON|1.0000|36.0500|0.0000|36.0500|20240108|OTROS
D0010324|23120-02570-K||ENGRANAJE CIGUENAL PICANTO|2.0000|6.2700|0.0000|12.5400|20240108|PICAN
D0010324|21020-02591||JGO. CONCHA BANCADA PICANTO 0.10|2.0000|9.4200|0.0000|18.8400|20240108|PICAN
D0010324|21020-02500||JGO. CONCHA BANCADA PICANTO STD|2.0000|12.3000|0.0000|24.6000|20240108|PICAN
D0010324|20910-02H00-SEO||JGO. EMPACADURA KIA PICANTO|1.0000|16.2200|0.0000|16.2200|20240108|PICAN
D0010324|56820-2B000-KP||TERMINAL LH HYUNDAI SANTA FE|2.0000|11.8500|0.0000|23.7000|20240108|SPTFE
D0010324|56820-2B900-KP||TERMINAL RH HYUNDAI SANTA FE|2.0000|11.8500|0.0000|23.7000|20240108|SPTFE
D0010324|55530-2E200||BIELETA TUCSON TRASERA|4.0000|10.2400|0.0000|40.9600|20240108|TUCSO
D0010325|25380-2E250||ELECTROVENTILADOR TUCSON|1.0000|90.3600|0.0000|90.3600|20240108|TUCSO
D0010325|31911-2E000||FILTRO GASOLINA TUCSON|3.0000|6.2000|0.0000|18.6000|20240108|TUCSO
D0010325|DAC458439/41||RODAMIENTO DELANTERO TUCSON|2.0000|16.7800|0.0000|33.5600|20240108|TUCSO
D0010325|577242E000||ROTULA TUCSON|4.0000|11.5000|0.0000|46.0000|20240108|TUCSO
D0010313|25215-4Z020||CORREA ALTERNADOR PREGIO|6.0000|6.7000|0.0000|40.2000|20240108|PREGI
D0010313|54610-4H000||BASE AMORT DELT  H1 09/SEDONA/STA FE 07-09|4.0000|19.9000|0.0000|79.6000|20240108|SPTFE
D0010313|24521-22010-SEO||FLAUTA ADM ACCENT SEONG|3.0000|19.7000|0.0000|59.1000|20240108|ACCEN
D0010313|24431-23500-SEO||GUIA CADENA ELANTRA 2.0/TUCSON 05|3.0000|6.6000|0.0000|19.8000|20240108|TUCSO
D0010313|57700-1F800-SEO||CAJETIN HIDRAULICO TUCSON|1.0000|213.5700|0.0000|213.5700|20240108|TUCSO
D0010313|23124-2X010-SEO||DAMPER KIA RIO STYLUS SEONG|3.0000|28.7500|0.0000|86.2500|20240108|RIO
D0010313|39180-37150-SEO||SENSOR POSICION CIGUENAL SPORTAGE 2.7|3.0000|15.1900|0.0000|45.5700|20240108|SPTFE
D0010313|21522-2X000-SEO||SET CUELLOS CIGUENAL KIA RIO 1.5|6.0000|6.5000|0.0000|39.0000|20240108|RIO
D0010313|25460-23000-SEO||TUBO AGUA TUCSON SEONG|4.0000|8.5000|0.0000|34.0000|20240108|TUCSO
D0010313|56820-2B900||TERMINAL RH HYUNDAI SANTA FE 2007|2.0000|16.2500|0.0000|32.5000|20240108|SPTFE
D0010313|56820-2B000||TERMINAL LH HYUNDAI SANTA FE 2007|2.0000|16.2500|0.0000|32.5000|20240108|SPTFE
D0010313|25281-37120-SE||TENSOR CORREA UNICA SPORTAGE 2.7 SEONG|1.0000|18.0300|0.0000|18.0300|20240108|SPTFE
D0010313|0K72A-34200A-SE||MESETA KIA PREGIO|4.0000|50.9900|0.0000|203.9600|20240108|PREGI
D0010313|KIK-015||KIT DE EMBRAGUE KIA PREGIO 3.0|1.0000|155.6200|0.0000|155.6200|20240108|PREGI
D0010328|23510-3E101-SEO||BRAZO BIELA HYUNDAI SANTA FE 2.7 SEONG|2.0000|38.6000|0.0000|77.2000|20240108|SPTFE
D0010328|23510-02501-SEO||BRAZO BIELA KIA PICANTO SEONG|2.0000|23.0500|0.0000|46.1000|20240108|PICAN
D0010328|SETCADETENCVVT||SET CADENA LEVA + TENSOR HIDR ACC/RIO CVVT 1.6|2.0000|32.5200|0.0000|65.0400|20240108|OTROS
D0010328|24431-23500-SEO||GUIA CADENA ELANTRA 2.0/TUCSON 05|20.0000|6.6000|0.0000|132.0000|20240108|TUCSO
D0010328|23040-3E001-050||JGO. ANILLO SPORTAGE 2.7 0.50|2.0000|26.1000|0.0000|52.2000|20240108|SPTFE
D0010328|23040-4Z910-SEO||JGO. ANILLOS PREGIO 3.0 SEONG|1.0000|28.0000|0.0000|28.0000|20240108|PREGI
D0010328|20910-26E00-SEO||JGO. EMPACADURA GETZ 1.6/ ELANTRA 1.6|2.0000|15.9700|0.0000|31.9400|20240108|ELGTZ
D0010328|KITSPORT020||KIT PISTON Y ANILLO SPORTAGE 2.7 0.20(0.50) SEONG|1.0000|119.4800|0.0000|119.4800|20240108|SPTFE
D0010328|21310-3E100||BOMBA ACEITE SANTA FE 06-09/OPTIMA 2.7|2.0000|76.9800|0.0000|153.9600|20240108|OFERT
D0010328|KITGTZ030||KIT PISTON Y ANILLO GETZ 0.30 (0.75)|2.0000|60.8200|0.0000|121.6400|20240108|ELGTZ
D0010328|22443-23001-SE||KIT SELLO BUJIA HYUNDAI TODOS 4PCS|20.0000|3.0900|0.0000|61.8000|20240108|ELGTZ
D0010328|57755-1C000||ROTULA GETZ|6.0000|9.9900|0.0000|59.9400|20240108|ELGTZ
D0010328|93810-2E000||SENSOR LUZ STOP T/M TUC/GTZ/ELAN/SPTG|3.0000|9.1700|0.0000|27.5100|20240108|ELGTZ
D0010328|23510-3E101||BRAZO BIELA HYUNDAI SANTA FE 2.7|2.0000|52.6600|0.0000|105.3200|20240108|OTROS
D0010328|24350-2B000-SE||ENGRANAJE CVVT CERATO 1.6|1.0000|69.5300|0.0000|69.5300|20240108|OTROS
D0010328|54430-3F600||MUNON SUP. SONATA 3.3|2.0000|14.5400|0.0000|29.0800|20240108|OTROS
D0010328|54430-3F600-SE||MUNON SUP. SONATA 3.3 KP|2.0000|10.9200|0.0000|21.8400|20240108|OTROS
D0010328|HDK-062-KP||KIT DE EMBRAGUE KIA PICANTO KP|2.0000|63.4900|0.0000|126.9800|20240108|PICAN
D0010328|0K72C-13100B-K||MULTIPLE ADMISION PREGIO 3.0|1.0000|61.1300|0.0000|61.1300|20240108|PREGI
D0010328|0K65B-10220B||TAPA VALVULA PREGIO KOREA|1.0000|37.7200|0.0000|37.7200|20240108|PREGI
D0010329|21810-FD060-KP||BASE MOTOR KIA RIO STYLUS 3 KP|2.0000|19.5000|0.0000|39.0000|20240108|RIO
D0010329|0K30C-59560-KP||MECANISMO ELEVA VIDRIO KIA RIO|2.0000|36.6000|0.0000|73.2000|20240108|RIO
D0010327|21930-2D100||BASE MOTOR TRASERA ELANTRA XD|4.0000|13.5000|0.0000|54.0000|20240108|ELGTZ
D0010327|21910-2E002-DHM||BASE MOTOR DEL. TUCSON KP CON LOMO|3.0000|18.5400|0.0000|55.6200|20240108|TUCSO
D0010327|21930-2E300-SEO||BASE MOTOR TRASERA TUCSON KP|4.0000|11.8700|0.0000|47.4800|20240108|TUCSO
D0010327|23124-2X010-SEO||DAMPER KIA RIO STYLUS SEONG|1.0000|28.7500|0.0000|28.7500|20240108|RIO
D0010327|24521-22010-SEO||FLAUTA ADM ACCENT SEONG|1.0000|19.7000|0.0000|19.7000|20240108|ACCEN
D0010327|24431-23500-SEO||GUIA CADENA ELANTRA 2.0/TUCSON 05|10.0000|6.6000|0.0000|66.0000|20240108|TUCSO
D0010327|51750-FD000-KP||MOSO DELANTERO KIA RIO KP|4.0000|22.4600|0.0000|89.8400|20240108|RIO
D0010327|24810-37120-SEO||POLEA FIJA TIEMPO SPORTAGE 2.7|2.0000|12.2000|0.0000|24.4000|20240108|SPTFE
D0010327|24450-37100-SEO||POLEA TENSORA TIEMPO SPORTAGE 2.7|2.0000|11.1900|0.0000|22.3800|20240108|SPTFE
D0010327|24810-26020-SE||POLEA TIEMPO GETZ 1.6 SEONG|4.0000|8.7600|0.0000|35.0400|20240108|ELGTZ
D0010327|G10160-SEO||POLEA TIEMPO TUCSON SEONG|4.0000|10.0900|0.0000|40.3600|20240108|TUCSO
D0010327|24410-23050-SE||TENSOR TIEMPO TUCSON GANCHO SEONG|4.0000|18.0300|0.0000|72.1200|20240108|TUCSO
D0010327|25460-23000-SEO||TUBO AGUA TUCSON SEONG|4.0000|8.5000|0.0000|34.0000|20240108|TUCSO
D0010327|25380-1C360-A||ELECTROVENTILADOR GETZ 1.6|2.0000|77.2600|0.0000|154.5200|20240108|ELGTZ
D0010327|21810-2E000||BASE RH TUCSON|2.0000|30.8500|0.0000|61.7000|20240108|TUCSO
D0010327|57170-2D101||CORREA DH TUCSON|5.0000|4.1100|0.0000|20.5500|20240108|TUCSO
D0010330|0K75A39040-KP||BASE MOTOR KIA PREGIO 3.0|10.0000|9.9000|0.0000|99.0000|20240109|PREGI
D0010330|25100-02566-SEO||BOMBA AGUA KIA PICANTO SEONG|2.0000|18.4000|0.0000|36.8000|20240109|PICAN
D0010330|57700-1F800-SEO||CAJETIN HIDRAULICO TUCSON|1.0000|213.5700|0.0000|213.5700|20240109|TUCSO
D0010330|57700-1C000-SEO||CAJETIN HIDRAULICO GETZ 1.6|1.0000|310.1900|0.0000|310.1900|20240109|ELGTZ
D0010330|0K75A-10270B-SE||JGO. EMPACADURA KIA PREGIO 3.0 SEONG|1.0000|25.1900|0.0000|25.1900|20240109|PREGI
D0010330|20910-37L01-SE||JGO. EMPACADURA SPORTAGE 2.7|1.0000|44.8100|0.0000|44.8100|20240109|SPTFE
D0010330|54500-FD000-SEO||MESETA KIA RIO STYLUS LH KP|2.0000|32.2100|0.0000|64.4200|20240109|RIO
D0010330|54501-FD000-SEO||MESETA KIA RIO STYLUS RH KP|2.0000|32.2100|0.0000|64.4200|20240109|RIO
D0010330|51750-FD000-KP||MOSO DELANTERO KIA RIO KP|10.0000|22.4600|0.0000|224.6000|20240109|RIO
D0010330|24810-26020-SE||POLEA TIEMPO GETZ 1.6 SEONG|4.0000|8.7600|0.0000|35.0400|20240109|ELGTZ
D0010330|24410-23050-SE||TENSOR TIEMPO TUCSON GANCHO SEONG|4.0000|18.0300|0.0000|72.1200|20240109|TUCSO
D0010330|24610-22600||JGO. TAQUETES ACCENT PAQ 12|2.0000|48.4900|0.0000|96.9800|20240109|ACCEN
D0010330|9783422000||POLEA A/A ACCENT PEQUENA GTA0740|4.0000|10.2000|0.0000|40.8000|20240109|ACCEN
D0010330|9783429010||POLEA TENSORA A/A ACCENT GRANDE|4.0000|13.1400|0.0000|52.5600|20240109|ACCEN
D0010330|35301-22032-OEM||REGULADOR GASOLINA ACCENT SEONG|2.0000|9.2600|0.0000|18.5200|20240109|ACCEN
D0010330|21310-26650-DHM||BOMBA ACEITE GETZ 1.6 SEONG|1.0000|49.7500|0.0000|49.7500|20240109|ELGTZ
D0010330|25100-26902-SEO||BOMBA AGUA GETZ 1.6 SEONG|2.0000|19.5600|0.0000|39.1200|20240109|ELGTZ
D0010330|41610-2D100||BOMBA CLUTCH SUP. ELANTRA KAC1020|1.0000|39.6800|0.0000|39.6800|20240109|ELGTZ
D0010331|51712-1C000-SE||DISCO FRENO DEL. GETZ 1.6 SEONG|2.0000|36.5700|0.0000|73.1400|20240109|ELGTZ
D0010331|25380-1C360-A||ELECTROVENTILADOR GETZ 1.6|2.0000|77.2600|0.0000|154.5200|20240109|ELGTZ
D0010331|25310-2D010||RADIADOR ELANTRA T/A|1.0000|145.5500|0.0000|145.5500|20240109|ELGTZ
D0010331|35301-1C000-SE||REGULADOR GASOLINA HYUNDAI GETZ 1.6|2.0000|9.2700|0.0000|18.5400|20240109|ELGTZ
D0010331|38700037||RODAMIENTO DELANTERO GETZ/PICANTO|3.0000|12.2000|0.0000|36.6000|20240109|ELGTZ
D0010331|93810-2E000||SENSOR LUZ STOP T/M TUC/GTZ/ELAN/SPTG|2.0000|9.1700|0.0000|18.3400|20240109|ELGTZ
D0010331|21810-07000||BASE MOTOR RH PICANTO|2.0000|36.0500|0.0000|72.1000|20240109|PICAN
D0010331|21830-07100-KP||BASE CAJA PICANTO|2.0000|30.5300|0.0000|61.0600|20240109|PICAN
D0010331|33110-07150||BOMBA GASOLINA PICANTO|2.0000|110.2000|0.0000|220.4000|20240109|PICAN
D0010331|31112-07000||FILTRO GASOLINA PICANTO|4.0000|6.2000|0.0000|24.8000|20240109|PICAN
D0010331|0K72A-26610||CILINDRO FRENO RH KIA PREGIO 13T0138CG|2.0000|28.8500|0.0000|57.7000|20240109|PREGI
D0010331|0K79A-13341-SEO||MANGUERA PURIFICADOR KIA PREGIO SEONG|5.0000|14.6000|0.0000|73.0000|20240109|PREGI
D0010331|0K72A-34-510A||MUNON KIA PREGIO 3.0|4.0000|15.5000|0.0000|62.0000|20240109|PREGI
D0010331|54610-FD000-K||BASE AMORT. KIA RIO STYLUS LH KOREA|2.0000|21.2800|0.0000|42.5600|20240109|RIO
D0010331|54615-FD000-K||BASE AMORT. KIA RIO STYLUS RH KOREA|2.0000|21.2800|0.0000|42.5600|20240109|RIO
