numfac|cliente|nomcli|tipo|codven|emision|tot_fac|vence|numped
D0010348|00000060|REPUESTOS COVECA CA||01|20240109|2358.3200|20240309|
D0010350|00000060|REPUESTOS COVECA CA||01|20240109|1509.2500|20240309|
D0010351|00000060|REPUESTOS COVECA CA||01|20240109|427.9100|20240309|
D0010352|00000061|COVECA CABUDARE CA||30|20240109|440.1100|20240208|
D0010353|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C||34|20240109|1080.0500|20240208|
D0010354|00000696|REPUESTOS LUBIAUTO 2005, C.A.||19|20240109|422.8300|20240208|
D0010355|00000328|DISAUTOS C.A||01|20240109|789.4200|20240208|
D0010356|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|511.8900|20240223|
D0010357|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|512.7300|20240223|
D0010358|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|497.8600|20240223|
D0010359|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|498.8000|20240223|
D0010360|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|494.5300|20240223|
D0010361|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|482.1600|20240223|
D0010362|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|571.6100|20240223|
D0010363|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240109|522.8400|20240223|
D0010364|00000000|***TICKET  ANULADO***||02|20240109|0.0000|20240223|
D0010367|00000060|REPUESTOS COVECA CA||01|20240110|105.1700|20240209|
D0010368|00000268|AUTOPARTES DE LISLE, C.A||04|20240110|60.8200|20240209|
D0010369|00000732|REPUESTOS DANG MOTOR, C.A||01|20240110|309.5200|20240209|
D0010370|00000732|REPUESTOS DANG MOTOR, C.A||01|20240110|234.7000|20240209|
D0010371|00000307|AUTOREPUESTOS NORCAR, COMPANIA ANONIMA||25|20240110|392.9500|20240209|
D0010372|00000139|IMPORTADORA RAYNE, C.A||02|20240110|862.1000|20240310|
D0010373|00000139|IMPORTADORA RAYNE, C.A||02|20240110|850.9200|20240310|
D0010374|00000139|IMPORTADORA RAYNE, C.A||02|20240110|802.6100|20240310|
D0010375|00000139|IMPORTADORA RAYNE, C.A||02|20240110|853.4500|20240310|
D0010376|00000139|IMPORTADORA RAYNE, C.A||02|20240110|833.3500|20240310|
D0010377|00000139|IMPORTADORA RAYNE, C.A||02|20240110|855.5100|20240310|
D0010378|00000139|IMPORTADORA RAYNE, C.A||02|20240110|811.0800|20240310|
D0010379|00000139|IMPORTADORA RAYNE, C.A||02|20240110|183.7800|20240310|
D0010380|00000060|REPUESTOS COVECA CA||01|20240110|38.9500|20240209|
D0010381|00000132|REPUESTOS KOREA PARTS, C.A||02|20240110|274.3400|20240209|
D0010382|00000403|G.C AUTOPARTES C.A||29|20240110|1768.1300|20240224|
D0010383|00000106|CEPRAS, C.A||02|20240110|373.1300|20240209|
D0010384|00000132|REPUESTOS KOREA PARTS, C.A||02|20240110|78.6600|20240209|
D0010385|00000698|REPUESTOS PARA AUTOMOVILES (REPARAUTO) C.A.||21|20240110|349.5000|20240209|
NC000554|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20240110|-179.4800|20240110|
D0010386|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)||02|20240110|511.0900|20240209|
D0010387|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)||02|20240110|547.4500|20240209|
D0010388|00000741|POTENZA MOTORS, C.A.||34|20240110|448.8800|20240209|
D0010389|00000741|POTENZA MOTORS, C.A.||34|20240110|296.8200|20240209|
D0010390|00000741|POTENZA MOTORS, C.A.||34|20240110|463.8500|20240209|
D0010391|00000741|POTENZA MOTORS, C.A.||34|20240110|87.7800|20240209|
D0010392|00000629|REPUESTOS Y SERVICIOS MECANICOS LUCHO C.A.||04|20240110|179.4800|20240209|
D0010393|00000689|COMERCIALIZADORA ASIATICA, C.A.||04|20240110|1319.1500|20240209|
D0010394|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240110|315.6000|20240209|
D0010395|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240110|568.5800|20240224|
D0010396|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240110|592.6900|20240224|
D0010397|00000722|MIGUEL MARTINEZ||01|20240111|52.1500|20240210|
NC000555|00000060|REPUESTOS COVECA CA||01|20240111|-105.1700|20240111|
D0010398|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20240111|1037.0800|20240210|
D0010399|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20240111|736.0800|20240210|
D0010400|00000662|AUTOREPUESTOS CHEVY CENTER, C.A||02|20240111|57.4600|20240210|
D0010401|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20240111|72.1000|20240225|
NC000556|00000035|ULSAN MOTOR'S, C.A.||25|20240111|-13.2500|20240111|
NC000557|00000320|AUTO REPUESTOS ANGULO C.A||25|20240111|-59.8100|20240111|
NC000558|00000549|AUTOMECANIC, C.A (AUTOMECANIC, C.A)||25|20240111|-7.7200|20240111|
NC000559|00000430|REPUESTOS DONDEIVAN, C.A (REPUESTOS DONDE IVAN, C.A)||21|20240111|-98.7500|20240111|
D0010402|00000403|G.C AUTOPARTES C.A||29|20240111|79.5000|20240225|
D0010403|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)||02|20240111|240.3400|20240210|
D0010404|00000060|REPUESTOS COVECA CA||01|20240111|236.3900|20240210|
D0010405|00000413|AUTOPART'S UNION,C.A||02|20240111|520.7200|20240210|
D0010406|00000132|REPUESTOS KOREA PARTS, C.A||02|20240111|182.6100|20240210|
D0010408|00000536|REIKO IMPORT, C.A. (REIKO IMPORT, C.A.)||19|20240111|749.8400|20240210|
D0010409|00000331|ASIATICOS PENINSULA, C.A||04|20240111|956.9200|20240210|
D0010410|00000685|AUTO REPUESTOS FRANK CARS C.A.||33|20240111|502.5400|20240210|
D0010411|00000110|AUTOPARTES EL ALENTAITO, C.A||34|20240112|576.6400|20240211|
D0010412|00000354|EL GARAJE DE LOS REPUESTOS, C.A||01|20240112|914.8100|20240211|
D0010413|00000354|EL GARAJE DE LOS REPUESTOS, C.A||01|20240112|747.8700|20240211|
D0010414|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240112|223.7300|20240211|
NC000560|00000014|AUTOPARTES LA ISLA C.A.||21|20240112|-21.5400|20240112|
D0010415|00000090|REPUESTOS FRED CARS, C.A.||02|20240112|1741.0800|20240211|
D0010416|00000275|AL ALTISIMO C.A||25|20240112|306.8800|20240211|
D0010417|00000729|LA 13 AUTO REPUESTOS, C.A.||04|20240115|333.5200|20240214|
D0010418|00000393|CARS PARTS SUR, C.A||04|20240115|1028.6900|20240214|
D0010419|00000393|CARS PARTS SUR, C.A||04|20240115|534.8800|20240214|
D0010420|00000014|AUTOPARTES LA ISLA C.A.||21|20240115|398.2800|20240214|
D0010421|00000466|AUTO REPUESTOS HYUNDAI, C.A (AUTO REPUESTOS HYUNDAI, C.A)||33|20240115|580.9300|20240214|
D0010422|00000321|SUREPUESTO CAGUA C.A||02|20240115|13.9900|20240214|
D0010423|00000061|COVECA CABUDARE CA||30|20240115|362.5100|20240214|
D0010424|00000535|REPUESTOS PRO, C.A (REPUESTOS PRO, C.A)||33|20240115|446.2100|20240214|
D0010425|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.||02|20240116|560.9700|20240215|
D0010427|00000000|***TICKET  ANULADO***||04|20240116|0.0000|20240215|
D0010428|00000060|REPUESTOS COVECA CA||01|20240116|215.0600|20240215|
D0010429|00000393|CARS PARTS SUR, C.A||04|20240116|78.1300|20240215|
D0010430|00000060|REPUESTOS COVECA CA||01|20240116|60.3000|20240215|
D0010431|00000072|SURTIDORA DE REPUESTOS KOREANOS IV, C.A.||02|20240116|380.8700|20240215|
NC000561|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20240116|-70.1100|20240116|
D0010432|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)||02|20240116|722.6300|20240215|
D0010433|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240116|152.6800|20240215|
D0010434|00000229|REPUESTOS ASIATICOS L&D C.A||04|20240117|573.3300|20240216|
D0010435|00000229|REPUESTOS ASIATICOS L&D C.A||04|20240117|516.3000|20240216|
D0010436|00000081|DISTRIBUIDORA R Y M C.A||30|20240117|587.1400|20240216|
NC000562|00000016|DISTRIBUIDORA CHINA CAR, C.A.||02|20240117|-48.8300|20240117|
D0010437|00000727|AUTO PARTES EL MAESTRO, C.A.||35|20240117|674.5300|20240216|
D0010438|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|1036.7100|20240317|
D0010439|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|810.6700|20240317|
D0010440|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|627.5500|20240317|
D0010441|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|993.0000|20240317|
D0010442|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|672.1000|20240317|
D0010443|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|890.9500|20240317|
D0010445|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|589.3600|20240317|
D0010446|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|552.6900|20240317|
D0010447|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|819.8900|20240317|
D0010448|00000742|AUTOPARTES LA 13 ,C.A.||05|20240117|337.2000|20240317|
D0010449|00000607|RONMAR MOTORS 77, C.A||19|20240117|2771.1400|20240317|
D0010450|00000713|REPUESTOS MARCHAN, C.A||30|20240117|545.1500|20240216|
D0010451|00000607|RONMAR MOTORS 77, C.A||19|20240117|446.5800|20240317|
NC000563|00000060|REPUESTOS COVECA CA||01|20240117|-215.0600|20240117|
D0010452|00000039|MGA AUTOPARTES, C.A.||02|20240117|468.0500|20240216|
D0010453|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20240117|562.6100|20240216|
D0010454|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20240117|612.3100|20240216|
D0010455|00000558|REPUESTOS LOS SAMANES 14, C.A. (REPUESTOS LOS SAMANES 14, C.A.)||19|20240117|569.5200|20240216|
D0010456|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240117|822.8500|20240216|
D0010457|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240117|616.8700|20240216|
D0010458|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20240117|673.0200|20240216|
D0010459|00000403|G.C AUTOPARTES C.A||29|20240117|293.4600|20240216|
D0010460|00000430|REPUESTOS DONDEIVAN, C.A (REPUESTOS DONDE IVAN, C.A)||21|20240117|742.0200|20240216|
D0010461|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20240118|655.5600|20240217|
D0010462|00000450|REPUESTOS CARMOTORS LC,C.A (REPUESTOS CARMOTORS LC,C.A)||19|20240118|515.3300|20240217|
D0010464|00000048|REPUESTOS EL MILENIUM C.A||34|20240118|973.5200|20240318|
D0010465|00000048|REPUESTOS EL MILENIUM C.A||34|20240118|1101.3400|20240318|
D0010466|00000048|REPUESTOS EL MILENIUM C.A||34|20240118|667.6400|20240318|
D0010467|00000048|REPUESTOS EL MILENIUM C.A||34|20240118|1089.1300|20240318|
D0010468|00000048|REPUESTOS EL MILENIUM C.A||34|20240118|436.7200|20240318|
D0010469|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240118|546.0500|20240303|
D0010470|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240118|488.3200|20240303|
D0010471|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240118|488.4000|20240303|
D0010472|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240118|546.0100|20240303|
D0010473|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240118|60.0000|20240303|
D0010474|00000403|G.C AUTOPARTES C.A||29|20240118|538.0000|20240217|
D0010475|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)||02|20240118|338.3200|20240217|
D0010476|00000732|REPUESTOS DANG MOTOR, C.A||01|20240118|60.1000|20240217|
D0010477|00000095|AUTO REPUESTOS PICHA, C.A.||34|20240118|1626.1200|20240303|
D0010479|00000095|AUTO REPUESTOS PICHA, C.A.||34|20240118|764.9700|20240303|
D0010480|00000095|AUTO REPUESTOS PICHA, C.A.||34|20240118|2139.7700|20240303|
D0010481|00000607|RONMAR MOTORS 77, C.A||19|20240118|317.7700|20240317|
D0010482|00000354|EL GARAJE DE LOS REPUESTOS, C.A||01|20240118|341.4400|20240217|
D0010483|00000536|REIKO IMPORT, C.A. (REIKO IMPORT, C.A.)||19|20240118|347.1200|20240217|
D0010484|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240118|132.1000|20240217|
D0010485|00000560|REPUESTOS SUPER PANTEON, C.A||01|20240118|344.2400|20240303|
D0010486|00000330|DAVAL, C.A||02|20240118|479.5800|20240217|
D0010487|00000631|DORAUTO IMPORTS, C.A||02|20240118|2057.2000|20240303|
D0010488|00000631|DORAUTO IMPORTS, C.A||02|20240118|351.8400|20240303|
D0010489|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20240118|347.8300|20240217|
D0010490|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20240118|49.1800|20240217|
D0010491|00000403|G.C AUTOPARTES C.A||29|20240118|667.0500|20240217|
D0010492|00000073|INVERSIONES CENTESOL MOTORS, C.A||04|20240119|310.7800|20240218|
D0010493|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)||21|20240119|832.3700|20240218|
D0010494|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20240119|67.4100|20240218|
D0010495|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)||21|20240119|219.1800|20240218|
D0010496|00000354|EL GARAJE DE LOS REPUESTOS, C.A||01|20240119|63.9100|20240218|
D0010497|00000309|REPUESTOS GUALID, C.A||25|20240119|1268.5400|20240218|
D0010498|00000309|REPUESTOS GUALID, C.A||25|20240119|115.8400|20240218|
D0010499|00000710|VENEREPUESTOS YJJ, C.A.||19|20240119|307.6600|20240218|
D0010500|00000682|DISTRIBUIDORA XIAMEN C.A.||02|20240119|854.7500|20240218|
D0010501|00000455|AUTO PARTES HYUMI CA (AUTO PARTES HYUMI CA)||21|20240119|318.3400|20240218|
NC000564|00000354|EL GARAJE DE LOS REPUESTOS, C.A||01|20240119|-63.9100|20240119|
D0010502|00000395|AUTOREPUESTOS MJ, AP COMPANIA ANONIMA||04|20240119|354.4800|20240218|
D0010503|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20240119|378.8800|20240304|
NC000565|00000700|AUTO REPUESTOS Y ACCESORIOS COSARKA LA CASA DEL CORSA, C.A.||34|20240122|-45.0000|20240122|
NC000566|00000704|AUTO REPUESTOS ROLY, C.A.||34|20240122|-59.5000|20240122|
D0010505|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20240122|589.4500|20240221|
D0010506|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20240122|335.9000|20240221|
NC000567|00000466|AUTO REPUESTOS HYUNDAI, C.A (AUTO REPUESTOS HYUNDAI, C.A)||33|20240122|-87.5500|20240122|
D0010507|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20240122|581.2200|20240221|
D0010508|00000060|REPUESTOS COVECA CA||01|20240122|207.7100|20240221|
D0010509|00000663|MULTISERVICIOS Y AUTOPARTES JL CA||04|20240122|719.0600|20240221|
D0010510|00000663|MULTISERVICIOS Y AUTOPARTES JL CA||04|20240122|606.9200|20240221|
D0010511|00000037|REPUESTOS DAROCA CA.||04|20240122|321.0100|20240221|
D0010512|00000413|AUTOPART'S UNION,C.A||02|20240122|400.0900|20240221|
D0010513|00000385|AUTO REPUESTOS LUIFER, C.A||25|20240122|1671.0000|20240322|
D0010514|00000385|AUTO REPUESTOS LUIFER, C.A||25|20240122|960.1800|20240322|
D0010515|00000385|AUTO REPUESTOS LUIFER, C.A||25|20240122|1282.9100|20240322|
D0010516|00000100|EL REY DEL KIA 2013, C.A.||25|20240122|523.3000|20240221|
D0010517|00000743|AGONO, CA.||34|20240122|345.3100|20240221|
D0010518|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.||02|20240122|574.6500|20240221|
D0010519|00000278|AUTO REPUESTOS WS, C.A||04|20240122|350.8800|20240221|
D0010520|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20240122|41.5900|20240221|
D0010521|00000403|G.C AUTOPARTES C.A||29|20240122|829.9200|20240221|
NC000568|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240122|-51.6800|20240122|
D0010522|00000140|JOSE LUIS GOMEZ MAUHAD(INVERSIONES AGUA FRIA J.G-1)||30|20240123|585.0800|20240222|
NC000569|00000378|REPUESTOS SUPER VICTORIA, C.A||01|20240123|-31.0500|20240123|
NC000570|00000596|REPUESTOS SUPER SHAYA, C. A.||01|20240123|-118.9500|20240123|
NC000571|00000051|REYREP, C.A.||19|20240123|-62.9100|20240123|
NC000572|00000710|VENEREPUESTOS YJJ, C.A.||19|20240123|-20.1900|20240123|
NC000573|00000551|HYUNPARTS MOTORS, C.A. (HYUNPARTS MOTORS, C.A.)||04|20240123|-70.5000|20240123|
NC000574|00000395|"AUTOREPUESTOS MJ, AP COMPANIA ANONIMA "||04|20240123|-6.5500|20240123|
D0010523|00000000|***TICKET  ANULADO***||30|20240123|0.0000|20240222|
NC000575|00000268|AUTOPARTES DE LISLE, C.A||04|20240123|-32.9600|20240123|
NC000576|00000278|AUTO REPUESTOS WS, C.A||04|20240123|-40.7000|20240123|
NC000577|00000229|REPUESTOS ASIATICOS L&D C.A||04|20240123|-52.0000|20240123|
D0010524|00000710|VENEREPUESTOS YJJ, C.A.||19|20240123|20.1900|20240222|
D0010525|00000734|AUTOREPUESTOS EL FAMA, C.A.||25|20240123|252.8400|20240222|
D0010526|00000734|AUTOREPUESTOS EL FAMA, C.A.||25|20240123|603.8700|20240222|
D0010527|00000633|REPUESTO EL FAMA, C.A.||25|20240123|223.2800|20240222|
D0010528|00000633|REPUESTO EL FAMA, C.A.||25|20240123|531.7600|20240222|
D0010529|00000673|GRUPO BETO, C.A||21|20240123|620.9700|20240222|
D0010530|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240123|89.6200|20240222|
D0010532|00000193|EUROASIATICOS, C.A||30|20240124|2580.9500|20240223|
D0010533|00000193|EUROASIATICOS, C.A||30|20240124|60.6700|20240223|
D0010534|00000377|EUBERT VIDAL||01|20240124|391.1700|20240223|
D0010535|00000095|AUTO REPUESTOS PICHA, C.A.||34|20240124|872.3400|20240223|
D0010536|00000744|RAMON DAVID VILLAR||29|20240124|305.4400|20240223|
D0010537|00000043|KIAUTO, C.A||01|20240124|1550.8600|20240223|
D0010538|00000431|INVERSIONES M&amp;N CARS, C.A. (INVERSIONES M&amp;N CARS, C.A.)||01|20240124|768.3600|20240223|
D0010539|00000060|REPUESTOS COVECA CA||01|20240125|136.5300|20240224|
D0010540|00000727|AUTO PARTES EL MAESTRO, C.A.||35|20240125|529.0000|20240224|
NC000578|00000631|DORAUTO IMPORTS, C.A||02|20240125|-47.7600|20240125|
NC000579|00000741|POTENZA MOTORS, C.A.||34|20240125|-20.7200|20240125|
NC000580|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)||02|20240125|-10.5000|20240125|
NC000581|00000716|TABUA AUTO PARTES, C.A.||02|20240125|-60.8700|20240125|
D0010541|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)||02|20240125|10.5000|20240224|
D0010542|00000716|TABUA AUTO PARTES, C.A.||02|20240125|60.8700|20240224|
D0010543|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20240125|603.9400|20240224|
D0010544|00000558|REPUESTOS LOS SAMANES 14, C.A. (REPUESTOS LOS SAMANES 14, C.A.)||19|20240125|314.7300|20240224|
D0010545|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)||02|20240125|772.8500|20240224|
D0010546|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20240125|112.3000|20240224|
D0010547|00000360|INVERSIONES AUTOKAT 2016, C.A||01|20240125|1642.3000|20240224|
D0010548|00000360|INVERSIONES AUTOKAT 2016, C.A||01|20240125|385.8100|20240224|
D0010549|00000740|AUTOMOTO STORE, C.A.||01|20240125|618.5200|20240224|
D0010551|00000740|AUTOMOTO STORE, C.A.||01|20240125|502.3300|20240224|
D0010552|00000740|AUTOMOTO STORE, C.A.||01|20240125|37.5200|20240224|
D0010553|00000710|VENEREPUESTOS YJJ, C.A.||19|20240125|230.9900|20240224|
D0010554|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)||02|20240125|316.2100|20240224|
D0010555|00000060|REPUESTOS COVECA CA||01|20240125|266.4900|20240224|
D0010556|00000490|REPUESTOS PLANETA J.X. C.A (REPUESTOS PLANETA J.X., C.A.)||19|20240125|528.4200|20240224|
D0010557|00000713|REPUESTOS MARCHAN, C.A||30|20240125|60.8200|20240224|
D0010558|00000680|MARACARS, C.A. (INVERSIONES MF 2019, C.A.)||04|20240126|364.1000|20240225|
D0010559|00000026|HONDA CARS, C.A.||04|20240126|341.1900|20240225|
D0010560|00000713|REPUESTOS MARCHAN, C.A||30|20240126|861.2000|20240225|
D0010561|00000133|REPUESTOS CARVAL C.A||01|20240126|2108.0600|20240326|
D0010562|00000133|REPUESTOS CARVAL C.A||01|20240126|1617.7000|20240225|
D0010563|00000072|SURTIDORA DE REPUESTOS KOREANOS IV, C.A.||02|20240126|88.1200|20240225|
NC000582|00000310|SURTIDORA DE REPUESTOS KOREANOS II, C.A||25|20240126|-91.9700|20240126|
D0010564|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240126|114.4400|20240225|
D0010565|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20240126|282.1600|20240225|
D0010566|00000430|REPUESTOS DONDEIVAN, C.A (REPUESTOS DONDE IVAN, C.A)||21|20240126|431.2000|20240225|
D0010567|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240126|27.6000|20240225|
D0010568|00000362|INVERSIONES VENEKIA, C.A||01|20240129|1144.1500|20240228|
D0010569|00000073|INVERSIONES CENTESOL MOTORS, C.A||04|20240129|337.8000|20240228|
D0010570|00000000|***TICKET  ANULADO***||19|20240129|0.0000|20240228|
D0010571|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)||04|20240129|312.5200|20240228|
D0010572|00000699|REDDY MOTOR S CA||21|20240129|356.1900|20240228|
NC000583|00000048|REPUESTOS EL MILENIUM C.A||34|20240129|-39.3200|20240129|
NC000584|00000687|INVERSORA & LUBRICANTES LA FORTALEZA CA||04|20240129|-16.9600|20240129|
D0010573|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20240129|34.7600|20240228|
D0010574|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)||21|20240130|606.9100|20240229|
