numreq|numord|item|descrip|unidad|cantidad|costo|costo_cif|costo_dola|costo_tot|cantdesp|penddesp|estatus|emision|provee
22C007||20910-3EA01|JGO. EMPACADURA SANTA FE 2007-09||80.0000|31.6600|36.4100|0.0000|2532.8000|0.0000|0.0000||20230822|
22C007||20910-2EU07|JGO. EMPACADURA TUCSON 15-18||40.0000|34.5300|39.7100|0.0000|1381.2000|0.0000|0.0000||20230822|
22C007||0K7Z1-11SA0|JGO. PISTON KIA PREGIO 3.0 S/RETEN||80.0000|21.7300|24.9900|0.0000|1738.4000|0.0000|0.0000||20230822|
22C007||HDK-174|KIT DE EMBRAGUE GETZ 1.6||30.0000|44.7500|51.4600|0.0000|1342.5000|0.0000|0.0000||20230822|
22C007||KIK-015|KIT DE EMBRAGUE KIA PREGIO 3.0||40.0000|48.0400|55.2500|0.0000|1921.6000|0.0000|0.0000||20230822|
22C007||HDK-062-SECO|KIT EMBRAGUE KIA PICANTO SECO||20.0000|29.5600|33.9900|0.0000|591.2000|0.0000|0.0000||20230822|
22C007||25412-2E200|MANGUERA INF. RAD. SPORTAGE 2.7||60.0000|3.9500|4.5400|0.0000|237.0000|0.0000|0.0000||20230822|
22C007||25412-2B100|MANGUERA INF. RADIADOR SANTA FE 2.7||50.0000|5.2600|6.0500|0.0000|263.0000|0.0000|0.0000||20230822|
22C007||25411-2E200|MANGUERA SUP. RAD. SPORTAGE 2.7||30.0000|5.4200|6.2300|0.0000|162.6000|0.0000|0.0000||20230822|
22C007||25411-2B100|MANGUERA SUP. RADIADOR SANTA FE 2.7||50.0000|4.5400|5.2200|0.0000|227.0000|0.0000|0.0000||20230822|
22C007||24551-02200|MARTILLO ADMISION PICANTO||120.0000|3.6500|4.2000|0.0000|438.0000|0.0000|0.0000||20230822|
22C007||0K72A-34-510A|MUNON KIA PREGIO 3.0||150.0000|5.2000|5.9800|0.0000|780.0000|0.0000|0.0000||20230822|
22C007||54530-2B000|MUNON SANTA FE 01-15 TODAS||100.0000|3.7400|4.3000|0.0000|374.0000|0.0000|0.0000||20230822|
22C007||24355-23800-K|VALVULA OCV TUCSON KOREANA||100.0000|13.4200|15.4300|0.0000|1342.0000|0.0000|0.0000||20230822|
22C007||25310-2D010|RADIADOR ELANTRA T/A||3.0000|46.8900|53.9200|0.0000|140.6700|0.0000|0.0000||20230822|
22C007||50310-3E102|RODAMIENTO TRASERO TUCSON 4X4||18.0000|8.4700|9.7400|0.0000|152.4600|0.0000|0.0000||20230822|
22C007||57724-2D000|ROTULA ELANTRA XD||70.0000|3.5000|4.0300|0.0000|245.0000|0.0000|0.0000||20230822|
22C007||57755-1C000|ROTULA GETZ||100.0000|3.4500|3.9700|0.0000|345.0000|0.0000|0.0000||20230822|
22C007||57724-2B000|ROTULA HYUNDAI SANTA FE 06-10 / SORENTO 11-13||150.0000|3.6100|4.1500|0.0000|541.5000|0.0000|0.0000||20230822|
22C007||0K72A-32270A|ROTULA KIA PREGIO ROSCA GRUESA||100.0000|3.5200|4.0500|0.0000|352.0000|0.0000|0.0000||20230822|
22C007||577244D000|ROTULA KIA SEDONA||40.0000|3.5600|4.0900|0.0000|142.4000|0.0000|0.0000||20230822|
22C007||577242E000|ROTULA TUCSON||100.0000|3.5000|4.0300|0.0000|350.0000|0.0000|0.0000||20230822|
22C007||3930-37110|SENSOR ARBOL LEVA SPORTAGE 2.7||40.0000|5.5700|6.4100|0.0000|222.8000|0.0000|0.0000||20230822|
22C007||3925023500|SENSOR DETONACION TUCSON ELANTRA||50.0000|4.8900|5.6200|0.0000|244.5000|0.0000|0.0000||20230822|
22C007||39310-38050|SENSOR LEVA H1/SONATA/PICANTO/OPTIMA||15.0000|5.0100|5.7600|0.0000|75.1500|0.0000|0.0000||20230822|
22C007||28164-23720|SENSOR MAF TUCSON||40.0000|20.7700|23.8900|0.0000|830.8000|0.0000|0.0000||20230822|
22C007||39300-38200|SENSOR MAP SONATA 3.3/STA FE/H1/OPT 2.7||40.0000|5.9700|6.8700|0.0000|238.8000|0.0000|0.0000||20230822|
22C007||42700-39055|SENSOR PARE NEUTRO TUCSON||14.0000|13.8800|15.9600|0.0000|194.3200|0.0000|0.0000||20230822|
22C007||39180-3E100|SENSOR POSICION CIGUENAL SANTA FE/OPTI 2.7||40.0000|5.9700|6.8700|0.0000|238.8000|0.0000|0.0000||20230822|
22C007||25330-2E000|TAPA RADIADOR 1.1||1000.0000|1.3000|1.5000|0.0000|1300.0000|0.0000|0.0000||20230822|
22C007||25330-2E000-AM|TAPA RADIADOR 1.1 AM||1000.0000|0.6200|0.7100|0.0000|620.0000|0.0000|0.0000||20230822|
22C007||24411-3E000|TENSOR CADENA LEVA SANTA FE 2.7/SPORTAGE 2.7||50.0000|12.7500|14.6600|0.0000|637.5000|0.0000|0.0000||20230822|
22C007||24410-26000|TENSOR HYUNDAI ACCENT/GETZ GMB||88.0000|4.7200|5.4300|0.0000|415.3600|0.0000|0.0000||20230822|
22C007||56820-22000-K|TERMINAL ACCENT PMC||200.0000|2.9500|3.3900|0.0000|590.0000|0.0000|0.0000||20230822|
22C007||0K72A-32240|TERMINAL KIA PREGIO 3.0||40.0000|3.4400|3.9600|0.0000|137.6000|0.0000|0.0000||20230822|
22C007||KKY01-32280|TERMINAL KIA RIO||100.0000|2.9900|3.4400|0.0000|299.0000|0.0000|0.0000||20230822|
22C007||56820-2B000|TERMINAL LH HYUNDAI SANTA FE 2007||40.0000|5.7700|6.6400|0.0000|230.8000|0.0000|0.0000||20230822|
22C007||56820-2B900|TERMINAL RH HYUNDAI SANTA FE 2007||40.0000|5.8200|6.6900|0.0000|232.8000|0.0000|0.0000||20230822|
22C007||0VS0110137A|TORNILLO CAMARA KIA PREGIO 3.0||200.0000|1.1600|1.3300|0.0000|232.0000|0.0000|0.0000||20230822|
22C007||25460-37101|TUBO AGUA KIA SPORTAGE 2.7/ SANTA FE GOLD||240.0000|3.0400|3.5000|0.0000|729.6000|0.0000|0.0000||20230822|
22C007||24356-3E000|VALVULA OCV DER SANTA FE 2007-2009||20.0000|14.4500|16.6200|0.0000|289.0000|0.0000|0.0000||20230822|
22C007||24355-3E000|VALVULA OCV IZQ SANTA FE 2007-2009||20.0000|14.1100|16.2300|0.0000|282.2000|0.0000|0.0000||20230822|
22C007||24355-3C100|VALVULA OCV SORENTO 3.8 LH/ SONATA 3.3||10.0000|14.1100|16.2300|0.0000|141.1000|0.0000|0.0000||20230822|
22C007||24355-3C200|VALVULA OCV SORENTO 3.8 RH/ SONATA 3.3||10.0000|14.1100|16.2300|0.0000|141.1000|0.0000|0.0000||20230822|
22C007||39220-38010|VALVULA TEMPERATURA KIA PICANTO||200.0000|2.9300|3.3700|0.0000|586.0000|0.0000|0.0000||20230822|
22C007||55550-3E100|ESTOPERA DIFERENCIA KIA SORENTO||100.0000|1.2200|1.4000|0.0000|122.0000|0.0000|0.0000||20230822|
22C007||28164-37200|SENSOR MAF SPORTAGE 2.7/ SANTA FE GOLD||50.0000|21.2800|24.4700|0.0000|1064.0000|0.0000|0.0000||20230822|
22C007||24410-26800|TENSOR CADENA LEVA KIA RIO CVVT/ ACCENT 1.6||50.0000|11.0700|12.7300|0.0000|553.5000|0.0000|0.0000||20230822|
22C007||21421-33114|ESTOPERA BOMBA ACEITE H1 07 CORREA||100.0000|0.4100|0.4700|0.0000|41.0000|0.0000|0.0000||20230822|
22C007||41413-4A000|HORQUILLA HYUNDAI H1 07 CORREA||120.0000|2.0000|2.3000|0.0000|240.0000|0.0000|0.0000||20230822|
22C007||27501-38B00|JGO. CABLE BUJIA H1 07 CORREA||50.0000|2.6500|3.0500|0.0000|132.5000|0.0000|0.0000||20230822|
22C007||20910-38E00|JGO. EMPACADURA HYUNDAI H1 2007||20.0000|16.0400|18.4500|0.0000|320.8000|0.0000|0.0000||20230822|
22C007||54530-4A000|MUNON INF HYUNDAI H1 2007||40.0000|7.0200|8.0700|0.0000|280.8000|0.0000|0.0000||20230822|
22C007||21812-4H200|BASE MOTOR RH HYUNDAI H1 09||50.0000|17.1100|19.6800|0.0000|855.5000|0.0000|0.0000||20230822|
22C007||20910-2CA00|JGO. EMPACADURA HYUNDAI H1 2009||20.0000|18.4100|21.1700|0.0000|368.2000|0.0000|0.0000||20230822|
22C007||21020-2G100|JGO. CONCHA BANCADA H1 09 STD||30.0000|6.0500|6.9600|0.0000|181.5000|0.0000|0.0000||20230822|
22C007||21020-25150|JGO. SEPARADOR AXIAL H1 09 STD||100.0000|6.0500|6.9600|0.0000|605.0000|0.0000|0.0000||20230822|
22C007||24350-25000|ENGRANAJE CVVT H1 09||30.0000|33.5400|38.5700|0.0000|1006.2000|0.0000|0.0000||20230822|
22C007||25287-2C000|POLEA CORREA UNICA H1 09||100.0000|4.7400|5.4500|0.0000|474.0000|0.0000|0.0000||20230822|
22C007||25212-2C001|CORREA UNICA H1 09 6PK2352||100.0000|7.6700|8.8200|0.0000|767.0000|0.0000|0.0000||20230822|
22C007||97730-4H100|ELECTROVENTILADOR A/A H1 09||26.0000|30.1600|34.6800|0.0000|784.1600|0.0000|0.0000||20230822|
22C007||25412-4H100|MANGUERA INF. RADIADOR H1 09||50.0000|2.5000|2.8800|0.0000|125.0000|0.0000|0.0000||20230822|
22C007||25411-4H100|MANGUERA SUP. RADIADOR H1 09||50.0000|2.0800|2.3900|0.0000|104.0000|0.0000|0.0000||20230822|
22C007||25380-4H100|ELECTROVENTILADOR PRINC. H1 09||1.0000|34.0600|39.1700|0.0000|34.0600|0.0000|0.0000||20230822|
22C007||28113-4H000|FILTRO AIRE H1 09||10.0000|2.0000|2.3000|0.0000|20.0000|0.0000|0.0000||20230822|
22C007||41700-4H100|BOMBIN CLUTCH INF HYUNDAI H100/H1 09 CADENA KO0980||40.0000|8.8400|10.1700|0.0000|353.6000|0.0000|0.0000||20230822|
22C007||54650-4H100|AMORTIGUADOR DEL. LH H1 09||8.0000|23.2500|26.7400|0.0000|186.0000|0.0000|0.0000||20230822|
22C007||57724-4H000|ROTULA HYUNDAI H1 2008-2015 4H100||50.0000|3.6100|4.1500|0.0000|180.5000|0.0000|0.0000||20230822|
22C007||26320-3C100|FILTRO ACEITE ELEMENTO SONATA 3.3||100.0000|1.3000|1.5000|0.0000|130.0000|0.0000|0.0000||20230822|
22C007||21910-3K800|BASE MOTOR DELANTERA SONATA 3.3 21910-3K050||40.0000|8.6200|9.9100|0.0000|344.8000|0.0000|0.0000||20230822|
22C007||21830-3K800|BASE MOTOR CAJA LH SONATA 3.3||30.0000|15.6500|18.0000|0.0000|469.5000|0.0000|0.0000||20230822|
22C007||21930-3K800|BASE MOTOR TRASERA SONATA 3.3 21930-3K000||40.0000|9.5600|10.9900|0.0000|382.4000|0.0000|0.0000||20230822|
22C007||24350-3C100|CONJUNO CVVT SONATA 3.3/ SORENTO / SEDO||25.0000|45.3100|52.1100|0.0000|1132.7500|0.0000|0.0000||20230822|
22C007||25100-3C120|BOMBA AGUA SONATA 3.3/SEDONA 3.8/VERACRUZ||30.0000|23.5500|27.0800|0.0000|706.5000|0.0000|0.0000||20230822|
22C007||25414-3K200|MANGUERA SUPERIOR RADIADOR SONATA 3.3||40.0000|4.5700|5.2600|0.0000|182.8000|0.0000|0.0000||20230822|
22C007||25380-2K280|ELECTROVENTILADOR SONATA 3.3||14.0000|40.7800|46.9000|0.0000|570.9200|0.0000|0.0000||20230822|
22C007||25631-3C100|CARCAZA ENTRADA TERMOSTADO SONATA 3.3||2.0000|2.7000|3.1100|0.0000|5.4000|0.0000|0.0000||20230822|
22C007||28113-3K200|FILTRO AIRE HYUNDAI SONATA 3.3||6.0000|3.1200|3.5900|0.0000|18.7200|0.0000|0.0000||20230822|
22C007||35310-3C000|INYECTOR SONATA 3.3/SORENTO 3.8/SEDONA||20.0000|9.4400|10.8600|0.0000|188.8000|0.0000|0.0000||20230822|
22C007||39310-3C100|SENSOR POSICION CIGUENAL SONATA 3.3||50.0000|5.4300|6.2400|0.0000|271.5000|0.0000|0.0000||20230822|
22C007||54430-3F600|MUNON SUP. SONATA 3.3||50.0000|4.0600|4.6700|0.0000|203.0000|0.0000|0.0000||20230822|
22C007||54611-3K030|AMORTIGUADOR DELANTERO SONATA 3.3||2.0000|14.8700|17.1000|0.0000|29.7400|0.0000|0.0000||20230822|
22C007||54630-3L000|BASE AMORTIGUADOR SONATA 3.3||39.0000|4.2200|4.8500|0.0000|164.5800|0.0000|0.0000||20230822|
22C007||54830-3L000|BIELETA HYUNDAI SONATA 3.3 54830-3K010||50.0000|3.0500|3.5100|0.0000|152.5000|0.0000|0.0000||20230822|
22C007||56820-3K500|TERMINAL LH HYUNDAI SONATA 3.3||50.0000|6.5100|7.4900|0.0000|325.5000|0.0000|0.0000||20230822|
22C007||56820-3K510|TERMINAL RH HYUNDAI SONATA 3.3 3K010||50.0000|6.5100|7.4900|0.0000|325.5000|0.0000|0.0000||20230822|
22C007||57724-3K000|ROTULA SONATA 3.3||50.0000|3.5300|4.0600|0.0000|176.5000|0.0000|0.0000||20230822|
22C007||23110-3E101|CIGUENAL SANTA FE 2.7||1.0000|304.4600|350.1300|0.0000|304.4600|0.0000|0.0000||20230822|
22C007||23510-3E101|BRAZO BIELA HYUNDAI SANTA FE 2.7||30.0000|17.4600|20.0800|0.0000|523.8000|0.0000|0.0000||20230822|
22C007||24350-3E000|ENGRANAJE CVVT SANTA FE 2.7||20.0000|43.4200|49.9300|0.0000|868.4000|0.0000|0.0000||20230822|
22C007||25611-3E001|CARCAZA TERMOS. SALIDA SANTA FE 2.7||1.0000|6.4900|7.4600|0.0000|6.4900|0.0000|0.0000||20230822|
22C007||23060-38540|JGO. CONCHA BIELA STD H1 2007 CORREA||50.0000|3.2900|3.7800|0.0000|164.5000|0.0000|0.0000||20230822|
22C007||21930-2E300|BASE MOTOR TRASERA TUCSON||226.0000|5.7300|6.5900|0.0000|1294.9800|0.0000|0.0000||20230822|
22C007||57100-4E001|BOMBA DIRECCION KIA PREGIO 3.0 PMC||100.0000|87.8400|101.0200|0.0000|8784.0000|0.0000|0.0000||20230822|
22C007||23060-3C202|JGO. CONCHA BIELA SONATA 3.3 STD||100.0000|6.6100|7.6000|0.0000|661.0000|0.0000|0.0000||20230822|
22C007||39210-37543|SENSOR OXIGENO SPORTAGE 2.7 LH||10.0000|13.5100|15.5400|0.0000|135.1000|0.0000|0.0000||20230822|
DHM23003||0K74T34720B|AMORTIGUADOR DELANTERO LH PREGIO||32.0000|18.5400|21.8800|0.0000|593.2800|0.0000|0.0000||20230918|
DHM23003||57700-FD201|CAJETIN HIDRAULICO KIA RIO STYLUS||6.0000|95.2700|112.4200|0.0000|571.6200|0.0000|0.0000||20230918|
DHM23003||0K72F-33-251|DISCO FRENO KIA PREGIO 0K73F||4.0000|15.7600|18.6000|0.0000|63.0400|0.0000|0.0000||20230918|
DHM23003||0K77P-15200B|RADIADOR KIA PREGIO 3.0||8.0000|45.8100|54.0600|0.0000|366.4800|0.0000|0.0000||20230918|
DHM23003||21910-2E501|BASE MOTOR DEL. TUCSON PMC||200.0000|7.2800|8.5900|0.0000|1456.0000|0.0000|0.0000||20230918|
DHM23003||0K75A39040|BASE MOTOR KIA PREGIO||200.0000|4.1200|4.8600|0.0000|824.0000|0.0000|0.0000||20230918|
DHM23003||24420-25002|BRAZO GUIA 2 CADENA TIEMPO H1 09||50.0000|4.8800|5.7600|0.0000|244.0000|0.0000|0.0000||20230918|
DHM23003||25380-2K280|ELECTROVENTILADOR SONATA 3.3||5.0000|41.7800|49.3000|0.0000|208.9000|0.0000|0.0000||20230918|
DHM23003||58510-3K200|BOMBA FRENO SONATA 3.3||3.0000|38.2200|45.1000|0.0000|114.6600|0.0000|0.0000||20230918|
DHM23003||21910-2B500|BASE MOTOR DELT STA FE 06-09/VERA||6.0000|30.2700|35.7200|0.0000|181.6200|0.0000|0.0000||20230918|
DHM23003||21910-2D050|BASE MOTOR DEL. ELANTRA PMC||50.0000|5.8500|6.9000|0.0000|292.5000|0.0000|0.0000||20230918|
HM230032||51712-FD200|DISCO FRENO RIO STYLUS||30.0000|10.9700|12.9400|0.0000|329.1000|0.0000|0.0000||20230918|
HM230032||51715-2D310|DISCO FRENO DEL. ELANTRA XD 51712-2D300||42.0000|13.9500|16.4600|0.0000|585.9000|0.0000|0.0000||20230918|
11230829||21930-1C250-SE|BASE CAJA CHUPETA GETZ T/A||100.0000|5.8000|6.5500|0.0000|580.0000|0.0000|0.0000||20230829|
11230829||21930-1C130-SE|BASE TRASERA GETZ T/M CHUPETA SEONG||100.0000|5.8000|6.5500|0.0000|580.0000|0.0000|0.0000||20230829|
11230829||21830-2D050-TA|BASE CAJA ELANTRA XD AUTOMATICO||150.0000|7.6900|8.6900|0.0000|1153.5000|0.0000|0.0000||20230829|
11230829||21910-2D050-DHM|BASE MOTOR DEL. ELANTRA KP||100.0000|4.6000|5.2000|0.0000|460.0000|0.0000|0.0000||20230829|
11230829||21910-2E002-DHM|BASE MOTOR DEL. TUCSON KP CON LOMO||250.0000|6.4200|7.2500|0.0000|1605.0000|0.0000|0.0000||20230829|
11230829||0K75A39040-KP|BASE MOTOR KIA PREGIO 3.0||50.0000|3.8000|4.2900|0.0000|190.0000|0.0000|0.0000||20230829|
11230829||21930-2D100|BASE MOTOR TRASERA ELANTRA XD||250.0000|4.5000|5.0900|0.0000|1125.0000|0.0000|0.0000||20230829|
11230829||25100-02566-SEO|BOMBA AGUA KIA PICANTO SEONG||70.0000|6.3300|7.1500|0.0000|443.1000|0.0000|0.0000||20230829|
11230829||25100-2X200-SEO|BOMBA AGUA KIA RIO STYLUS SEONG||250.0000|8.8500|10.0000|0.0000|2212.5000|0.0000|0.0000||20230829|
11230829||25100-4Z000-SE|BOMBA AGUA KIA PREGIO 3.0 SEONG||50.0000|8.0000|9.0400|0.0000|400.0000|0.0000|0.0000||20230829|
11230829||25100-22032-SEO|BOMBA AGUA TUCSON SEONG||70.0000|6.8000|7.6800|0.0000|476.0000|0.0000|0.0000||20230829|
11230829||23510-26030-SEO|BRAZO BIELA GETZ/ACC/ELAN SEONG||80.0000|5.0000|5.6500|0.0000|400.0000|0.0000|0.0000||20230829|
11230829||23510-3E101-SEO|BRAZO BIELA HYUNDAI SANTA FE 2.7 SEONG||50.0000|10.5000|11.8700|0.0000|525.0000|0.0000|0.0000||20230829|
11230829||23510-4Z100-SE|BRAZO BIELA KIA PREGIO 3.0 SEONG||50.0000|11.5000|13.0000|0.0000|575.0000|0.0000|0.0000||20230829|
11230829||0K30C-11210-SEO|BRAZO BIELA KIA RIO 1.5 SEONG||70.0000|6.8000|7.6800|0.0000|476.0000|0.0000|0.0000||20230829|
11230829||23510-02501-SEO|BRAZO BIELA KIA PICANTO SEONG||70.0000|6.8000|7.6800|0.0000|476.0000|0.0000|0.0000||20230829|
11230829||23510-23700-SEO|BRAZO BIELA TUCSON SEONG||70.0000|6.3000|7.1200|0.0000|441.0000|0.0000|0.0000||20230829|
11230829||22100-26100-SEO|CAMARA HYUNDAI GETZ 1.6 SEONG||30.0000|160.0000|180.8000|0.0000|4800.0000|0.0000|0.0000||20230829|
11230829||22100-02766-SEO|CAMARA KIA PICANTO SEONG||20.0000|103.0000|116.3900|0.0000|2060.0000|0.0000|0.0000||20230829|
11230829||0K75A-10-100-SE|CAMARA KIA PREGIO S/VAL SEONG||40.0000|110.5000|124.8700|0.0000|4420.0000|0.0000|0.0000||20230829|
11230829||0K30E-10100-SEO|CAMARA KIA RIO 1.5 SEONG||40.0000|184.0000|207.9200|0.0000|7360.0000|0.0000|0.0000||20230829|
11230829||23111-26100-SEO|CIGUENAL GETZ 1.6 SEONG||40.0000|36.5000|41.2500|0.0000|1460.0000|0.0000|0.0000||20230829|
11230829||23111-02812-SEO|CIGUENAL KIA PICANTO SEONG||40.0000|34.5000|38.9900|0.0000|1380.0000|0.0000|0.0000||20230829|
11230829||23110-4X000-SEO|CIGUENAL KIA PREGIO 3.0 SEONG||40.0000|79.0000|89.2700|0.0000|3160.0000|0.0000|0.0000||20230829|
11230829||23124-2X010-SEO|DAMPER KIA RIO STYLUS SEONG||191.0000|11.5000|13.0000|0.0000|2196.5000|0.0000|0.0000||20230829|
11230829||23124-02201-SEO|DAMPER KIA PICANTO SEONG||50.0000|7.6000|8.5900|0.0000|380.0000|0.0000|0.0000||20230829|
11230829||23040-38200-SEO|JGO. ANILLO H1 07 SEONG||50.0000|5.4000|6.1000|0.0000|270.0000|0.0000|0.0000||20230829|
11230829||23040-4Z910-SEO|JGO. ANILLOS PREGIO 3.0 SEONG||100.0000|11.9000|13.4500|0.0000|1190.0000|0.0000|0.0000||20230829|
11230829||54500-FD000-SEO|MESETA KIA RIO STYLUS LH SEONG||100.0000|9.5000|10.7400|0.0000|950.0000|0.0000|0.0000||20230829|
11230829||54501-FD000-SEO|MESETA KIA RIO STYLUS RH SEONG||100.0000|9.5000|10.7400|0.0000|950.0000|0.0000|0.0000||20230829|
11230829||51750-FD000-KP|MOSO DELANTERO KIA RIO KP||120.0000|6.3000|7.1200|0.0000|756.0000|0.0000|0.0000||20230829|
11230829||24810-26020-SE|POLEA TIEMPO GETZ 1.6 SEONG||100.0000|3.3000|3.7300|0.0000|330.0000|0.0000|0.0000||20230829|
11230829||24810-2X700-SE|POLEA TIEMPO KIA RIO 1.5 SEONG||100.0000|3.4000|3.8400|0.0000|340.0000|0.0000|0.0000||20230829|
11230829||G10160-SEO|POLEA TIEMPO TUCSON SEONG||100.0000|3.9000|4.4100|0.0000|390.0000|0.0000|0.0000||20230829|
11230829||24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ SEONG||200.0000|4.0000|4.5200|0.0000|800.0000|0.0000|0.0000||20230829|
11230829||25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SEONG||100.0000|7.0000|7.9100|0.0000|700.0000|0.0000|0.0000||20230829|
11230829||24410-02550-SE|TENSOR TIEMPO KIA PICANTO SEONG||100.0000|3.6000|4.0700|0.0000|360.0000|0.0000|0.0000||20230829|
11230829||24410-2X701-SE|TENSOR TIEMPO KIA RIO 1.5 SEONG||100.0000|3.6000|4.0700|0.0000|360.0000|0.0000|0.0000||20230829|
11230829||24410-23050-SE|TENSOR TIEMPO TUCSON GANCHO SEONG||100.0000|6.9000|7.8000|0.0000|690.0000|0.0000|0.0000||20230829|
11230829||25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG||200.0000|5.1000|5.7600|0.0000|1020.0000|0.0000|0.0000||20230829|
11230829||25460-26000-SEO|TUBO AGUA ELANTRA/GETZ SEONG||100.0000|2.3000|2.6000|0.0000|230.0000|0.0000|0.0000||20230829|
11230829||25460-23000-SEO|TUBO AGUA TUCSON SEONG||100.0000|2.3000|2.6000|0.0000|230.0000|0.0000|0.0000||20230829|
11230829||23410-26511-050|JGO. PISTON GETZ 0.50 SEONG||150.0000|11.8000|13.3300|0.0000|1770.0000|0.0000|0.0000||20230829|
11230829||23040-26160-050|JGO. ANILLO GETZ 1.6 0.20 (0,50) FINO||200.0000|5.7000|6.4400|0.0000|1140.0000|0.0000|0.0000||20230829|
11230829||23410-26111-030|JGO. PISTON GETZ 1.6 0.30||50.0000|11.8000|13.3300|0.0000|590.0000|0.0000|0.0000||20230829|
11230829||23040-26160075S|JGO. ANILLO GETZ 1.6 0.30 SEONG FINO||100.0000|5.7000|6.4400|0.0000|570.0000|0.0000|0.0000||20230829|
11230829||23040-3E001-STD|JGO. ANILLO SPORTAGE 2.7 STD SEONG||150.0000|7.7000|8.7000|0.0000|1155.0000|0.0000|0.0000||20230829|
11230829||23410-3E011-STD|JGO. PISTON KIA SPORTAGE 2.7 STD||50.0000|21.3000|24.0700|0.0000|1065.0000|0.0000|0.0000||20230829|
11230829||23040-3E001-050|JGO. ANILLO SPORTAGE 2.7 0.50||200.0000|7.7000|8.7000|0.0000|1540.0000|0.0000|0.0000||20230829|
11230829||23410-3E011-050|JGO. PISTON KIA SPORTAGE 2.7 0.50||150.0000|21.3000|24.0700|0.0000|3195.0000|0.0000|0.0000||20230829|
11230829||23040-3C100-STD|JGO. ANILLO SONATA 3.3 STD SEONG||100.0000|8.8000|9.9400|0.0000|880.0000|0.0000|0.0000||20230829|
11230829||23040-3C100-050|JGO. ANILLO SONATA 3.3 0.20 (0.50) SEONG||150.0000|8.8000|9.9400|0.0000|1320.0000|0.0000|0.0000||20230829|
11230829||23040-25200-STD|JGO. ANILLO STD H1 09 SEONG||50.0000|5.4000|6.1000|0.0000|270.0000|0.0000|0.0000||20230829|
11230829||23410-2G200-STD|JGO. PISTON STD H1 09 SEONG||40.0000|14.1200|15.9600|0.0000|564.8000|0.0000|0.0000||20230829|
11230829||KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.20 (0,50)||200.0000|14.0000|15.8200|0.0000|2800.0000|0.0000|0.0000||20230829|
11230829||KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.20 (0,50)||150.0000|16.2000|18.3100|0.0000|2430.0000|0.0000|0.0000||20230829|
11230829||KITRIOSTD|KIT PISTON Y ANILLO KIA RIO 1.5 STD||100.0000|16.2000|18.3100|0.0000|1620.0000|0.0000|0.0000||20230829|
11230829||24410-26800-SEO|TENSOR CADENA ACCENT 1.6/RIO CVVT 1.6||100.0000|5.9000|6.6700|0.0000|590.0000|0.0000|0.0000||20230829|
11230829||24321-26701-SE|CADENA LEVA ACCENT 1.6/RIO CVVT 1.6||50.0000|2.8000|3.1600|0.0000|140.0000|0.0000|0.0000||20230829|
11230829||24810-37120-SEO|POLEA FIJA TIEMPO SPORTAGE 2.7||320.0000|3.6000|4.0700|0.0000|1152.0000|0.0000|0.0000||20230829|
11230829||24450-37100-SEO|POLEA TENSORA TIEMPO SPORTAGE 2.7||200.0000|3.3000|3.7300|0.0000|660.0000|0.0000|0.0000||20230829|
11230829||24840-3E000-SEO|TENSOR CORREA TIEMPO SANTA FE 2.7||120.0000|6.1000|6.8900|0.0000|732.0000|0.0000|0.0000||20230829|
11230829||39310-3C100-SEO|SENSOR POSICION CIGUENAL SONATA/SOREN/SEDO||100.0000|3.3000|3.7300|0.0000|330.0000|0.0000|0.0000||20230829|
11230829||39180-37150-SEO|SENSOR POSICION CIGUENAL SPORTAGE 2.7||100.0000|3.6000|4.0700|0.0000|360.0000|0.0000|0.0000||20230829|
11230829||24100-02200-SEO|ARBOL LEVA KIA PICANTO||100.0000|17.0000|19.2100|0.0000|1700.0000|0.0000|0.0000||20230829|
11230829||0K30E-12420A-SE|ARBOL LEVA ADMISION KIA RIO STYLUS 1.5||100.0000|17.5000|19.7800|0.0000|1750.0000|0.0000|0.0000||20230829|
11230829||24100-23770-SEO|ARBOL LEVA ADMISION TUCSON||100.0000|19.0000|21.4700|0.0000|1900.0000|0.0000|0.0000||20230829|
11230829||21930-2E300-SEO|BASE MOTOR TRASERA TUCSON KP||400.0000|3.5000|3.9600|0.0000|1400.0000|0.0000|0.0000||20230829|
11230829||57700-FD201-SEO|CAJETIN HIDRAULICO KIA RIO STYLUS||40.0000|74.0000|83.6200|0.0000|2960.0000|0.0000|0.0000||20230829|
11230829||57700-1C000-SEO|CAJETIN HIDRAULICO GETZ 1.6||40.0000|91.5000|103.4000|0.0000|3660.0000|0.0000|0.0000||20230829|
11230829||57700-1F800-SEO|CAJETIN HIDRAULICO TUCSON||30.0000|63.0000|71.1900|0.0000|1890.0000|0.0000|0.0000||20230829|
11230829||24521-22010-SEO|FLAUTA ADM ACCENT SEONG||200.0000|6.1000|6.8900|0.0000|1220.0000|0.0000|0.0000||20230829|
11230829||24510-02500-SEO|FLAUTA ADMISION KIA PICANTO SEONG||200.0000|5.5000|6.2200|0.0000|1100.0000|0.0000|0.0000||20230829|
