numdevo|cliente|nomcli|emision|estatus|numfac|tot_devo|codven|almacen
DV000001|00000588|REPUESTOS WYDA MOTORS, C.A (REPUESTOS WYDA MOTORS, C.A)|20230630|OK|D0014371|12.5200|02|05
DV000002|00000662|AUTOREPUESTOS CHEVY CENTER, C.A|20230630|OK||95.9000|02|01
DV000003|00000621|REPUESTOS SUPER CASANOVA. C.A|20230630|OK||10.0800|01|05
DV000004|00000448|INVERSIONES 297, C.A. (INVERSIONES 297, C.A.)|20230630|OK||125.5200|21|01
DV000005|00000278|AUTO REPUESTOS WS, C.A|20230703|OK||14.0000|04|05
DV000006|00000233|REPUESTOS Y SERVICIOS MECANICOS LUCHO C.A|20230703|OK||75.6400|04|01
DV000007|00000233|REPUESTOS Y SERVICIOS MECANICOS LUCHO C.A|20230703|OK||107.4400|04|01
DV000008|00000393|CARS PARTS SUR, C.A|20230703|OK||40.9100|04|05
DV000009|00000502|CASA ESTER IMPORTACIONES, CA ("PK AUTOPARTES")|20230703|OK||18.0000|04|01
DV000010|00000631|DORAUTO IMPORTS, C.A|20230703|OK||51.4200|02|01
DV000011|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20230703|OK||24.0000|19|05
DV000012|00000390|AUTOREPUESTO SILDEMAR MVR C.A|20230703|OK||15.0000|29|05
DV000013|00000132|REPUESTOS KOREA PARTS, C.A|20230703|OK||22.0800|02|05
DV000014|00000699|REDDY MOTOR S CA|20230704|OK||45.8800|21|01
DV000015|00000679|KORE PARTS, C.A|20230704|OK||107.3300|01|01
DV000016|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20230704|OK||19.9300|02|05
DV000017|00000140|JOSE LUIS GOMEZ MAUHAD(INVERSIONES AGUA FRIA J.G-1)|20230704|OK||374.1800|30|01
DV000018|00000198|AUTOTIENDA VELOCITY SERVICES, C.A|20230706|OK||23.8500|01|05
DV000019|00000697|AUTO REPUESTOS YANOHE 2022, C.A|20230707|OK|NC000398|264.0000|30|01
DV000020|00000095|AUTO REPUESTOS PICHA, C.A.|20230710|OK||29.0000|34|01
DV000021|00000095|AUTO REPUESTOS PICHA, C.A.|20230710|OK||9.8600|34|05
DV000022|00000700|AUTO REPUESTOS Y ACCESORIOS COSARKA LA CASA DEL CORSA, C.A.|20230710|OK||73.7900|34|01
DV000023|00000607|RONMAR MOTORS 77, C.A|20230710|OK||87.5000|19|01
DV000024|00000607|RONMAR MOTORS 77, C.A|20230717|OK|NC000405|22.5500|19|05
DV000025|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20230717|OK|NC000404|20.0100|01|05
DV000026|00000357|HK MOTOR'S, C.A|20230720|OK||37.4000|02|05
DV000027|00000632|HK MOTORS CEDENO C.A.|20230720|OK||71.0900|02|05
DV000028|00000626|ELITE CAR,C.A|20230720|OK||9.0300|02|05
DV000029|00000539|INVERSIONES MAGNUN XVI , C.A.  (INVERSIONES MAGNUN XVI , C.A. )|20230721|OK||78.0500|25|05
DV000030|00000139|IMPORTADORA RAYNE, C.A|20230721|OK||50.0000|02|05
DV000031|00000621|REPUESTOS SUPER CASANOVA. C.A|20230728|OK||31.0800|01|05
DV000032|00000403|G.C AUTOPARTES C.A|20230728|OK||118.1000|29|05
DV000033|00000696|REPUESTOS LUBIAUTO 2005, C.A.|20230728|OK||7.8500|19|05
DV000034|00000330|DAVAL, C.A|20230807|OK|NC000427|20.6000|02|05
DV000035|00000631|DORAUTO IMPORTS, C.A|20230807|OK|NC000413|75.0100|02|05
DV000036|00000048|REPUESTOS EL MILENIUM C.A|20230807|OK|NC000412|31.4000|12|05
DV000037|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20230807|OK|NC000414|8.9900|01|05
DV000038|00000106|CEPRAS, C.A|20230807|OK||6.2600|02|05
DV000039|00000614|REPRESENTACIONES PENOV, C.A.|20230808|OK|NC000417|126.7400|19|05
DV000040|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20230808|OK|NC000416|45.8900|01|05
DV000041|00000378|REPUESTOS SUPER VICTORIA, C.A|20230808|OK|NC000420|163.7900|01|05
DV000042|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20230808|OK|NC000415|29.5300|01|05
DV000043|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20230808|OK|NC000418|31.0800|01|05
DV000044|00000276|REPUESTOS EL ASIATICO, C.A|20230809|OK|NC000419|96.0000|25|01
DV000045|00000688|KOREA MOTORS 2020, C.A.|20230809|OK||95.8600|25|05
DV000046|00000039|MGA AUTOPARTES, C.A.|20230814|OK|NC000421|49.6600|02|05
DV000047|00000403|G.C AUTOPARTES C.A|20230814|OK|NC000422|137.8200|29|05
DV000048|00000443|CORPORACION HEROF C.A.|20230814|OK|NC000423|25.4300|19|01
DV000049|00000699|REDDY MOTOR S CA|20230814|OK|NC000424|122.4700|21|01
DV000050|00000431|INVERSIONES M&amp;N CARS, C.A. (INVERSIONES M&amp;N CARS, C.A.)|20230815|OK|NC000425|119.9200|01|05
DV000051|00000362|INVERSIONES VENEKIA, C.A|20230816|OK|NC000426|25.1600|01|01
DV000052|00000671|AUTO REPUESTOS FRANIC C.A.|20230821|OK|NC000429|43.2200|02|01
DV000053|00000631|DORAUTO IMPORTS, C.A|20230821|OK|NC000428|75.0100|02|05
DV000054|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20230822|OK|NC000432|55.4900|19|05
DV000055|00000095|AUTO REPUESTOS PICHA, C.A.|20230822|OK|NC000433|96.1200|34|01
DV000056|00000095|AUTO REPUESTOS PICHA, C.A.|20230822|OK|NC000434|316.3600|34|01
DV000057|00000060|REPUESTOS COVECA CA|20230822|OK|NC000435|17.9400|01|05
DV000058|00000061|COVECA CABUDARE CA|20230822|OK|NC000436|59.0500|30|05
DV000059|00000278|AUTO REPUESTOS WS, C.A|20230824|OK|NC000438|14.0000|04|05
DV000060|00000268|AUTOPARTES DE LISLE, C.A|20230824|OK|NC000440|58.8400|04|01
DV000061|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20230824|OK|NC000437|63.8100|04|01
DV000062|00000050|LA VICTORIA SERVI PARTS C.A|20230824|OK|NC000439|35.0000|02|01
DV000063|00000001|REPUESTOS POLANCO INVERSIONES, C.A. (REPOINCA)|20230824|OK||10.0000|04|05
DV000064|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20230825|OK|NC000446|32.0000|02|01
DV000065|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20230825|OK|NC000447|25.4300|02|01
DV000066|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20230825|OK|NC000448|26.4600|02|01
DV000067|00000309|REPUESTOS GUALID, C.A|20230825|OK|NC000445|19.3000|25|05
DV000068|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20230825|OK|NC000443|19.0000|02|05
DV000069|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20230825|OK|NC000444|17.5000|02|05
DV000070|00000320|AUTO REPUESTOS ANGULO C.A|20230825|OK||10.1400|25|05
DV000071|00000679|KORE PARTS, C.A|20230825|OK|NC000442|59.0500|01|05
DV000072|00000090|REPUESTOS FRED CARS, C.A.|20230828|OK|NC000449|21.7300|02|05
DV000074|00000060|REPUESTOS COVECA CA|20230828|OK||10.0800|01|05
DV000075|00000090|REPUESTOS FRED CARS, C.A.|20230829|OK|NC000450|25.0000|02|01
DV000076|00000699|REDDY MOTOR S CA|20230830|OK|NC000451|122.4700|21|05
DV000077|00000623|TE LO TENGO IMPORT 2021, C.A.|20230830|OK||55.0000|30|05
DV000078|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20230901|OK|NC000452|48.0000|01|01
DV000079|00000117|REPUESTOS AUTOZONE, C.A|20230904|OK|NC000453|116.4300|01|01
DV000080|00000623|TE LO TENGO IMPORT 2021, C.A.|20230904|OK||10.5400|30|05
DV000081|00000400|AUTOREPUESTOS ENRIQUETA, C.A. (AUTOREPUESTOS ENRIQUETA, C.A.)|20230905|OK|NC000455|12.2400|02|05
DV000082|00000060|REPUESTOS COVECA CA|20230906|OK|NC000457|10.0800|01|05
DV000083|00000491|REPUESTOS EL MILENIUM 2002, C.A. (REPUESTOS EL MILENIUM 2002, C.A|20230908|OK|NC000458|6.4000|01|05
DV000084|00000631|DORAUTO IMPORTS, C.A|20230911|OK|NC000459|44.4000|02|05
DV000085|00000631|DORAUTO IMPORTS, C.A|20230911|OK|NC000460|49.5000|02|01
DV000086|00000229|REPUESTOS ASIATICOS L&D C.A|20230920|OK|NC000465|26.1900|04|01
DV000087|00000393|CARS PARTS SUR, C.A|20230920|OK|NC000466|21.0800|04|05
DV000088|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20230920|OK|NC000461|31.0800|01|05
DV000089|00000596|REPUESTOS SUPER SHAYA, C. A.|20230920|OK|NC000464|88.5900|01|05
DV000090|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20230920|OK|NC000463|213.2000|02|01
DV000091|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20230920|OK|NC000462|3.7200|01|01
DV000092|00000360|INVERSIONES AUTAKAT 2016, C.A|20230920|OK|NC000467|123.4200|01|01
DV000093|00000360|INVERSIONES AUTAKAT 2016, C.A|20230920|OK|NC000468|108.5500|01|01
DV000094|00000360|INVERSIONES AUTAKAT 2016, C.A|20230920|OK|NC000469|20.9200|01|01
DV000095|00000623|TE LO TENGO IMPORT 2021, C.A.|20230926|OK|NC000470|6.3600|30|01
DV000096|00000100|EL REY DEL KIA 2013, C.A.|20230927|OK|NC000471|98.3400|25|05
DV000097|00000310|SURTIDORA DE REPUESTOS KOREANOS II, C.A|20230927|OK|NC000531|21.0000|25|05
DV000098|00000466|AUTO REPUESTOS HYUNDAI, C.A (AUTO REPUESTOS HYUNDAI, C.A)|20230928|OK|NC000472|13.9900|33|05
DV000099|00000618|REPUESTOS M&amp;C VALENCIA, C.A|20230928|OK|NC000473|426.4000|02|01
DV000100|00000618|REPUESTOS M&amp;C VALENCIA, C.A|20230928|OK|NC000474|465.7200|02|01
DV000101|00000378|REPUESTOS SUPER VICTORIA, C.A|20230928|OK|NC000475|23.5800|01|05
DV000102|00000378|REPUESTOS SUPER VICTORIA, C.A|20230929|OK|NC000476|15.3900|01|05
DV000103|00000460|REPUESTOS CARONI C.A. (CARONICA) (REPUESTOS CARONI C.A (CARONICA)|20231002|OK|NC000477|75.0100|01|05
DV000104|00000719|GRUPO RODANBEL C.A.|20231003|OK|NC000478|118.7300|21|01
DV000105|00000354|EL GARAJE DE LOS REPUESTOS, C.A|20231004|OK|NC000484|0.0000|01|01
DV000106|00000048|REPUESTOS EL MILENIUM C.A|20231006|OK|NC000485|232.8600|34|01
DV000107|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)|20231006|OK|NC000486|117.3800|04|01
DV000108|00000244|REPUESTOS SAFIURI C.A|20231010|OK|NC000487|78.6600|19|01
DV000109|00000403|G.C AUTOPARTES C.A|20231010|OK|NC000488|12.3500|29|01
DV000110|00000403|G.C AUTOPARTES C.A|20231010|OK|NC000488|126.1400|29|01
DV000111|00000048|REPUESTOS EL MILENIUM C.A|20231010|OK|NC000489|61.1000|34|01
DV000112|00000356|AUTO PARTES VICLENY,C.A|20231010|OK|NC000490|93.1800|34|01
DV000113|00000378|REPUESTOS SUPER VICTORIA, C.A|20231010|OK|NC000491|15.3900|01|01
DV000114|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20231019|OK|NC000498|213.2000|02|01
DV000115|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20231019|OK|NC000498|91.9700|02|01
DV000116|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20231023|OK|NC000498|122.4700|02|01
DV000117|00000357|HK MOTOR'S, C.A|20231023|OK|NC000499|19.5600|02|01
DV000118|00000357|HK MOTOR'S, C.A|20231023|OK|NC000502|59.0500|02|01
DV000119|00000357|HK MOTOR'S, C.A|20231023|OK|NC000500|59.0500|02|01
DV000120|00000357|HK MOTOR'S, C.A|20231023|OK|NC000501|9.9000|02|01
DV000121|00000362|INVERSIONES VENEKIA, C.A|20231023|OK|NC000503|51.9800|01|01
DV000122|00000362|INVERSIONES VENEKIA, C.A|20231023|OK|NC000504|116.5800|01|01
DV000123|00000631|DORAUTO IMPORTS, C.A|20231024|OK|NC000505|10.5400|02|01
DV000124|00000712|FB IMPORTS, C.A|20231025|OK|NC000506|91.5900|01|01
DV000125|00000132|REPUESTOS KOREA PARTS, C.A|20231026|OK|NC000507|22.0800|02|01
DV000126|00000418|GM INVERSIONES 2019 C.A|20231026|OK|NC000509|214.0700|02|01
DV000127|00000554|YANSA COREA, C.A (YANSA COREA, C.A)|20231026|OK|NC000508|61.6400|02|01
DV000128|00000631|DORAUTO IMPORTS, C.A|20231031|OK|NC000512|29.8800|02|01
DV000129|00000330|DAVAL, C.A|20231031|OK|NC000510|14.6800|02|01
DV000130|00000357|HK MOTOR'S, C.A|20231031|OK|NC000511|42.6200|02|01
DV000131|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20231031|OK|NC000516|126.1400|19|01
DV000132|00000631|DORAUTO IMPORTS, C.A|20231031|OK|NC000513|46.3800|02|01
DV000133|00000378|REPUESTOS SUPER VICTORIA, C.A|20231031|OK|NC000520|26.5900|01|01
DV000134|00000378|REPUESTOS SUPER VICTORIA, C.A|20231031|OK|NC000521|6.1800|01|01
DV000135|00000378|REPUESTOS SUPER VICTORIA, C.A|20231031|OK|NC000521|91.0700|01|01
DV000136|00000430|REPUESTOS DONDEIVAN, C.A (REPUESTOS DONDE IVAN, C.A)|20231031|OK|NC000514|113.9200|21|01
DV000137|00000331|ASIATICOS PENINSULA, C.A|20231031|OK|NC000515|45.4800|04|01
DV000138|00000536|REIKO IMPORT, C.A. (REIKO IMPORT, C.A.)|20231031|OK|NC000519|80.3800|19|01
DV000139|00000682|DISTRIBUIDORA XIAMEN C.A.|20231031|OK|NC000517|38.3900|02|01
DV000140|00000318|MUNDO KOREA 1128 C.A|20231031|OK|NC000518|16.4700|02|01
DV000141|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20231102|OK|NC000524|176.1400|02|01
DV000142|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20231102|OK|NC000525|176.1400|02|01
DV000143|00000403|G.C AUTOPARTES C.A|20231102|OK|NC000523|14.9000|29|01
DV000144|00000021|ARTUNINGCARÔS EXPRESS, C.A.|20231102|OK|NC000522|28.5800|34|01
DV000145|00000021|ARTUNINGCARÔS EXPRESS, C.A.|20231102|OK|NC000522|48.0600|34|01
DV000146|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20231107|OK|NC000526|14.9000|02|01
DV000147|00000699|REDDY MOTOR S CA|20231107|OK|NC000527|72.5000|21|01
DV000148|00000320|AUTO REPUESTOS ANGULO C.A|20231109|OK|NC000530|19.2500|25|01
DV000149|00000051|REYREP, C.A.|20231113|OK|NC000532|58.0700|19|01
DV000150|00000607|RONMAR MOTORS 77, C.A|20231113|OK|NC000533|351.8000|19|01
DV000151|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20231113|OK|NC000534|36.0500|02|01
DV000152|00000415|DEYKORE, C.A. (DEYKORE .CA)|20231113|OK|NC000535|12.2300|19|01
DV000153|00000403|G.C AUTOPARTES C.A|20231113|OK|NC000536|28.7800|29|01
DV000154|00000403|G.C AUTOPARTES C.A|20231114|OK|NC000536|13.9900|29|01
DV000155|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20231114|OK|NC000537|60.6700|01|01
DV000156|00000140|JOSE LUIS GOMEZ MAUHAD(INVERSIONES AGUA FRIA J.G-1)|20231114|OK|NC000538|11.2500|30|01
DV000157|00000016|DISTRIBUIDORA CHINA CAR, C.A.|20231117|OK|NC000539|103.5800|02|01
DV000158|00000400|AUTOREPUESTOS ENRIQUETA, C.A. (AUTOREPUESTOS ENRIQUETA, C.A.)|20231128|OK|NC000542|81.8400|02|01
DV000159|00000060|REPUESTOS COVECA CA|20231128|OK|NC000543|263.3600|01|01
DV000160|00000726|AUTONIPON, C.A|20231128|OK|NC000544|24.2500|33|01
DV000161|00000378|REPUESTOS SUPER VICTORIA, C.A|20231128|OK|NC000545|90.7200|01|01
DV000162|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20231204|OK|NC000546|187.5400|01|01
DV000163|00000710|VENEREPUESTOS YJJ, C.A.|20231204|OK|NC000547|13.9600|19|01
DV000164|00000631|DORAUTO IMPORTS, C.A|20231204|OK|NC000548|13.2300|02|01
DV000165|00000354|EL GARAJE DE LOS REPUESTOS, C.A|20231204|OK|NC000549|66.8800|25|01
DV000166|00000095|AUTO REPUESTOS PICHA, C.A.|20231207|OK|NC000550|116.4300|34|01
DV000167|00000095|AUTO REPUESTOS PICHA, C.A.|20231207|OK|NC000550|180.0800|34|01
DV000168|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20231208|OK|NC000551|37.4400|02|01
DV000169|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20231211|OK|NC000552|60.8200|01|01
DV000170|00000321|SUREPUESTO CAGUA C.A|20231213|OK|NC000553|13.9900|02|01
DV000171|00000035|ULSAN MOTOR'S, C.A.|20231213|OK|NC000556|16.5600|25|01
DV000172|00000320|AUTO REPUESTOS ANGULO C.A|20231213|OK|NC000557|60.8700|25|01
DV000173|00000549|AUTOMECANIC, C.A (AUTOMECANIC, C.A)|20231213|OK|NC000558|9.6500|25|01
DV000174|00000430|REPUESTOS DONDEIVAN, C.A (REPUESTOS DONDE IVAN, C.A)|20240111|OK|NC000559|98.7500|21|05
DV000175|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20240116|OK|NC000561|78.9000|19|05
DV000176|00000466|AUTO REPUESTOS HYUNDAI, C.A (AUTO REPUESTOS HYUNDAI, C.A)|20240116|OK|NC000567|87.5500|33|05
DV000177|00000016|DISTRIBUIDORA CHINA CAR, C.A.|20240117|OK|NC000562|48.8300|02|01
DV000178|00000060|REPUESTOS COVECA CA|20240117|OK|NC000563|215.0600|01|01
DV000179|00000354|EL GARAJE DE LOS REPUESTOS, C.A|20240119|OK|NC000564|63.9100|01|05
DV000180|00000700|AUTO REPUESTOS Y ACCESORIOS COSARKA LA CASA DEL CORSA, C.A.|20240122|OK|NC000565|45.0000|34|01
DV000181|00000704|AUTO REPUESTOS ROLY, C.A.|20240122|OK|NC000566|70.0000|34|01
DV000182|00000051|REYREP, C.A.|20240123|OK|NC000571|78.6400|19|01
DV000183|00000710|VENEREPUESTOS YJJ, C.A.|20240123|OK|NC000572|13.9900|19|01
DV000184|00000710|VENEREPUESTOS YJJ, C.A.|20240123|OK|NC000572|6.2000|19|01
DV000185|00000378|REPUESTOS SUPER VICTORIA, C.A|20240123|OK|NC000569|31.0500|01|01
DV000186|00000596|REPUESTOS SUPER SHAYA, C. A.|20240123|OK|NC000570|71.2600|01|01
DV000187|00000229|REPUESTOS ASIATICOS L&D C.A|20240123|OK|NC000577|65.0000|04|01
DV000188|00000278|AUTO REPUESTOS WS, C.A|20240123|OK|NC000576|40.9900|04|01
DV000189|00000268|AUTOPARTES DE LISLE, C.A|20240123|OK|NC000575|41.2000|04|01
DV000190|00000395|"AUTOREPUESTOS MJ, AP COMPANIA ANONIMA "|20240123|OK|NC000574|6.5500|04|01
DV000191|00000551|HYUNPARTS MOTORS, C.A. (HYUNPARTS MOTORS, C.A.)|20240123|OK|NC000573|70.5000|04|01
DV000192|00000596|REPUESTOS SUPER SHAYA, C. A.|20240123|OK|NC000570|21.7500|01|01
DV000193|00000596|REPUESTOS SUPER SHAYA, C. A.|20240123|OK|NC000570|9.3100|01|01
DV000194|00000596|REPUESTOS SUPER SHAYA, C. A.|20240123|OK|NC000570|16.6300|01|01
DV000195|00000631|DORAUTO IMPORTS, C.A|20240125|OK|NC000578|32.9600|02|01
DV000196|00000631|DORAUTO IMPORTS, C.A|20240125|OK|NC000578|9.9000|02|01
DV000197|00000716|TABUA AUTO PARTES, C.A.|20240125|OK|NC000581|60.8700|02|01
DV000198|00000631|DORAUTO IMPORTS, C.A|20240125|OK|NC000578|13.2300|02|01
DV000199|00000741|POTENZA MOTORS, C.A.|20240125|OK|NC000579|0.0000|34|01
DV000200|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20240125|OK|NC000580|10.5000|02|01
DV000201|00000469|TODO JAPON IMPORT C.A. (TODO JAPON IMPORT C.A.)|20240126|OK|NC000586|111.5100|01|01
DV000202|00000310|SURTIDORA DE REPUESTOS KOREANOS II, C.A|20240126|OK|NC000582|91.9700|25|01
DV000203|00000687|INVERSORA & LUBRICANTES LA FORTALEZA CA|20240129|OK|NC000584|16.9600|04|01
DV000204|00000048|REPUESTOS EL MILENIUM C.A|20240129|OK|NC000583|39.3200|34|01
DV000205|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240130|OK|NC000587|0.0000|19|01
DV000206|00000490|REPUESTOS PLANETA J.X. C.A (REPUESTOS PLANETA J.X., C.A.)|20240130|OK|NC000590|83.1000|19|01
DV000207|00000631|DORAUTO IMPORTS, C.A|20240130|OK|NC000589|71.2800|02|01
DV000208|00000469|TODO JAPON IMPORT C.A. (TODO JAPON IMPORT C.A.)|20240130|OK|NC000585|93.9600|01|01
DV000209|00000046|SURTIDORA DE RESPUESTOS KOREANOS,C.A.|20240130|OK|NC000591|35.1600|02|01
DV000210|00000713|REPUESTOS MARCHAN, C.A|20240130|OK|NC000588|60.8200|30|01
DV000211|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)|20240130|OK|NC000592|60.8700|19|01
DV000212|00000740|AUTOMOTO STORE, C.A.|20240206|OK|NC000594|185.4000|01|01
DV000213|00000732|REPUESTOS DANG MOTOR, C.A|20240207|OK|NC000593|19.6200|01|01
DV000214|00000362|INVERSIONES VENEKIA, C.A|20240208|OK|NC000595|219.6000|01|01
DV000215|00000685|AUTO REPUESTOS FRANK CARS C.A.|20240214|OK|NC000597|58.9800|33|01
DV000216|00000095|AUTO REPUESTOS PICHA, C.A.|20240214|OK|NC000596|105.3200|34|01
DV000217|00000740|AUTOMOTO STORE, C.A.|20240214|OK|NC000598|185.4000|01|01
DV000218|00000050|LA VICTORIA SERVI PARTS C.A|20240215|OK|NC000601|6.7000|02|01
DV000219|00000403|G.C AUTOPARTES C.A|20240215|OK|NC000600|77.3900|19|01
DV000220|00000682|DISTRIBUIDORA XIAMEN C.A.|20240215|OK|NC000599|3.6100|02|01
DV000221|00000060|REPUESTOS COVECA CA|20240215|OK|NC000602|10.0600|01|01
DV000222|00000330|DAVAL, C.A|20240219|OK|NC000606|8.7600|02|01
DV000223|00000740|AUTOMOTO STORE, C.A.|20240219|OK|NC000603|317.7700|01|01
DV000224|00000716|TABUA AUTO PARTES, C.A.|20240219|OK|NC000605|101.9800|02|01
DV000225|00000740|AUTOMOTO STORE, C.A.|20240219|OK|NC000604|317.7700|01|01
DV000226|00000631|DORAUTO IMPORTS, C.A|20240219|OK|NC000607|119.4800|02|01
DV000227|00000048|REPUESTOS EL MILENIUM C.A|20240220|OK|NC000608|440.0000|34|01
DV000228|00000021|ARTUNINGCARÔS EXPRESS, C.A.|20240220|OK|NC000609|60.8700|34|01
DV000229|00000021|ARTUNINGCARÔS EXPRESS, C.A.|20240220|OK|NC000609|25.0000|34|01
DV000230|00000014|AUTOPARTES LA ISLA C.A.|20240221|OK|NC000616|362.3600|21|01
DV000231|00000736|AUTO PARTES R & L, C.A|20240221|OK|NC000618|175.5900|04|01
DV000232|00000736|AUTO PARTES R & L, C.A|20240221|OK|NC000617|37.1000|04|01
DV000233|00000034|CHINAKOREA MOTORS C.A|20240222|OK|NC000619|55.6800|02|01
DV000234|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240228|OK|NC000620|36.3800|01|01
DV000235|00000414|AUTOREPUESTOS CONTINENTAL,C.A.|20240229|OK|NC000621|171.0000|02|01
DV000236|00000470|AUTOREPUESTOS D.F.I, C.A (AUTOREPUESTOS D.F.I, C.A)|20240229|OK|NC000622|55.9600|02|01
DV000237|00000741|POTENZA MOTORS, C.A.|20240304|OK|NC000624|34.2600|34|01
DV000238|00000073|INVERSIONES CENTESOL MOTORS, C.A|20240304|OK|NC000625|19.6600|04|01
DV000239|00000229|REPUESTOS ASIATICOS L&D C.A|20240304|OK|NC000626|33.4400|04|01
DV000240|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)|20240304|OK|NC000648|0.0000|04|01
DV000241|00000095|AUTO REPUESTOS PICHA, C.A.|20240304|OK|NC000623|82.4000|34|01
DV000242|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20240304|OK|NC000628|25.8000|01|01
DV000243|00000403|G.C AUTOPARTES C.A|20240304|OK|NC000630|12.4300|19|01
DV000244|00000403|G.C AUTOPARTES C.A|20240304|OK|NC000629|77.3900|19|01
DV000245|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)|20240304|OK|NC000628|63.6100|01|01
DV000246|00000621|REPUESTOS SUPER CASANOVA. C.A|20240304|OK|NC000627|107.2800|01|01
DV000247|00000051|REYREP, C.A.|20240304|OK|NC000631|39.8000|19|01
DV000248|00000378|REPUESTOS SUPER VICTORIA, C.A|20240305|OK|NC000634|11.9100|01|01
DV000249|00000378|REPUESTOS SUPER VICTORIA, C.A|20240305|OK|NC000634|9.4400|01|01
DV000250|00000378|REPUESTOS SUPER VICTORIA, C.A|20240305|OK|NC000634|57.8300|01|01
DV000251|00000219|INVERSIONES SUPER JUNIN 1212, C.A|20240305|OK|NC000633|137.0000|01|01
DV000252|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20240305|OK|NC000632|38.4000|01|01
DV000253|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20240306|OK|NC000636|32.3700|02|01
DV000254|00000554|YANSA COREA, C.A (YANSA COREA, C.A)|20240306|OK|NC000637|8.8000|02|01
DV000255|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)|20240311|OK|NC000641|11.5900|02|01
DV000256|00000378|REPUESTOS SUPER VICTORIA, C.A|20240311|OK|NC000643|57.8300|01|01
DV000257|00000361|AUTOPARTES LA ARBOLEDA, C.A|20240311|OK|NC000645|60.8700|19|01
DV000258|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20240311|OK|NC000644|176.1400|19|01
DV000259|00000443|CORPORACION HEROF C.A.|20240311|OK|NC000639|23.7600|19|01
DV000260|00000139|IMPORTADORA RAYNE, C.A|20240311|OK|NC000642|50.0000|02|01
DV000261|00000139|IMPORTADORA RAYNE, C.A|20240311|OK|NC000640|66.0000|02|01
DV000262|00000490|REPUESTOS PLANETA J.X. C.A (REPUESTOS PLANETA J.X., C.A.)|20240312|OK|NC000646|55.4000|19|01
