numfac|cliente|nomcli|tipo|codven|emision|tot_fac|vence|numped
100039|00000494|J.E. DISTRIBUCIONES, C.A (J.E. DISTRIBUCIONES, C,A )|FAC|00|2023-01-07 00:00:00|341.40|2023-02-06 00:00:00|
100040|00000779|COMERCIALIZADORA GARGOK, C.A.|FAC|12|2023-10-15 00:00:00|386.06|2023-11-14 00:00:00|
100041|00000499|INVERSIONES ESCASAN, C.A (INVERSIONES ESCASAN, C.A)|FAC|19|2023-07-21 00:00:00|0.00|2023-08-20 00:00:00|
100042|00000367|AUTOREPUESTOS Y ACCESORIOS ORINOKO 07, C.A|FAC|05|2023-05-10 00:00:00|1456.75|2023-06-09 00:00:00|
100043|00000854|MULTISERVICIOS LOS CHAMPU SILVA, F.P.|FAC|33|2023-03-13 00:00:00|117.64|2023-04-12 00:00:00|
100044|00000375|BZ-CARS, C.A|FAC|00|2023-04-14 00:00:00|33.20|2023-05-14 00:00:00|
100045|00000170|TRANSPORTE A1,C.A.|FAC|01|2023-09-17 00:00:00|193.15|2023-10-17 00:00:00|
100046|00000223|AUTOPARTS HONKI, C.A|FAC|04|2023-06-09 00:00:00|0.00|2023-07-09 00:00:00|
100047|00000764|AUTOPARTES KOREA II C.A.|FAC|12|2023-10-30 00:00:00|113.85|2023-11-29 00:00:00|
100048|00000201|LIBIA ISABEL DE LAS M GOMEZ CAMPOS|FAC|04|2023-02-22 00:00:00|108.85|2023-03-24 00:00:00|
100049|00000418|GM INVERSIONES 2019 C.A|FAC|12|2023-05-12 00:00:00|525.46|2023-06-11 00:00:00|
100050|00000216|SERVICIOS GENERALES LA PAZ, C.A|FAC|01|2023-12-13 00:00:00|1296.15|2024-01-12 00:00:00|
100051|00000198|AUTOTIENDA VELOCITY SERVICES, C.A|FAC|00|2023-01-15 00:00:00|357.69|2023-02-14 00:00:00|
100052|00000688|KOREA MOTORS 2020, C.A.|FAC|25|2023-10-16 00:00:00|289.92|2023-11-15 00:00:00|
100053|00000495|REPUESTOS EL MILENIUM 3, C.A. (REPUESTOS EL MILENIUM 3, C.A.)|FAC|01|2023-11-26 00:00:00|1442.62|2023-12-26 00:00:00|
100054|00000614|REPRESENTACIONES PENOV, C.A.|FAC|19|2023-11-12 00:00:00|460.00|2023-12-12 00:00:00|
100055|00000329|AUTO REPUESTOS EL NINJA C.A|FAC|30|2023-06-03 00:00:00|1870.85|2023-07-03 00:00:00|
100056|00000594|BIARCI ESTHER COLINA MEJIAS|FAC|04|2023-11-07 00:00:00|974.56|2023-12-07 00:00:00|
100057|00000116|H.G.3. REPUESTOS, C.A.|FAC|02|2023-01-19 00:00:00|244.48|2023-02-18 00:00:00|
100058|00000347|INVERSIONES KIASTROZ, C.A|FAC|12|2023-05-16 00:00:00|56.35|2023-06-15 00:00:00|
100059|00000176|MUNDO ASIATICO DELICIAS, C.A.|FAC|05|2023-10-07 00:00:00|228.74|2023-11-06 00:00:00|
100060|00000520|AUTO ACCESORIOS A.D.A CAR SHOP C.A. (AUTO ACCESORIOS A.D.A CAR SH|FAC|0|2023-08-26 00:00:00|136.37|2023-09-25 00:00:00|
100061|00000824|AUTO REPUESTOS JAPON C.A|FAC|12|2023-04-24 00:00:00|139.04|2023-05-24 00:00:00|
100062|00000197|TRANSPORTE EL FARO, C.A|FAC|12|2023-08-29 00:00:00|826.43|2023-09-28 00:00:00|
100063|00000461|COMERCIALIZADORA L &AMP; G, C.A (COMERCIALIZADORA L &AMP; G, C.A)|FAC|04|2023-02-08 00:00:00|922.77|2023-03-10 00:00:00|
100064|00000321|SUREPUESTO CAGUA C.A|FAC|02|2023-10-21 00:00:00|509.94|2023-11-20 00:00:00|
100065|00000817|AUTO REPUESTOS JAPON C.A.|FAC|19|2023-12-25 00:00:00|465.35|2024-01-24 00:00:00|
100066|00000727|AUTO PARTES EL MAESTRO, C.A.|FAC|12|2023-11-25 00:00:00|582.14|2023-12-25 00:00:00|
100067|00000870|MOTORES QUINTA CRESPO, C.A.|FAC|19|2023-07-08 00:00:00|28.24|2023-08-07 00:00:00|
100068|00000770|INVERSIONES RINCONCARS 24, C.A.|FAC|36|2023-08-03 00:00:00|361.57|2023-09-02 00:00:00|
100069|00000121|TODOAUTO AS214, C.A|FAC|02|2023-03-05 00:00:00|32.20|2023-04-04 00:00:00|
100070|00000270|JORGE ALEJANDRO RODRIGUEZ GUERRA|FAC|00|2023-10-30 00:00:00|0.00|2023-11-29 00:00:00|
100071|00000853|REPUESTOS Y ACCESORIOS LOS CHAMOS, C.A.|FAC|10|2023-06-16 00:00:00|551.34|2023-07-16 00:00:00|
100072|00000147|JOSE GREGORIO ESPINOZA MONSALVE|FAC|00|2023-04-30 00:00:00|950.58|2023-05-30 00:00:00|
100073|00000813|TRANSPORTE FELCONSA, S.A.|FAC|06|2023-06-10 00:00:00|22.03|2023-07-10 00:00:00|
100074|00000219|INVERSIONES SUPER JUNIN 1212, C.A|FAC|06|2023-04-20 00:00:00|107.82|2023-05-20 00:00:00|
100075|00000207|AUTO REPUESTOS SANDRO, C.A|FAC|02|2023-06-03 00:00:00|191.26|2023-07-03 00:00:00|
100076|00000827|INVERSIONES K & R 88 C.A.|FAC|12|2023-05-25 00:00:00|6831.04|2023-06-24 00:00:00|
100077|00000675|AUTOCLINIC DE LUIS DANIEL NOVOA MELENDEZ, F.P.|FAC|21|2023-10-31 00:00:00|342.82|2023-11-30 00:00:00|
100078|00000534|ELECTRO REPUESTOS CARONI, C.A. (ELECTRO REPUESTOS CARONI, C.A.)|FAC|25|2023-07-17 00:00:00|1195.23|2023-08-16 00:00:00|
100079|00000259|DISTRIBUIDORA KATANIAPO, C.A|FAC|00|2023-10-13 00:00:00|154.10|2023-11-12 00:00:00|
100080|00000501|JOSE LUIS BARRIENTOS|FAC|00|2023-06-22 00:00:00|1162.72|2023-07-22 00:00:00|
100081|00000244|REPUESTOS SAFIURI C.A|FAC|19|2023-11-04 00:00:00|2463.54|2023-12-04 00:00:00|
100082|00000531|REY DEL REPUESTOS 2038, C.A. (REY DEL REPUESTOS 2038, C.A.)|FAC|0|2023-03-03 00:00:00|889.15|2023-04-02 00:00:00|
100083|00000619|REPUESTOS CORNELIO, C.A|FAC|05|2023-08-20 00:00:00|872.43|2023-09-19 00:00:00|
100084|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)|FAC|04|2023-03-29 00:00:00|605.37|2023-04-28 00:00:00|
100085|00000319|INVERSIONES TERRAVEL 2011, C.A|FAC|02|2023-11-23 00:00:00|331.84|2023-12-23 00:00:00|
100086|00000226|REPUESTOS AUTOKITE, C.A. (REPUESTOS AUTOKITE, C.A.)|FAC|01|2023-12-13 00:00:00|518.76|2024-01-12 00:00:00|
100087|00000698|REPUESTOS PARA AUTOMOVILES (REPARAUTO) C.A.|FAC|21|2023-09-21 00:00:00|68.02|2023-10-21 00:00:00|
100088|00000345|ORANGE MOTORS, C.A|FAC|02|2023-04-02 00:00:00|35.92|2023-05-02 00:00:00|
100089|00000392|M.V.L POSTRES MAGICOS, C.A|FAC|00|2023-10-12 00:00:00|265.54|2023-11-11 00:00:00|
100090|00000808|INVERSIONES RESFILUB,C.A (INVERSIONES RESFILUB,C.A.)|FAC|12|2023-08-18 00:00:00|325.01|2023-09-17 00:00:00|
100091|00000755|NIETO SUMINISTROS DISUKO F.P.|FAC|21|2023-08-23 00:00:00|707.13|2023-09-22 00:00:00|
100092|00000821|ELOY JOSE GOMEZ TORRES (GOMEZ PART 2022)|FAC|08|2023-11-19 00:00:00|63.73|2023-12-19 00:00:00|
100093|00000103|AUTO REPUESTOS PC, C. A.|FAC|00|2023-12-16 00:00:00|1475.52|2024-01-15 00:00:00|
100094|00000240|INVERSIONES VALENTCAR RUIZ|FAC|00|2023-06-26 00:00:00|879.04|2023-07-26 00:00:00|
100095|00000778|MERCADO LIBRE|FAC|36|2023-05-08 00:00:00|0.00|2023-06-07 00:00:00|
100096|00000734|AUTOREPUESTOS EL FAMA, C.A.|FAC|25|2023-07-10 00:00:00|796.52|2023-08-09 00:00:00|
100097|00000654|OMAR RIERA|FAC|01|2023-12-08 00:00:00|614.47|2024-01-07 00:00:00|
100098|00000597|MULTIESTOPERAS VALENCIA C.A.|FAC|0|2023-07-10 00:00:00|1159.49|2023-08-09 00:00:00|
100099|00000625|REPUESTOS PROVEPARTS C.A.|FAC|19|2023-06-23 00:00:00|245.92|2023-07-23 00:00:00|
100100|00000497|AUTO REPUESTOS SANTELIZ, C.A (AUTO REPUESTOS SANTELIZ, C.A)|FAC|00|2023-09-05 00:00:00|302.70|2023-10-05 00:00:00|
100101|00000343|VIALCAR, C.A|FAC|00|2023-03-22 00:00:00|1936.29|2023-04-21 00:00:00|
100102|00000413|AUTOPART'S UNION,C.A|FAC|02|2023-04-13 00:00:00|359.70|2023-05-13 00:00:00|
100103|00000242|TU PUNTO KIA, C.A|FAC|00|2023-08-30 00:00:00|129.40|2023-09-29 00:00:00|
100104|00000048|REPUESTOS EL MILENIUM C.A|FAC|01|2023-11-02 00:00:00|1838.38|2023-12-02 00:00:00|
100105|00000540|ANDRESMOTOR'S, C.A. (ANDRESMOTOR'S, C.A.)|FAC|25|2023-09-05 00:00:00|614.43|2023-10-05 00:00:00|
100106|00000228|ASIATICOS PENINSULA C.A|FAC|04|2023-05-26 00:00:00|125.39|2023-06-25 00:00:00|
100107|00000522|"AUTOREPUESTOS Y ELECTROAUTO MILA, COMPAÑIA ANONIMA". ("AUTOREPU|FAC|25|2023-04-21 00:00:00|2795.52|2023-05-21 00:00:00|
100108|00000448|INVERSIONES 297, C.A. (INVERSIONES 297, C.A.)|FAC|21|2023-05-06 00:00:00|287.58|2023-06-05 00:00:00|
100109|00000612|REPUESTOS Y ACCESORIOS TODOCARS, C.A.|FAC|30|2023-01-01 00:00:00|1070.52|2023-01-31 00:00:00|
100110|00000546|INVERSIONES VILLACHICA, C.A (VILLACHICA, C.A)|FAC|05|2023-12-14 00:00:00|452.41|2024-01-13 00:00:00|
100111|00000420|LIDIA KARINA APPELSHAEUSER VIVAS(KOREA PARTES TACHIRA)|FAC|00|2023-07-25 00:00:00|3305.60|2023-08-24 00:00:00|
100112|00000415|DEYKORE, C.A. (DEYKORE .CA)|FAC|19|2023-02-23 00:00:00|137.98|2023-03-25 00:00:00|
100113|00000307|AUTOREPUESTOS NORCAR, COMPANIA ANONIMA|FAC|25|2023-11-02 00:00:00|743.26|2023-12-02 00:00:00|
100114|00000738|AUTOREPUESTOS Y LUBRICANTES EL INDIO C.A|FAC|35|2023-07-25 00:00:00|367.83|2023-08-24 00:00:00|
100115|00000782|MUZIOCARS, C.A.|FAC|19|2023-05-28 00:00:00|309.56|2023-06-27 00:00:00|
100116|00000789|INVERSIONES THE FRANKIE BROTHERS, C.A|FAC|06|2023-11-04 00:00:00|618.04|2023-12-04 00:00:00|
100117|00000541|REPUESTOS GUAMACHITO, C.A. (REPUESTOS GUAMACHITO, C.A.)|FAC|21|2023-05-14 00:00:00|171.40|2023-06-13 00:00:00|
100118|00000778|MERCADO LIBRE|FAC|36|2023-10-23 00:00:00|1045.43|2023-11-22 00:00:00|
100119|00000321|SUREPUESTO CAGUA C.A|FAC|02|2023-06-28 00:00:00|42.79|2023-07-28 00:00:00|
100120|00000554|YANSA COREA, C.A (YANSA COREA, C.A)|FAC|02|2023-12-06 00:00:00|1237.52|2024-01-05 00:00:00|
100121|00000272|CARLOS RADA|FAC|00|2023-09-19 00:00:00|5069.69|2023-10-19 00:00:00|
100122|00000090|REPUESTOS FRED CARS, C.A.|FAC|02|2023-03-03 00:00:00|68.03|2023-04-02 00:00:00|
100123|00000863|AMAZONAS CARS CENTER 29-11, C.A.|FAC|19|2023-03-06 00:00:00|608.51|2023-04-05 00:00:00|
100124|00000595|GEMINIS COROMOTO ZABALA CASTILLO|FAC|06|2023-04-24 00:00:00|1900.99|2023-05-24 00:00:00|
100125|00000181|MULTIREPUESTOS CHAVEZ LA 42, C.A|FAC|00|2023-03-30 00:00:00|137.00|2023-04-29 00:00:00|
100126|00000738|AUTOREPUESTOS Y LUBRICANTES EL INDIO C.A|FAC|35|2023-11-07 00:00:00|264.88|2023-12-07 00:00:00|
100127|00000264|AUTO REPUESTOS THOMSON C.A|FAC|00|2023-03-05 00:00:00|2056.90|2023-04-04 00:00:00|
100128|00000081|DISTRIBUIDORA R Y M C.A|FAC|38|2023-07-09 00:00:00|1074.19|2023-08-08 00:00:00|
100129|00000526|REPUESTOS LEO C.A. (REPUESTOS LEO C.A.)|FAC|02|2023-02-09 00:00:00|29.54|2023-03-11 00:00:00|
100130|00000566|AUTOREPUESTOS LA VILLA, C.A.|FAC|25|2023-02-02 00:00:00|661.35|2023-03-04 00:00:00|
100131|00000664|DARIO MENDOZA|FAC|01|2023-03-29 00:00:00|1046.22|2023-04-28 00:00:00|
100132|00000387|REPUESTOS HERMANITO, C.A.|FAC|25|2023-12-06 00:00:00|857.55|2024-01-05 00:00:00|
100133|00000163|DEL.CAST IMPORT, C.A|FAC|12|2023-05-24 00:00:00|89.01|2023-06-23 00:00:00|
100134|00000272|CARLOS RADA|FAC|00|2023-06-16 00:00:00|367.98|2023-07-16 00:00:00|
100135|00000548|JESUS ARMANDO MOTO RODRIGUEZ|FAC|30|2023-04-05 00:00:00|448.87|2023-05-05 00:00:00|
100136|00000317|ERM SERVICES, C.A|FAC|01|2023-02-08 00:00:00|455.23|2023-03-10 00:00:00|
100137|00000200|KOREASUR|FAC|04|2023-06-29 00:00:00|258.75|2023-07-29 00:00:00|
100138|00000356|AUTO PARTES VICLENY,C.A|FAC|34|2023-12-23 00:00:00|3478.00|2024-01-22 00:00:00|
100139|00000832|RHINO TOYO PARTS. C.A.|FAC|07|2023-08-22 00:00:00|1144.46|2023-09-21 00:00:00|
100140|00000102|AUTOREPUESTOS ASIAMOTORS, C.A|FAC|12|2023-01-02 00:00:00|126.60|2023-02-01 00:00:00|
100141|00000202|DROGUERIA DROVEL, C.A|FAC|00|2023-02-17 00:00:00|1299.26|2023-03-19 00:00:00|
100142|00000667|STAN MOTOR DC, C.A.|FAC|19|2023-05-20 00:00:00|178.37|2023-06-19 00:00:00|
100143|00000456|KOREA MOTORS C.A.|FAC|02|2023-09-20 00:00:00|48.34|2023-10-20 00:00:00|
100144|00000801|JESUS ALBERTO INFANTE LOPEZ|FAC|04|2023-02-16 00:00:00|188.70|2023-03-18 00:00:00|
100145|00000200|KOREASUR|FAC|04|2023-06-28 00:00:00|1923.90|2023-07-28 00:00:00|
100146|00000712|FB IMPORTS, C.A|FAC|01|2023-10-01 00:00:00|816.67|2023-10-31 00:00:00|
100147|00000138|BOSS HYUNDAI KIA, COMPA�IA ANONIMA.|FAC|04|2023-05-05 00:00:00|832.47|2023-06-04 00:00:00|
100148|00000509|UNIVERSO AUTOMOTRIZ 2012, C.A. (UNIVERSO AUTOMOTRIZ 2012, C.A.)|FAC|00|2023-10-05 00:00:00|781.68|2023-11-04 00:00:00|
100149|00000374|KOREA INTERNACIONAL KORINCA, C.A|FAC|0|2023-03-18 00:00:00|825.23|2023-04-17 00:00:00|
100150|00000340|CORPORACION SANTA BARBARA DE OCCIDENTE, C.A|FAC|05|2023-03-02 00:00:00|0.00|2023-04-01 00:00:00|
100151|00000475|TITO OBREGON|FAC|00|2023-12-12 00:00:00|600.56|2024-01-11 00:00:00|
100152|00000394|REPUESTOS DIONN DIEGO C.A|FAC|12|2023-03-07 00:00:00|225.32|2023-04-06 00:00:00|
100153|00000249|C&A AUTOPARTS, C.A|FAC|04|2023-06-01 00:00:00|24.54|2023-07-01 00:00:00|
100154|00000282|REPUESTOS REYCAR SUR, C.A|FAC|04|2023-09-16 00:00:00|706.50|2023-10-16 00:00:00|
100155|00000720|AUTO REPUESTOS Y LUBRICANTES EDUARDO C A|FAC|33|2023-04-01 00:00:00|2667.40|2023-05-01 00:00:00|
100156|00000302|AUTOCAMBI C.A|FAC|00|2023-03-09 00:00:00|159.32|2023-04-08 00:00:00|
100157|00000711|REPUESTOS EMACARS, C.A|FAC|02|2023-10-18 00:00:00|11.64|2023-11-17 00:00:00|
100158|00000129|MULTIREPUESTOS Y ACCESORIO GIRA MOTORS, C.A.|FAC|00|2023-03-01 00:00:00|397.30|2023-03-31 00:00:00|
100159|00000004|GENERICO|FAC|00|2023-09-07 00:00:00|73.05|2023-10-07 00:00:00|
100160|00000080|MOTORES MULTIMARCA, C.A|FAC|00|2023-07-21 00:00:00|88.42|2023-08-20 00:00:00|
100161|00000274|REPUESTOS EL CARMEN MARACAIBO C.A.|FAC|04|2023-09-16 00:00:00|658.36|2023-10-16 00:00:00|
100162|00000881|AUTORESPUESTO ROLDCAR,CA (AUTORESPUESTO ROLDCAR,CA)|FAC|12|2023-10-01 00:00:00|69.00|2023-10-31 00:00:00|
100163|00000264|AUTO REPUESTOS THOMSON C.A|FAC|00|2023-12-15 00:00:00|361.38|2024-01-14 00:00:00|
100164|00000673|GRUPO BETO, C.A|FAC|21|2023-03-01 00:00:00|609.12|2023-03-31 00:00:00|
100165|00000307|AUTOREPUESTOS NORCAR, COMPANIA ANONIMA|FAC|25|2023-06-27 00:00:00|646.12|2023-07-27 00:00:00|
100166|00000493|REPUESTOS EL MILENIUM 4, C.A (REPUESTOS EL MILENIUM 4, C.A)|FAC|00|2023-01-22 00:00:00|343.30|2023-02-21 00:00:00|
100167|00000683|REPUESTOS NR 2030, C.A|FAC|19|2023-02-16 00:00:00|561.69|2023-03-18 00:00:00|
100168|00000197|TRANSPORTE EL FARO, C.A|FAC|12|2023-06-20 00:00:00|1297.36|2023-07-20 00:00:00|
100169|00000840|AUTO PARTES MUNDIAL, C.A (UNIVERSAL DIESEL PARTS C.A )|FAC|38|2023-12-04 00:00:00|313.52|2024-01-03 00:00:00|
100170|00000454|MULTI ACCESORIOS CESAR CARS C.A.|FAC|21|2023-06-01 00:00:00|575.53|2023-07-01 00:00:00|
100171|00000616|VEROCAR, C.A.|FAC|30|2023-04-20 00:00:00|1770.10|2023-05-20 00:00:00|
100172|00000329|AUTO REPUESTOS EL NINJA C.A|FAC|30|2023-02-07 00:00:00|1142.15|2023-03-09 00:00:00|
100173|00000736|AUTO PARTES R & L, C.A|FAC|04|2023-08-20 00:00:00|382.59|2023-09-19 00:00:00|
100174|00000342|MOTORES, C.A|FAC|00|2023-08-15 00:00:00|201.74|2023-09-14 00:00:00|
100175|00000732|REPUESTOS DANG MOTOR, C.A|FAC|01|2023-05-19 00:00:00|2441.64|2023-06-18 00:00:00|
100176|00000836|REPUESTOS NOCHE & DIA 2010 C.A|FAC|12|2023-07-25 00:00:00|2268.94|2023-08-24 00:00:00|
100177|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.|FAC|02|2023-07-17 00:00:00|1710.79|2023-08-16 00:00:00|
100178|00000344|AUTO TIENDAS LA NUEVA ERA 2009, C.A|FAC|02|2023-07-27 00:00:00|126.72|2023-08-26 00:00:00|
100179|00000345|ORANGE MOTORS, C.A|FAC|02|2023-03-09 00:00:00|282.10|2023-04-08 00:00:00|
100180|00000192|AUTO REPUESTOS KOREAMAR, C.A|FAC|04|2023-11-09 00:00:00|136.68|2023-12-09 00:00:00|
100181|00000228|ASIATICOS PENINSULA C.A|FAC|04|2023-12-15 00:00:00|95.10|2024-01-14 00:00:00|
100182|00000412|AUTO REPUESTOS DIB MUSSA, C.A. (AUTO REPUESTOS DIB MUSSA, C.A.)|FAC|00|2023-04-26 00:00:00|706.49|2023-05-26 00:00:00|
100183|00000695|AUTO REPUESTOS RONDOSAN C.A.|FAC|19|2023-02-28 00:00:00|454.30|2023-03-30 00:00:00|
100184|00000384|INVERSIONES SAMISA, C.A|FAC|01|2023-02-06 00:00:00|336.39|2023-03-08 00:00:00|
100185|00000621|REPUESTOS SUPER CASANOVA. C.A|FAC|06|2023-07-18 00:00:00|0.00|2023-08-17 00:00:00|
100186|00000115|KIACARS, C.A|FAC|00|2023-01-06 00:00:00|268.38|2023-02-05 00:00:00|
100187|00000074|KOREA REPUESTOS, C.A.|FAC|00|2023-08-14 00:00:00|132.79|2023-09-13 00:00:00|
100188|00000598|REPUESTOS LEO III,C.A (REPUESTOS LEO III,C.A)|FAC|02|2023-05-11 00:00:00|582.56|2023-06-10 00:00:00|
100189|00000646|AUTO PARTES GROUP C.A|FAC|30|2023-05-19 00:00:00|427.47|2023-06-18 00:00:00|
100190|00000530|JJMOTORS, C.A. (JJMOTORS, C.A.)|FAC|25|2023-12-03 00:00:00|297.72|2024-01-02 00:00:00|
100191|00000306|REPUESTOS LA CHINITA, C.A|FAC|04|2023-06-26 00:00:00|224.56|2023-07-26 00:00:00|
100192|00000669|AUTOZONE JJ, C.A.|FAC|04|2023-06-11 00:00:00|532.99|2023-07-11 00:00:00|
100193|00000844|AUTOREPUESTOS & INVERSIONES LA 15, C.A|FAC|12|2023-02-15 00:00:00|957.65|2023-03-17 00:00:00|
100194|00000849|GABRIEL  VALLADARES AUTO REPUESTOS GMV VALLADARES FP|FAC|09|2023-10-14 00:00:00|318.02|2023-11-13 00:00:00|
100195|00000380|MULTISERVICIOS Y SUMINISTROS GOAL, C.A|FAC|00|2023-04-30 00:00:00|1118.59|2023-05-30 00:00:00|
100196|00000669|AUTOZONE JJ, C.A.|FAC|04|2023-06-13 00:00:00|2366.60|2023-07-13 00:00:00|
100197|00000102|AUTOREPUESTOS ASIAMOTORS, C.A|FAC|12|2023-03-14 00:00:00|1404.44|2023-04-13 00:00:00|
100198|00000019|SUPER AUTO DELICIAS, C.A.|FAC|04|2023-11-22 00:00:00|597.43|2023-12-22 00:00:00|
100199|00000608|REPUESTOS PEPE AUTO 15, C.A|FAC|02|2023-03-04 00:00:00|635.72|2023-04-03 00:00:00|
100200|00000737|SILVIO MIGUEL OLIVARES ARELLANO (MSM 2000 REPUESTOS OLIVARES F.P.)|FAC|12|2023-08-03 00:00:00|1763.41|2023-09-02 00:00:00|
100201|00000860|REPUESTOS JACOB CAR C A|FAC|09|2023-09-06 00:00:00|123.10|2023-10-06 00:00:00|
100202|00000816|FGM REPUESTOS, C.A (FGM REPUESTOS, C.A)|FAC|25|2023-01-11 00:00:00|341.12|2023-02-10 00:00:00|
