codmovcli|numdoc|tipo|codven|emision|vence|importe|refer|concepto
00000779|100040|COB|12|2023-10-28 00:00:00|2023-10-28 00:00:00|386.06|100040|Cobranza de Factura
00000499|100041|COB|19|2023-07-29 00:00:00|2023-07-29 00:00:00|0.00|100041|Cobranza de Factura
00000367|100042|COB|05|2023-05-17 00:00:00|2023-05-17 00:00:00|1456.75|100042|Cobranza de Factura
00000854|100043|COB|33|2023-03-20 00:00:00|2023-03-20 00:00:00|117.64|100043|Cobranza de Factura
00000170|100045|COB|01|2023-09-26 00:00:00|2023-09-26 00:00:00|193.15|100045|Cobranza de Factura
00000223|100046|COB|04|2023-06-10 00:00:00|2023-06-10 00:00:00|0.00|100046|Cobranza de Factura
00000764|100047|COB|12|2023-11-13 00:00:00|2023-11-13 00:00:00|113.85|100047|Cobranza de Factura
00000201|100048|COB|04|2023-03-02 00:00:00|2023-03-02 00:00:00|108.85|100048|Cobranza de Factura
00000418|100049|COB|12|2023-05-20 00:00:00|2023-05-20 00:00:00|525.46|100049|Cobranza de Factura
00000216|100050|COB|01|2023-12-24 00:00:00|2023-12-24 00:00:00|1296.15|100050|Cobranza de Factura
00000198|100051|COB|00|2023-01-23 00:00:00|2023-01-23 00:00:00|357.69|100051|Cobranza de Factura
00000688|100052|COB|25|2023-10-20 00:00:00|2023-10-20 00:00:00|289.92|100052|Cobranza de Factura
00000495|100053|COB|01|2023-12-11 00:00:00|2023-12-11 00:00:00|1442.62|100053|Cobranza de Factura
00000614|100054|COB|19|2023-11-27 00:00:00|2023-11-27 00:00:00|460.00|100054|Cobranza de Factura
00000329|100055|COB|30|2023-06-17 00:00:00|2023-06-17 00:00:00|1870.85|100055|Cobranza de Factura
00000116|100057|COB|02|2023-01-26 00:00:00|2023-01-26 00:00:00|244.48|100057|Cobranza de Factura
00000176|100059|COB|05|2023-10-22 00:00:00|2023-10-22 00:00:00|228.74|100059|Cobranza de Factura
00000520|100060|COB|0|2023-09-04 00:00:00|2023-09-04 00:00:00|136.37|100060|Cobranza de Factura
00000824|100061|COB|12|2023-05-05 00:00:00|2023-05-05 00:00:00|139.04|100061|Cobranza de Factura
00000461|100063|COB|04|2023-02-09 00:00:00|2023-02-09 00:00:00|922.77|100063|Cobranza de Factura
00000321|100064|COB|02|2023-11-02 00:00:00|2023-11-02 00:00:00|509.94|100064|Cobranza de Factura
00000727|100066|COB|12|2023-12-09 00:00:00|2023-12-09 00:00:00|582.14|100066|Cobranza de Factura
00000870|100067|COB|19|2023-07-17 00:00:00|2023-07-17 00:00:00|28.24|100067|Cobranza de Factura
00000121|100069|COB|02|2023-03-19 00:00:00|2023-03-19 00:00:00|32.20|100069|Cobranza de Factura
00000270|100070|COB|00|2023-11-06 00:00:00|2023-11-06 00:00:00|0.00|100070|Cobranza de Factura
00000853|100071|COB|10|2023-06-25 00:00:00|2023-06-25 00:00:00|551.34|100071|Cobranza de Factura
00000147|100072|COB|00|2023-05-06 00:00:00|2023-05-06 00:00:00|950.58|100072|Cobranza de Factura
00000813|100073|COB|06|2023-06-19 00:00:00|2023-06-19 00:00:00|22.03|100073|Cobranza de Factura
00000219|100074|COB|06|2023-05-05 00:00:00|2023-05-05 00:00:00|107.82|100074|Cobranza de Factura
00000207|100075|COB|02|2023-06-18 00:00:00|2023-06-18 00:00:00|191.26|100075|Cobranza de Factura
00000827|100076|COB|12|2023-06-04 00:00:00|2023-06-04 00:00:00|6831.04|100076|Cobranza de Factura
00000675|100077|COB|21|2023-11-12 00:00:00|2023-11-12 00:00:00|342.82|100077|Cobranza de Factura
00000534|100078|COB|25|2023-07-27 00:00:00|2023-07-27 00:00:00|1195.23|100078|Cobranza de Factura
00000259|100079|COB|00|2023-10-25 00:00:00|2023-10-25 00:00:00|154.10|100079|Cobranza de Factura
00000501|100080|COB|00|2023-07-02 00:00:00|2023-07-02 00:00:00|1162.72|100080|Cobranza de Factura
00000244|100081|COB|19|2023-11-19 00:00:00|2023-11-19 00:00:00|2463.54|100081|Cobranza de Factura
00000619|100083|COB|05|2023-09-01 00:00:00|2023-09-01 00:00:00|872.43|100083|Cobranza de Factura
00000429|100084|COB|04|2023-04-05 00:00:00|2023-04-05 00:00:00|605.37|100084|Cobranza de Factura
00000319|100085|COB|02|2023-11-27 00:00:00|2023-11-27 00:00:00|331.84|100085|Cobranza de Factura
00000226|100086|COB|01|2023-12-16 00:00:00|2023-12-16 00:00:00|518.76|100086|Cobranza de Factura
00000345|100088|COB|02|2023-04-13 00:00:00|2023-04-13 00:00:00|35.92|100088|Cobranza de Factura
00000392|100089|COB|00|2023-10-21 00:00:00|2023-10-21 00:00:00|265.54|100089|Cobranza de Factura
00000808|100090|COB|12|2023-08-20 00:00:00|2023-08-20 00:00:00|325.01|100090|Cobranza de Factura
00000755|100091|COB|21|2023-08-26 00:00:00|2023-08-26 00:00:00|707.13|100091|Cobranza de Factura
00000821|100092|COB|08|2023-12-02 00:00:00|2023-12-02 00:00:00|63.73|100092|Cobranza de Factura
00000103|100093|COB|00|2023-12-22 00:00:00|2023-12-22 00:00:00|1475.52|100093|Cobranza de Factura
00000240|100094|COB|00|2023-07-08 00:00:00|2023-07-08 00:00:00|879.04|100094|Cobranza de Factura
00000778|100095|COB|36|2023-05-23 00:00:00|2023-05-23 00:00:00|0.00|100095|Cobranza de Factura
00000734|100096|COB|25|2023-07-16 00:00:00|2023-07-16 00:00:00|796.52|100096|Cobranza de Factura
00000654|100097|COB|01|2023-12-17 00:00:00|2023-12-17 00:00:00|614.47|100097|Cobranza de Factura
00000597|100098|COB|0|2023-07-25 00:00:00|2023-07-25 00:00:00|1159.49|100098|Cobranza de Factura
00000625|100099|COB|19|2023-07-01 00:00:00|2023-07-01 00:00:00|245.92|100099|Cobranza de Factura
00000343|100101|COB|00|2023-04-02 00:00:00|2023-04-02 00:00:00|1936.29|100101|Cobranza de Factura
00000413|100102|COB|02|2023-04-22 00:00:00|2023-04-22 00:00:00|359.70|100102|Cobranza de Factura
00000242|100103|COB|00|2023-08-31 00:00:00|2023-08-31 00:00:00|129.40|100103|Cobranza de Factura
00000048|100104|COB|01|2023-11-17 00:00:00|2023-11-17 00:00:00|1838.38|100104|Cobranza de Factura
00000540|100105|COB|25|2023-09-13 00:00:00|2023-09-13 00:00:00|614.43|100105|Cobranza de Factura
00000228|100106|COB|04|2023-06-04 00:00:00|2023-06-04 00:00:00|125.39|100106|Cobranza de Factura
00000522|100107|COB|25|2023-04-24 00:00:00|2023-04-24 00:00:00|2795.52|100107|Cobranza de Factura
00000612|100109|COB|30|2023-01-02 00:00:00|2023-01-02 00:00:00|1070.52|100109|Cobranza de Factura
00000546|100110|COB|05|2023-12-17 00:00:00|2023-12-17 00:00:00|452.41|100110|Cobranza de Factura
00000420|100111|COB|00|2023-08-03 00:00:00|2023-08-03 00:00:00|3305.60|100111|Cobranza de Factura
00000415|100112|COB|19|2023-02-26 00:00:00|2023-02-26 00:00:00|137.98|100112|Cobranza de Factura
00000307|100113|COB|25|2023-11-06 00:00:00|2023-11-06 00:00:00|743.26|100113|Cobranza de Factura
00000738|100114|COB|35|2023-08-07 00:00:00|2023-08-07 00:00:00|367.83|100114|Cobranza de Factura
00000782|100115|COB|19|2023-06-08 00:00:00|2023-06-08 00:00:00|309.56|100115|Cobranza de Factura
00000789|100116|COB|06|2023-11-06 00:00:00|2023-11-06 00:00:00|618.04|100116|Cobranza de Factura
00000541|100117|COB|21|2023-05-25 00:00:00|2023-05-25 00:00:00|171.40|100117|Cobranza de Factura
00000778|100118|COB|36|2023-10-29 00:00:00|2023-10-29 00:00:00|1045.43|100118|Cobranza de Factura
00000321|100119|COB|02|2023-07-07 00:00:00|2023-07-07 00:00:00|42.79|100119|Cobranza de Factura
00000554|100120|COB|02|2023-12-12 00:00:00|2023-12-12 00:00:00|1237.52|100120|Cobranza de Factura
00000272|100121|COB|00|2023-09-30 00:00:00|2023-09-30 00:00:00|5069.69|100121|Cobranza de Factura
00000090|100122|COB|02|2023-03-07 00:00:00|2023-03-07 00:00:00|68.03|100122|Cobranza de Factura
00000863|100123|COB|19|2023-03-18 00:00:00|2023-03-18 00:00:00|608.51|100123|Cobranza de Factura
00000595|100124|COB|06|2023-04-30 00:00:00|2023-04-30 00:00:00|1900.99|100124|Cobranza de Factura
00000181|100125|COB|00|2023-04-03 00:00:00|2023-04-03 00:00:00|137.00|100125|Cobranza de Factura
00000264|100127|COB|00|2023-03-19 00:00:00|2023-03-19 00:00:00|2056.90|100127|Cobranza de Factura
00000081|100128|COB|38|2023-07-19 00:00:00|2023-07-19 00:00:00|1074.19|100128|Cobranza de Factura
00000526|100129|COB|02|2023-02-19 00:00:00|2023-02-19 00:00:00|29.54|100129|Cobranza de Factura
00000566|100130|COB|25|2023-02-07 00:00:00|2023-02-07 00:00:00|661.35|100130|Cobranza de Factura
00000387|100132|COB|25|2023-12-16 00:00:00|2023-12-16 00:00:00|857.55|100132|Cobranza de Factura
00000163|100133|COB|12|2023-05-25 00:00:00|2023-05-25 00:00:00|89.01|100133|Cobranza de Factura
00000272|100134|COB|00|2023-06-25 00:00:00|2023-06-25 00:00:00|367.98|100134|Cobranza de Factura
00000548|100135|COB|30|2023-04-20 00:00:00|2023-04-20 00:00:00|448.87|100135|Cobranza de Factura
00000317|100136|COB|01|2023-02-19 00:00:00|2023-02-19 00:00:00|455.23|100136|Cobranza de Factura
00000200|100137|COB|04|2023-07-04 00:00:00|2023-07-04 00:00:00|258.75|100137|Cobranza de Factura
00000356|100138|COB|34|2024-01-06 00:00:00|2024-01-06 00:00:00|3478.00|100138|Cobranza de Factura
00000102|100140|COB|12|2023-01-11 00:00:00|2023-01-11 00:00:00|126.60|100140|Cobranza de Factura
00000202|100141|COB|00|2023-02-20 00:00:00|2023-02-20 00:00:00|1299.26|100141|Cobranza de Factura
00000667|100142|COB|19|2023-05-28 00:00:00|2023-05-28 00:00:00|178.37|100142|Cobranza de Factura
00000456|100143|COB|02|2023-10-04 00:00:00|2023-10-04 00:00:00|48.34|100143|Cobranza de Factura
00000801|100144|COB|04|2023-02-25 00:00:00|2023-02-25 00:00:00|188.70|100144|Cobranza de Factura
00000200|100145|COB|04|2023-07-04 00:00:00|2023-07-04 00:00:00|1923.90|100145|Cobranza de Factura
00000712|100146|COB|01|2023-10-05 00:00:00|2023-10-05 00:00:00|816.67|100146|Cobranza de Factura
00000509|100148|COB|00|2023-10-13 00:00:00|2023-10-13 00:00:00|781.68|100148|Cobranza de Factura
00000374|100149|COB|0|2023-04-01 00:00:00|2023-04-01 00:00:00|825.23|100149|Cobranza de Factura
00000340|100150|COB|05|2023-03-13 00:00:00|2023-03-13 00:00:00|0.00|100150|Cobranza de Factura
00000475|100151|COB|00|2023-12-17 00:00:00|2023-12-17 00:00:00|600.56|100151|Cobranza de Factura
00000394|100152|COB|12|2023-03-15 00:00:00|2023-03-15 00:00:00|225.32|100152|Cobranza de Factura
00000249|100153|COB|04|2023-06-05 00:00:00|2023-06-05 00:00:00|24.54|100153|Cobranza de Factura
00000302|100156|COB|00|2023-03-24 00:00:00|2023-03-24 00:00:00|159.32|100156|Cobranza de Factura
00000711|100157|COB|02|2023-10-26 00:00:00|2023-10-26 00:00:00|11.64|100157|Cobranza de Factura
00000129|100158|COB|00|2023-03-08 00:00:00|2023-03-08 00:00:00|397.30|100158|Cobranza de Factura
00000004|100159|COB|00|2023-09-09 00:00:00|2023-09-09 00:00:00|73.05|100159|Cobranza de Factura
00000080|100160|COB|00|2023-08-01 00:00:00|2023-08-01 00:00:00|88.42|100160|Cobranza de Factura
00000274|100161|COB|04|2023-09-29 00:00:00|2023-09-29 00:00:00|658.36|100161|Cobranza de Factura
00000881|100162|COB|12|2023-10-08 00:00:00|2023-10-08 00:00:00|69.00|100162|Cobranza de Factura
00000264|100163|COB|00|2023-12-26 00:00:00|2023-12-26 00:00:00|361.38|100163|Cobranza de Factura
00000673|100164|COB|21|2023-03-15 00:00:00|2023-03-15 00:00:00|609.12|100164|Cobranza de Factura
00000307|100165|COB|25|2023-07-06 00:00:00|2023-07-06 00:00:00|646.12|100165|Cobranza de Factura
00000493|100166|COB|00|2023-02-05 00:00:00|2023-02-05 00:00:00|343.30|100166|Cobranza de Factura
00000683|100167|COB|19|2023-02-20 00:00:00|2023-02-20 00:00:00|561.69|100167|Cobranza de Factura
00000197|100168|COB|12|2023-06-21 00:00:00|2023-06-21 00:00:00|1297.36|100168|Cobranza de Factura
00000840|100169|COB|38|2023-12-10 00:00:00|2023-12-10 00:00:00|313.52|100169|Cobranza de Factura
00000454|100170|COB|21|2023-06-16 00:00:00|2023-06-16 00:00:00|575.53|100170|Cobranza de Factura
00000329|100172|COB|30|2023-02-15 00:00:00|2023-02-15 00:00:00|1142.15|100172|Cobranza de Factura
00000736|100173|COB|04|2023-08-25 00:00:00|2023-08-25 00:00:00|382.59|100173|Cobranza de Factura
00000342|100174|COB|00|2023-08-28 00:00:00|2023-08-28 00:00:00|201.74|100174|Cobranza de Factura
00000732|100175|COB|01|2023-06-02 00:00:00|2023-06-02 00:00:00|2441.64|100175|Cobranza de Factura
00000836|100176|COB|12|2023-08-02 00:00:00|2023-08-02 00:00:00|2268.94|100176|Cobranza de Factura
00000082|100177|COB|02|2023-07-19 00:00:00|2023-07-19 00:00:00|1710.79|100177|Cobranza de Factura
00000344|100178|COB|02|2023-08-09 00:00:00|2023-08-09 00:00:00|126.72|100178|Cobranza de Factura
00000345|100179|COB|02|2023-03-22 00:00:00|2023-03-22 00:00:00|282.10|100179|Cobranza de Factura
00000192|100180|COB|04|2023-11-23 00:00:00|2023-11-23 00:00:00|136.68|100180|Cobranza de Factura
00000228|100181|COB|04|2023-12-18 00:00:00|2023-12-18 00:00:00|95.10|100181|Cobranza de Factura
00000412|100182|COB|00|2023-05-04 00:00:00|2023-05-04 00:00:00|706.49|100182|Cobranza de Factura
00000695|100183|COB|19|2023-03-06 00:00:00|2023-03-06 00:00:00|454.30|100183|Cobranza de Factura
00000384|100184|COB|01|2023-02-19 00:00:00|2023-02-19 00:00:00|336.39|100184|Cobranza de Factura
00000621|100185|COB|06|2023-07-26 00:00:00|2023-07-26 00:00:00|0.00|100185|Cobranza de Factura
00000074|100187|COB|00|2023-08-27 00:00:00|2023-08-27 00:00:00|132.79|100187|Cobranza de Factura
00000598|100188|COB|02|2023-05-17 00:00:00|2023-05-17 00:00:00|582.56|100188|Cobranza de Factura
00000646|100189|COB|30|2023-05-28 00:00:00|2023-05-28 00:00:00|427.47|100189|Cobranza de Factura
00000530|100190|COB|25|2023-12-13 00:00:00|2023-12-13 00:00:00|297.72|100190|Cobranza de Factura
00000306|100191|COB|04|2023-07-10 00:00:00|2023-07-10 00:00:00|224.56|100191|Cobranza de Factura
00000669|100192|COB|04|2023-06-21 00:00:00|2023-06-21 00:00:00|532.99|100192|Cobranza de Factura
00000844|100193|COB|12|2023-02-28 00:00:00|2023-02-28 00:00:00|957.65|100193|Cobranza de Factura
00000849|100194|COB|09|2023-10-17 00:00:00|2023-10-17 00:00:00|318.02|100194|Cobranza de Factura
00000380|100195|COB|00|2023-05-15 00:00:00|2023-05-15 00:00:00|1118.59|100195|Cobranza de Factura
00000669|100196|COB|04|2023-06-23 00:00:00|2023-06-23 00:00:00|2366.60|100196|Cobranza de Factura
00000102|100197|COB|12|2023-03-28 00:00:00|2023-03-28 00:00:00|1404.44|100197|Cobranza de Factura
00000019|100198|COB|04|2023-11-24 00:00:00|2023-11-24 00:00:00|597.43|100198|Cobranza de Factura
00000737|100200|COB|12|2023-08-09 00:00:00|2023-08-09 00:00:00|1763.41|100200|Cobranza de Factura
00000860|100201|COB|09|2023-09-14 00:00:00|2023-09-14 00:00:00|123.10|100201|Cobranza de Factura
00000816|100202|COB|25|2023-01-16 00:00:00|2023-01-16 00:00:00|341.12|100202|Cobranza de Factura
00000729|100203|COB|04|2023-04-12 00:00:00|2023-04-12 00:00:00|289.80|100203|Cobranza de Factura
00000180|100204|COB|00|2023-10-13 00:00:00|2023-10-13 00:00:00|3573.55|100204|Cobranza de Factura
00000508|100205|COB|04|2023-09-10 00:00:00|2023-09-10 00:00:00|2934.23|100205|Cobranza de Factura
00000007|100206|COB|00|2023-04-13 00:00:00|2023-04-13 00:00:00|1127.35|100206|Cobranza de Factura
00000727|100208|COB|12|2023-07-26 00:00:00|2023-07-26 00:00:00|870.16|100208|Cobranza de Factura
00000162|100209|COB|00|2023-03-30 00:00:00|2023-03-30 00:00:00|48.56|100209|Cobranza de Factura
00000629|100210|COB|04|2023-08-18 00:00:00|2023-08-18 00:00:00|779.58|100210|Cobranza de Factura
00000400|100211|COB|02|2023-03-10 00:00:00|2023-03-10 00:00:00|1585.08|100211|Cobranza de Factura
00000190|100212|COB|05|2023-11-14 00:00:00|2023-11-14 00:00:00|536.61|100212|Cobranza de Factura
00000559|100213|COB|01|2023-04-18 00:00:00|2023-04-18 00:00:00|2032.93|100213|Cobranza de Factura
00000876|100214|COB|33|2023-11-22 00:00:00|2023-11-22 00:00:00|1545.07|100214|Cobranza de Factura
00000730|100216|COB|25|2023-02-04 00:00:00|2023-02-04 00:00:00|1495.26|100216|Cobranza de Factura
00000833|100217|COB|06|2023-04-26 00:00:00|2023-04-26 00:00:00|2496.40|100217|Cobranza de Factura
00000273|100218|COB|00|2023-06-15 00:00:00|2023-06-15 00:00:00|502.15|100218|Cobranza de Factura
00000801|100219|COB|04|2023-06-20 00:00:00|2023-06-20 00:00:00|1019.63|100219|Cobranza de Factura
00000825|100220|COB|12|2023-11-03 00:00:00|2023-11-03 00:00:00|238.74|100220|Cobranza de Factura
00000715|100221|COB|34|2023-11-04 00:00:00|2023-11-04 00:00:00|2939.50|100221|Cobranza de Factura
00000706|100222|COB|34|2023-07-22 00:00:00|2023-07-22 00:00:00|6233.01|100222|Cobranza de Factura
00000194|100223|COB|01|2023-12-28 00:00:00|2023-12-28 00:00:00|209.37|100223|Cobranza de Factura
00000725|100224|COB|33|2023-06-26 00:00:00|2023-06-26 00:00:00|942.69|100224|Cobranza de Factura
00000177|100225|COB|00|2023-01-18 00:00:00|2023-01-18 00:00:00|262.22|100225|Cobranza de Factura
00000856|100227|COB|33|2023-07-29 00:00:00|2023-07-29 00:00:00|24.31|100227|Cobranza de Factura
00000205|100228|COB|02|2023-07-20 00:00:00|2023-07-20 00:00:00|412.29|100228|Cobranza de Factura
00000355|100229|COB|01|2023-03-05 00:00:00|2023-03-05 00:00:00|713.67|100229|Cobranza de Factura
00000029|100230|COB|02|2023-04-09 00:00:00|2023-04-09 00:00:00|27.54|100230|Cobranza de Factura
00000872|100231|COB|12|2023-02-08 00:00:00|2023-02-08 00:00:00|3776.31|100231|Cobranza de Factura
00000497|100232|COB|00|2023-05-03 00:00:00|2023-05-03 00:00:00|294.77|100232|Cobranza de Factura
00000602|100233|COB|02|2023-12-15 00:00:00|2023-12-15 00:00:00|351.67|100233|Cobranza de Factura
00000009|100234|COB|00|2023-06-09 00:00:00|2023-06-09 00:00:00|22.10|100234|Cobranza de Factura
00000764|100235|COB|12|2023-06-08 00:00:00|2023-06-08 00:00:00|142.47|100235|Cobranza de Factura
00000552|100236|COB|21|2023-03-05 00:00:00|2023-03-05 00:00:00|558.53|100236|Cobranza de Factura
00000474|100237|COB|04|2023-09-26 00:00:00|2023-09-26 00:00:00|985.71|100237|Cobranza de Factura
00000427|100238|COB|00|2023-03-19 00:00:00|2023-03-19 00:00:00|441.30|100238|Cobranza de Factura
00000230|100240|COB|36|2023-04-26 00:00:00|2023-04-26 00:00:00|0.00|100240|Cobranza de Factura
00000029|100241|COB|02|2023-08-15 00:00:00|2023-08-15 00:00:00|466.53|100241|Cobranza de Factura
00000234|100242|COB|00|2023-05-15 00:00:00|2023-05-15 00:00:00|44.28|100242|Cobranza de Factura
00000045|100243|COB|00|2023-11-13 00:00:00|2023-11-13 00:00:00|96.64|100243|Cobranza de Factura
00000191|100244|COB|0|2023-06-08 00:00:00|2023-06-08 00:00:00|792.95|100244|Cobranza de Factura
00000266|100245|COB|00|2023-11-16 00:00:00|2023-11-16 00:00:00|1198.36|100245|Cobranza de Factura
00000248|100247|COB|04|2023-12-10 00:00:00|2023-12-10 00:00:00|1406.98|100247|Cobranza de Factura
00000349|100248|COB|04|2023-10-23 00:00:00|2023-10-23 00:00:00|137.58|100248|Cobranza de Factura
00000344|100249|COB|02|2023-03-05 00:00:00|2023-03-05 00:00:00|107.84|100249|Cobranza de Factura
00000369|100250|COB|00|2023-05-02 00:00:00|2023-05-02 00:00:00|17.83|100250|Cobranza de Factura
00000751|100251|COB|04|2023-04-21 00:00:00|2023-04-21 00:00:00|420.84|100251|Cobranza de Factura
00000168|100252|COB|01|2023-01-23 00:00:00|2023-01-23 00:00:00|0.00|100252|Cobranza de Factura
00000412|100253|COB|00|2023-02-06 00:00:00|2023-02-06 00:00:00|504.20|100253|Cobranza de Factura
00000719|100254|COB|21|2023-06-15 00:00:00|2023-06-15 00:00:00|425.66|100254|Cobranza de Factura
00000503|100255|COB|12|2023-03-05 00:00:00|2023-03-05 00:00:00|1299.60|100255|Cobranza de Factura
00000120|100256|COB|12|2023-07-31 00:00:00|2023-07-31 00:00:00|104.71|100256|Cobranza de Factura
00000748|100258|COB|00|2023-11-16 00:00:00|2023-11-16 00:00:00|0.00|100258|Cobranza de Factura
00000338|100259|COB|12|2023-03-08 00:00:00|2023-03-08 00:00:00|2067.98|100259|Cobranza de Factura
00000109|100260|COB|00|2023-04-29 00:00:00|2023-04-29 00:00:00|806.15|100260|Cobranza de Factura
00000103|100261|COB|00|2024-01-13 00:00:00|2024-01-13 00:00:00|73.66|100261|Cobranza de Factura
00000411|100262|COB|02|2024-01-07 00:00:00|2024-01-07 00:00:00|385.79|100262|Cobranza de Factura
00000160|100263|COB|00|2023-10-22 00:00:00|2023-10-22 00:00:00|1312.76|100263|Cobranza de Factura
00000357|100264|COB|02|2023-01-13 00:00:00|2023-01-13 00:00:00|159.72|100264|Cobranza de Factura
00000139|100265|COB|02|2023-05-05 00:00:00|2023-05-05 00:00:00|783.83|100265|Cobranza de Factura
00000883|100266|COB|12|2023-02-14 00:00:00|2023-02-14 00:00:00|453.05|100266|Cobranza de Factura
00000466|100267|COB|33|2023-07-31 00:00:00|2023-07-31 00:00:00|2019.45|100267|Cobranza de Factura
00000027|100268|COB|00|2023-01-13 00:00:00|2023-01-13 00:00:00|405.28|100268|Cobranza de Factura
00000771|100270|COB|25|2023-07-02 00:00:00|2023-07-02 00:00:00|2443.95|100270|Cobranza de Factura
00000802|100271|COB|19|2023-10-25 00:00:00|2023-10-25 00:00:00|72.12|100271|Cobranza de Factura
00000022|100274|COB|00|2023-02-19 00:00:00|2023-02-19 00:00:00|11.28|100274|Cobranza de Factura
00000743|100275|COB|34|2023-04-12 00:00:00|2023-04-12 00:00:00|261.12|100275|Cobranza de Factura
00000836|100276|COB|12|2023-09-30 00:00:00|2023-09-30 00:00:00|548.26|100276|Cobranza de Factura
00000018|100278|COB|00|2023-02-15 00:00:00|2023-02-15 00:00:00|111.51|100278|Cobranza de Factura
00000474|100279|COB|04|2023-03-26 00:00:00|2023-03-26 00:00:00|588.24|100279|Cobranza de Factura
00000775|100280|COB|01|2023-08-15 00:00:00|2023-08-15 00:00:00|881.57|100280|Cobranza de Factura
00000661|100281|COB|01|2023-07-07 00:00:00|2023-07-07 00:00:00|1067.45|100281|Cobranza de Factura
00000716|100282|COB|02|2023-04-06 00:00:00|2023-04-06 00:00:00|1770.52|100282|Cobranza de Factura
00000649|100283|COB|19|2023-03-06 00:00:00|2023-03-06 00:00:00|131.66|100283|Cobranza de Factura
00000518|100286|COB|02|2023-07-20 00:00:00|2023-07-20 00:00:00|456.20|100286|Cobranza de Factura
