numfac|cliente|nomcli|tipo|codven|emision|tot_fac|vence|numped
D0014485|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20250115|126.3600|20250130|
D0014491|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250115|90.1500|20250214|
D0014492|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250115|31.1100|20250214|
D0014493|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250115|45.3200|20250214|
D0014494|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250115|48.8300|20250214|
D0014495|00000403|G.C AUTOPARTES C.A||19|20250115|124.5300|20250214|
D0014496|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250115|175.7000|20250214|
D0014497|00000621|REPUESTOS SUPER CASANOVA. C.A||06|20250115|188.9200|20250214|
D0014498|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250115|132.5900|20250214|
D0014473|00000793|AUTOPARTES DOCARS 909, C.A||06|20250113|747.8600|20250212|
D0014488|00000737|SILVIO MIGUEL OLIVARES ARELLANO(MULTIREPUESTOS DM OLIVARES, F.P)||12|20250115|410.6900|20250214|
D0014482|00000421|REPUESTOS PANA MIO, C.A. (REPUESTOS PANA MIO, C.A.)||21|20250115|946.7100|20250214|
D0014499|00000793|AUTOPARTES DOCARS 909, C.A||06|20250115|83.7400|20250214|
D0014500|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250115|64.8500|20250214|
D0014502|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)||02|20250115|484.7000|20250214|
D0014503|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)||02|20250115|453.0700|20250214|
D0014504|00000393|CARS PARTS SUR, C.A||04|20250115|666.1500|20250214|
D0014505|00000000|***TICKET  ANULADO***||02|20250115|0.0000|20250214|
D0014506|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20250115|320.2600|20250214|
D0014501|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20250115|852.2500|20250214|
D0014507|00000723|AUTO REPUESTOS DELICIAS L&amp;A, C.A||04|20250115|314.3700|20250214|
D0014509|00000621|REPUESTOS SUPER CASANOVA. C.A||06|20250115|48.8300|20250214|
D0014508|00000362|INVERSIONES VENEKIA, C.A||12|20250115|329.4100|20250214|
D0014510|00000117|REPUESTOS AUTOZONE, C.A||01|20250115|653.2700|20250301|
D0014511|00000403|G.C AUTOPARTES C.A||19|20250115|102.6600|20250214|
D0014512|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250115|19.2300|20250214|
D0014513|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250115|61.9000|20250214|
D0014514|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C||34|20250115|534.3500|20250214|
D0014515|00000781|AUTOPARTES OVIEDO 16, C.A.||12|20250115|376.0500|20250214|
D0014516|00000781|AUTOPARTES OVIEDO 16, C.A.||12|20250115|80.2800|20250214|
D0014517|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250115|995.3000|20250214|
D0014518|00000794|ROBERTO DAVID PERDOMO TERAN(AUTOPARTES LA COMPETENCIA DE ROBERTO PERDOMO, F.P)||04|20250116|407.7100|20250215|
D0014520|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250116|36.5900|20250215|
D0014521|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250116|41.9300|20250215|
D0014522|00000362|INVERSIONES VENEKIA, C.A||12|20250116|95.1800|20250215|
D0014523|00000781|AUTOPARTES OVIEDO 16, C.A.||12|20250116|42.6600|20250215|
D0014524|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250116|60.9800|20250215|
D0014525|00000403|G.C AUTOPARTES C.A||19|20250116|98.7800|20250215|
D0014519|00000773|REPUESTOS R CASANOVA, C.A.||33|20250116|376.4900|20250215|
D0014526|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)||02|20250116|149.2000|20250215|
D0014527|00000060|REPUESTOS COVECA CA||01|20250116|1699.9500|20250316|
D0014528|00000060|REPUESTOS COVECA CA||01|20250116|943.8700|20250316|
D0014529|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20250116|1369.1300|20250215|
D0014530|00000732|REPUESTOS DANG MOTOR, C.A||01|20250116|159.3000|20250215|
D0014531|00000753|PEDRO CONTRERAS||19|20250116|120.6000|20250215|
D0014532|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250116|32.9400|20250215|
D0014533|00000756|AUTOMOVILES CENTROMARCA, C.A||19|20250116|34.8000|20250131|
D0014535|00000360|INVERSIONES AUTOKAT 2016, C.A||01|20250117|493.1000|20250216|
D0014534|00000360|INVERSIONES AUTOKAT 2016, C.A||01|20250117|1414.6400|20250216|
D0014536|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250117|26.3700|20250216|
NC000928|00000073|INVERSIONES CENTESOL MOTORS, C.A||04|20250117|-78.8400|20250117|
D0014537|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250117|63.5600|20250216|
NC000929|00000393|CARS PARTS SUR, C.A||04|20250117|-31.5000|20250117|
D0014538|00000000|***TICKET  ANULADO***||02|20250117|0.0000|20250201|
D0014539|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250117|27.6500|20250216|
D0014540|00000795|INVERSORA Y CONSTRUCTORA EL MANTECO, C.A. (INCOMACA)||33|20250117|759.6300|20250216|
NC000932|00000666|AUTOREPUESTOS MIA CAR'S C.A (AUTOREPUESTOS MIA CAR'S C.A)||02|20250117|-29.6800|20250117|
NC000933|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250117|-12.5000|20250117|
NC000934|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250117|-60.3600|20250117|
NC000936|00000403|G.C AUTOPARTES C.A||19|20250117|-24.9700|20250117|
D0014541|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250117|88.8500|20250216|
D0014542|00000403|G.C AUTOPARTES C.A||19|20250117|161.0000|20250216|
D0014543|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250117|12.9400|20250216|
D0014544|00000621|REPUESTOS SUPER CASANOVA. C.A||06|20250117|48.6200|20250216|
D0014545|00000722|MIGUEL MARTINEZ||12|20250120|26.6400|20250219|
D0014546|00000565|INVERSIONES TACARIGUA 33, C. A.||02|20250120|541.1600|20250219|
D0014547|00000795|INVERSORA Y CONSTRUCTORA EL MANTECO, C.A. (INCOMACA)||33|20250120|91.9200|20250219|
D0014548|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250120|209.5900|20250219|
D0014549|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250120|58.4600|20250219|
D0014550|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250120|42.0100|20250219|
D0014551|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20250120|799.2100|20250219|
D0014552|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20250120|808.8400|20250219|
D0014553|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20250120|225.7300|20250219|
D0014554|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250120|45.4500|20250219|
D0014555|00000414|AUTOREPUESTOS CONTINENTAL,C.A.||02|20250120|124.1400|20250219|
D0014479|00000793|AUTOPARTES DOCARS 909, C.A||06|20250113|796.0300|20250212|
D0014556|00000758|REPUESTOS Y SERVICIOS JMCARS C.A.||12|20250120|401.6400|20250219|
D0014557|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250120|714.5600|20250219|
D0014558|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250120|176.2600|20250219|
D0014559|00000100|EL REY DEL KIA 2013, C.A.||25|20250120|865.6300|20250219|
D0014560|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250120|117.6800|20250219|
D0014561|00000785|CENTRO MARCAS OCCIDENTE, C.A.||12|20250120|654.1400|20250219|
D0014562|00000403|G.C AUTOPARTES C.A||19|20250120|91.9200|20250219|
D0014563|00000403|G.C AUTOPARTES C.A||19|20250120|92.6800|20250219|
D0014564|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250120|41.2500|20250219|
D0014565|00000754|AUTOMASTER HM, C.A||02|20250120|174.0400|20250219|
D0014566|00000710|VENEREPUESTOS YJJ, C.A.||19|20250120|13.2200|20250219|
D0014567|00000361|AUTOPARTES LA ARBOLEDA, C.A||19|20250120|314.2200|20250219|
D0014568|00000753|PEDRO CONTRERAS||19|20250120|431.1000|20250219|
D0014569|00000498|AUTO PARTES SAHARI 2012, C.A (AUTO PARTES SAHARI 2012, C.A)||19|20250120|403.4100|20250219|
D0014570|00000551|HYUNPARTS MOTORS, C.A. (HYUNPARTS MOTORS, C.A.)||04|20250121|441.5400|20250220|
D0014571|00000753|PEDRO CONTRERAS||19|20250121|110.8300|20250220|
D0014572|00000750|INVERSIONES SOLUTIONS KIMBO,C.A||19|20250121|402.5100|20250220|
D0014574|00000403|G.C AUTOPARTES C.A||19|20250121|153.5400|20250220|
D0014573|00000750|INVERSIONES SOLUTIONS KIMBO,C.A||19|20250121|94.7300|20250220|
D0014575|00000090|REPUESTOS FRED CARS, C.A.||02|20250121|488.3200|20250220|
D0014576|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250121|30.7200|20250220|
D0014577|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250121|91.9000|20250220|
D0014578|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250121|18.6600|20250220|
D0014579|00000689|COMERCIALIZADORA ASIATICA, C.A.||04|20250121|315.6500|20250220|
D0014580|00000347|INVERSIONES KIASTROZ, C.A||12|20250121|359.2800|20250220|
D0014581|00000347|INVERSIONES KIASTROZ, C.A||12|20250121|519.4900|20250220|
D0014583|00000403|G.C AUTOPARTES C.A||19|20250121|400.8300|20250220|
D0014582|00000710|VENEREPUESTOS YJJ, C.A.||19|20250121|33.0500|20250220|
D0014584|00000614|REPRESENTACIONES PENOV, C.A.||19|20250121|16.1400|20250205|
D0014585|00000710|VENEREPUESTOS YJJ, C.A.||19|20250121|6.8400|20250220|
D0014586|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20250121|217.7800|20250220|
D0014587|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250121|96.8700|20250220|
D0014588|00000000|***TICKET  ANULADO***||19|20250121|0.0000|20250220|
D0014589|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250121|23.8300|20250220|
D0014590|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250121|42.8600|20250220|
D0014591|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20250121|132.0200|20250220|
D0014592|00000492|MONACO AUTOPARTS #1, C.A. (MONACO AUTOPARTS #1, C.A.)||04|20250122|14.5500|20250221|
D0014593|00000140|JOSE LUIS GOMEZ MAUHAD(INVERSIONES AGUA FRIA J.G-1)||12|20250122|816.2500|20250221|
D0014594|00000163|DEL.CAST IMPORT, C.A||12|20250122|295.8200|20250221|
D0014595|00000621|REPUESTOS SUPER CASANOVA. C.A||06|20250122|214.6700|20250221|
D0014596|00000769|MIO PARTS &AMP; SERVICES, C.A (MIO PARTS &AMP; SERVICES, C.A)||12|20250122|836.9300|20250221|
D0014597|00000769|MIO PARTS &AMP; SERVICES, C.A (MIO PARTS &AMP; SERVICES, C.A)||12|20250122|683.2100|20250221|
D0014598|00000769|MIO PARTS &AMP; SERVICES, C.A (MIO PARTS &AMP; SERVICES, C.A)||12|20250122|737.7400|20250221|
D0014599|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|34.6900|20250221|
D0014600|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)||12|20250122|438.9000|20250221|
D0014601|00000763|KATHAL CARS, C.A (KATHAL CARS, C.A)||12|20250122|896.7000|20250221|
D0014602|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250122|211.6600|20250221|
D0014603|00000403|G.C AUTOPARTES C.A||19|20250122|83.8600|20250221|
D0014605|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)||04|20250122|314.1000|20250221|
D0014606|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)||04|20250122|722.1100|20250221|
D0014608|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.||02|20250122|465.0700|20250221|
D0014609|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.||02|20250122|397.8500|20250221|
D0014610|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.||02|20250122|225.9300|20250221|
D0014604|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)||04|20250122|297.4700|20250221|
D0014611|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|52.7100|20250221|
D0014614|00000698|REPUESTOS PARA AUTOMOVILES (REPARAUTO) C.A.||21|20250122|423.9800|20250221|
D0014607|00000662|AUTOREPUESTOS CHEVY CENTER, C.A||02|20250122|482.7000|20250221|
D0014615|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250122|58.9700|20250221|
D0014616|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|47.8200|20250221|
D0014617|00000403|G.C AUTOPARTES C.A||19|20250122|109.7300|20250221|
D0014618|00000618|REPUESTOS M&amp;C VALENCIA, C.A||02|20250122|401.8200|20250206|
D0014620|00000403|G.C AUTOPARTES C.A||19|20250122|154.5600|20250221|
D0014622|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250122|409.9800|20250308|
D0014623|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250122|191.7500|20250308|
D0014626|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250122|371.8700|20250308|
D0014627|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250122|201.3300|20250308|
D0014629|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|455.4700|20250308|
D0014630|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|207.6300|20250308|
D0014631|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250122|267.0500|20250308|
D0014632|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250122|160.8200|20250308|
D0014633|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250122|278.4800|20250308|
D0014634|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250122|446.3100|20250308|
D0014635|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250122|219.5600|20250308|
D0014636|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250122|85.6200|20250221|
D0014619|00000393|CARS PARTS SUR, C.A||04|20250122|555.8500|20250221|
D0014637|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)||12|20250123|681.3200|20250222|
D0014638|00000796|EL REY DEL REPUESTO 2024, C.A. (CINE REPUESTOS 2024)||12|20250123|638.6400|20250222|
D0014621|00000747|MUNDO DEL REPUESTO 2.0 MILENIUM, C.A||02|20250122|299.5000|20250221|
D0014639|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250123|27.9500|20250222|
D0014640|00000082|REPUESTOS ITALY CAR'S CAGUA,C.A.||02|20250123|41.6800|20250222|
D0014613|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)||04|20250122|230.7800|20250221|
D0014642|00000117|REPUESTOS AUTOZONE, C.A||01|20250123|931.4800|20250309|
D0014643|00000117|REPUESTOS AUTOZONE, C.A||01|20250123|1152.6500|20250309|
D0014644|00000117|REPUESTOS AUTOZONE, C.A||01|20250123|967.7200|20250309|
D0014624|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250122|215.7800|20250308|
D0014625|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250122|95.6900|20250308|
D0014645|00000117|REPUESTOS AUTOZONE, C.A||01|20250123|508.2300|20250309|
D0014628|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250122|348.6500|20250308|
D0014646|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250123|44.3200|20250222|
D0014647|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250123|42.0100|20250222|
D0014648|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250123|238.2100|20250222|
D0014649|00000537|AUTO PARTES ANDRY, C.A. (AUTO PARTES ANDRY, C.A.)||02|20250123|482.1000|20250222|
D0014650|00000537|AUTO PARTES ANDRY, C.A. (AUTO PARTES ANDRY, C.A.)||02|20250123|66.8000|20250222|
D0014651|00000621|REPUESTOS SUPER CASANOVA. C.A||06|20250123|31.3900|20250222|
D0014652|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250123|30.3200|20250222|
D0014653|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250123|95.3600|20250222|
D0014654|00000793|AUTOPARTES DOCARS 909, C.A||06|20250123|190.8300|20250222|
D0014655|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250123|72.8100|20250222|
D0014657|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|1093.4000|20250309|
D0014658|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|1442.1000|20250309|
D0014660|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|1206.6000|20250309|
D0014662|00000716|TABUA AUTO PARTES, C.A.||02|20250123|1304.5700|20250222|
D0014656|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|323.8800|20250309|
D0014659|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|1147.0700|20250309|
D0014661|00000385|AUTO REPUESTOS LUIFER, C.A||25|20250123|985.2500|20250309|
D0014663|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250123|191.1600|20250222|
D0014664|00000061|COVECA CABUDARE CA||30|20250123|278.8200|20250222|
D0014666|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250123|42.8600|20250222|
D0014667|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250123|84.8200|20250222|
D0014641|00000117|REPUESTOS AUTOZONE, C.A||01|20250123|637.4000|20250309|
D0014668|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250123|69.6000|20250222|
D0014665|00000680|MARACARS, C.A. (INVERSIONES MF 2019, C.A.)||04|20250123|716.6300|20250222|
D0014669|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)||04|20250124|771.4100|20250223|
D0014612|00000429|STOCK CAR AUTO PARTS, C.A (STOCK CAR AUTO PARTS, C.A)||04|20250122|856.8500|20250221|
D0014670|00000795|INVERSORA Y CONSTRUCTORA EL MANTECO, C.A. (INCOMACA)||33|20250124|52.1100|20250223|
D0014671|00000500|REPUESTOS SUPER SHAI,C.A (REPUESTOS SUPER SHAI,C.A)||06|20250124|54.1500|20250223|
D0014672|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250124|75.1500|20250223|
D0014673|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250124|30.3200|20250223|
D0014674|00000672|REPUESTOS VW 2020, C.A||19|20250124|67.9500|20250223|
D0014675|00000378|REPUESTOS SUPER VICTORIA, C.A||06|20250124|27.0900|20250223|
D0014676|00000591|ROLANDY JOSE HERNANDEZ PEREZ||04|20250124|416.7500|20250223|
D0014677|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250124|60.6500|20250223|
D0014678|00000710|VENEREPUESTOS YJJ, C.A.||19|20250124|76.0300|20250223|
D0014679|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250124|61.1900|20250223|
D0014680|00000431|INVERSIONES M&amp;N CARS, C.A. (INVERSIONES M&amp;N CARS, C.A.)||12|20250124|465.4700|20250223|
D0014682|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250124|22.1700|20250223|
D0014683|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250124|16.1700|20250223|
D0014684|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250124|14.0800|20250223|
D0014685|00000631|DORAUTO IMPORTS, C.A||02|20250127|977.3300|20250226|
D0014686|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250127|88.2900|20250226|
D0014687|00000219|INVERSIONES SUPER JUNIN 1212, C.A||06|20250127|24.9300|20250226|
D0014688|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)||19|20250127|256.9600|20250226|
D0014689|00000415|DEYKORE, C.A. (DEYKORE .CA)||19|20250127|71.6200|20250226|
D0014690|00000732|REPUESTOS DANG MOTOR, C.A||01|20250127|499.5400|20250226|
D0014691|00000732|REPUESTOS DANG MOTOR, C.A||01|20250127|60.2000|20250226|
D0014692|00000732|REPUESTOS DANG MOTOR, C.A||01|20250127|91.7500|20250226|
D0014693|00000614|REPRESENTACIONES PENOV, C.A.||19|20250127|21.3000|20250211|
D0014694|00000060|REPUESTOS COVECA CA||01|20250127|210.1500|20250226|
D0014695|00000596|REPUESTOS SUPER SHAYA, C. A.||06|20250127|96.8400|20250226|
D0014696|00000132|REPUESTOS KOREA PARTS, C.A||02|20250127|609.5500|20250226|
D0014697|00000278|AUTO REPUESTOS WS, C.A||04|20250127|500.4200|20250226|
D0014698|00000752|LA CASA DEL LANCER C.A.||02|20250127|577.1200|20250226|
D0014699|00000560|REPUESTOS SUPER PANTEON, C.A||06|20250127|43.6000|20250226|
D0014700|00000614|REPRESENTACIONES PENOV, C.A.||19|20250127|12.1400|20250226|
D0014701|00000750|INVERSIONES SOLUTIONS KIMBO,C.A||19|20250127|150.6100|20250226|
D0014681|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)||04|20250124|122.0600|20250208|
NC000938|00000461|COMERCIALIZADORA L &amp; G, C.A (COMERCIALIZADORA L &amp; G, C.A)||04|20250127|-122.0600|20250127|
NC000939|00000663|MULTISERVICIOS Y AUTOPARTES JL CA||04|20250127|-16.4900|20250127|
D0014702|00000000|***TICKET  ANULADO***||34|20250127|0.0000|20250211|
NC000940|00000436|AUTO REPUESTOS PATON MOTORS, C.A. (AUTO REPUESTOS PATON MOTORS, C||34|20250127|-65.0000|20250127|
NC000941|00000048|REPUESTOS EL MILENIUM C.A||34|20250127|-79.9000|20250127|
D0014703|00000723|AUTO REPUESTOS DELICIAS L&amp;A, C.A||04|20250127|236.0700|20250226|
D0014704|00000723|AUTO REPUESTOS DELICIAS L&amp;A, C.A||04|20250127|50.1100|20250226|
D0014705|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.||01|20250128|318.3800|20250227|
