codmovcli|numdoc|tipo|codven|emision|vence|importe|refer|concepto
00000403|D0021336|FC|19|20260507|20260606|46.1400||FACTURA D0021336
00000378|00003938|FC|06|20260507|20260606|31443.5000||IVA CORRESPONDIENTE A LA FACTU
00000596|D0021337|FC|06|20260507|20260606|175.2700||FACTURA D0021337
00000838|D0021338|FC|36|20260507|20260606|25.2800||FACTURA D0021338
00000378|00003939|FC|06|20260507|20260606|31867.1600||IVA CORRESPONDIENTE A LA FACTU
00000060|D0021339|FC|01|20260507|20260606|105.4400||FACTURA D0021339
00000731|D0021340|FC|19|20260507|20260606|84.0000||FACTURA D0021340
00000880|D0021341|FC|12|20260507|20260606|427.8200||FACTURA D0021341
00000880|D0021343|FC|12|20260507|20260606|150.2400||FACTURA D0021343
00000880|D0021344|FC|12|20260507|20260606|39.0000||FACTURA D0021344
00000732|D0019965|AB|01|20260507|20260507|-300.0000|DANG|CANCELACION DE FACTURAS
00000048|D0019740|AB|01|20260507|20260507|-600.0000|MILENIUM|CANCELACION DE FACTURAS
00000796|D0020978|NC|12|20260507|20260507|-78.5400|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0021006|NC|12|20260507|20260507|-9.0000|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0020978|AB|12|20260507|20260507|-163.0000|REY RPTOS|CANCELACION DE FACTURAS
00000470|D0020379|AB|02|20260507|20260507|-100.0000|D.F.I|CANCELACION DE FACTURAS
00000403|D0021345|FC|19|20260507|20260606|45.6000||FACTURA D0021345
00000785|D0021346|FC|12|20260507|20260606|238.9000||FACTURA D0021346
00000082|D0021074|NC|02|20260507|20260507|-49.1600|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000082|D0021076|NC|02|20260507|20260507|-15.4300|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000082|D0021074|CA|02|20260507|20260507|-196.6300|ITALY CARS|CANCELACION DE FACTURAS
00000082|D0021076|AB|02|20260507|20260507|-53.3700|ITALY CARS|CANCELACION DE FACTURAS
00000140|D0020541|AB|08|20260507|20260507|-100.0000|AGUA FRIA|CANCELACION DE FACTURAS
00000414|D0019307|AB|02|20260507|20260507|-400.0000|CONTINENTA|CANCELACION DE FACTURAS
00000445|00003890|NC|21|20260507|20260420|-11374.6600|NCCLIESP|RETENCION 75% IVA F/00003890
00000445|00003891|NC|21|20260507|20260420|-6036.1200|NCCLIESP|RETENCION 75% IVA F/00003891
00000331|00003833|NC|04|20260507|20260312|-16285.0600|NCCLIESP|RETENCION 75% IVA F/00003833
00000331|00003833|CA|04|20260507|20260507|-5429.3000|PENINSULA|CANCELACION DE FACTURAS
00000378|00003940|FC|06|20260507|20260606|4864.0300||IVA CORRESPONDIENTE A LA FACTU
00000378|00003941|FC|06|20260507|20260606|10745.7400||IVA CORRESPONDIENTE A LA FACTU
00000500|00003942|FC|06|20260507|20260606|29903.6700||IVA CORRESPONDIENTE A LA FACTU
00000500|00003943|FC|06|20260507|20260606|5253.0500||IVA CORRESPONDIENTE A LA FACTU
00000500|00003944|FC|06|20260507|20260606|10811.0200||IVA CORRESPONDIENTE A LA FACTU
00000500|00003945|FC|06|20260507|20260606|14723.0200||IVA CORRESPONDIENTE A LA FACTU
00000268|D0021329|FC|04|20260507|20260606|558.2600||FACTURA D0021329
00000880|D0021347|FC|12|20260507|20260606|84.0000||FACTURA D0021347
00000555|D0021301|FC|02|20260506|20260605|228.0000||FACTURA D0021301
00000560|D0021348|FC|06|20260507|20260606|17.5800||FACTURA D0021348
00000500|00003945|NC|06|20260507|20260507|-14723.0200||DEVOLUCION No. NC000056
00000758|D0021351|FC|12|20260507|20260606|332.0200||FACTURA D0021351
00000758|D0021352|FC|12|20260507|20260606|188.1900||FACTURA D0021352
00000753|D0021353|FC|19|20260507|20260606|147.6400||FACTURA D0021353
00000219|D0021354|FC|06|20260507|20260606|68.7300||FACTURA D0021354
00000753|D0021355|FC|19|20260508|20260607|131.0000||FACTURA D0021355
99999999|D0021356|FC|36|20260508|20260508|17.0000||FACTURA D0021356
00000403|D0021357|FC|19|20260508|20260607|136.0100||FACTURA D0021357
00000415|D0021358|FC|19|20260508|20260607|91.4000||FACTURA D0021358
00000880|D0021342|FC|12|20260507|20260606|454.6300||FACTURA D0021342
00000880|D0021359|FC|12|20260508|20260607|50.0800||FACTURA D0021359
00000880|D0021341|NC|12|20260508|20260508|-85.5600|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000880|D0021342|NC|12|20260508|20260508|-90.9300|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000880|D0021343|NC|12|20260508|20260508|-30.0500|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000880|D0021347|NC|12|20260508|20260508|-16.8000|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000880|D0021359|NC|12|20260508|20260508|-10.0200|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000880|D0021341|CA|12|20260508|20260508|-342.2600|J Y L|CANCELACION DE FACTURAS
00000880|D0021342|CA|12|20260508|20260508|-363.7000|J Y L|CANCELACION DE FACTURAS
00000880|D0021343|CA|12|20260508|20260508|-120.1900|J Y L|CANCELACION DE FACTURAS
00000880|D0021344|CA|12|20260508|20260508|-39.0000|J Y L|CANCELACION DE FACTURAS
00000880|D0021347|CA|12|20260508|20260508|-67.2000|J Y L|CANCELACION DE FACTURAS
00000880|D0021359|AB|12|20260508|20260508|-36.7400|J Y L|CANCELACION DE FACTURAS
00000758|D0020868|NC|12|20260508|20260508|-71.2600|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000758|D0020307|CA|12|20260508|20260508|-23.3600|JMCARS|CANCELACION DE FACTURAS
00000758|D0020868|CA|12|20260508|20260508|-285.0600|JMCARS|CANCELACION DE FACTURAS
00000758|D0020869|CA|12|20260508|20260508|-70.0000|JMCARS|CANCELACION DE FACTURAS
00000758|D0020871|AB|12|20260508|20260508|-1.5800|JMCARS|CANCELACION DE FACTURAS
00000051|D0021126|CA|19|20260508|20260508|-299.9900|REYREP|CANCELACION DE FACTURAS
00000051|00003920|CA|19|20260508|20260508|-23290.5600|REYREP|CANCELACION DE FACTURAS
00000631|D0020669|AB|02|20260508|20260508|-396.7400|DORAUTO|CANCELACION DE FACTURAS
99999999|D0021356|CA|36|20260508|20260508|-17.0000|MERCADO LI|CANCELACION DE FACTURAS
00000140|D0020541|AB|08|20260508|20260508|-100.0000|AGAU FRIA|CANCELACION DE FACTURAS
00000043|D0020488|CA|01|20260508|20260508|-58.9400|KIAUTO|CANCELACION DE FACTURAS
00000043|D0020490|CA|01|20260508|20260508|-248.0000|KIAUTO|CANCELACION DE FACTURAS
00000881|D0021364|FC|12|20260508|20260607|318.8900||FACTURA D0021364
00000881|D0021363|FC|12|20260508|20260607|330.7600||FACTURA D0021363
00000088|D0021367|FC|01|20260508|20260607|483.5900||FACTURA D0021367
00000088|D0021368|FC|01|20260508|20260622|46.5800||FACTURA D0021368
00000403|D0021369|FC|19|20260508|20260607|76.0000||FACTURA D0021369
00000796|D0021370|FC|12|20260508|20260607|800.6500||FACTURA D0021370
00000596|D0021371|FC|06|20260508|20260607|252.5100||FACTURA D0021371
00000770|D0021372|FC|36|20260508|20260607|27.6000||FACTURA D0021372
00000344|D0021366|FC|02|20260508|20260607|327.8700||FACTURA D0021366
00000500|D0021373|FC|06|20260508|20260607|48.7400||FACTURA D0021373
00000881|D0021365|FC|12|20260508|20260607|13.0000||FACTURA D0021365
00000796|D0021026|NC|12|20260508|20260508|-11.3000|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0021042|NC|12|20260508|20260508|-21.5200|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0021057|NC|12|20260508|20260508|-23.5400|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0021094|NC|12|20260508|20260508|-6.4300|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000796|D0020978|CA|12|20260508|20260508|-7.0800|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021006|CA|12|20260508|20260508|-36.0200|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021026|CA|12|20260508|20260508|-45.1800|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021042|CA|12|20260508|20260508|-86.1000|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021057|CA|12|20260508|20260508|-94.1700|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021094|CA|12|20260508|20260508|-25.7200|REY RPTOS|CANCELACION DE FACTURAS
00000796|D0021099|AB|12|20260508|20260508|-10.7300|REY RPTOS|CANCELACION DE FACTURAS
00000881|D0021362|FC|12|20260508|20260607|733.7900||FACTURA D0021362
00000881|D0021360|FC|12|20260508|20260607|543.8600||FACTURA D0021360
00000796|D0021374|FC|12|20260508|20260607|8.0900||FACTURA D0021374
00000140|D0020541|NC|08|20260508|20260508|-301.4600|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000140|D0020541|AB|08|20260508|20260508|-100.0000|AGUA FRIA|CANCELACION DE FACTURAS
00000092|D0020885|AB|38|20260508|20260508|-100.0000|RECA|CANCELACION DE FACTURAS
00000357|D0020748|NC|02|20260508|20260508|-21.1500|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000357|D0020748|CA|02|20260508|20260508|-190.3800|HK|CANCELACION DE FACTURAS
00000357|D0020749|CA|02|20260508|20260508|-95.0000|HK|CANCELACION DE FACTURAS
00000881|D0021360|NC|12|20260508|20260508|-108.7700|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000881|D0021362|NC|12|20260508|20260508|-146.7600|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000881|D0021363|NC|12|20260508|20260508|-66.1500|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000881|D0021364|NC|12|20260508|20260508|-63.7800|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000881|D0021360|CA|12|20260508|20260508|-435.0900|ROLDCAR|CANCELACION DE FACTURAS
00000881|D0021362|CA|12|20260508|20260508|-587.0300|ROLDCAR|CANCELACION DE FACTURAS
00000881|D0021363|CA|12|20260508|20260508|-264.6100|ROLDCAR|CANCELACION DE FACTURAS
00000881|D0021364|CA|12|20260508|20260508|-255.1100|ROLDCAR|CANCELACION DE FACTURAS
00000881|D0021365|CA|12|20260508|20260508|-13.0000|ROLDCAR|CANCELACION DE FACTURAS
00000621|00003931|CA|06|20260508|20260508|-39648.6500||CANCELACION DE FACTURAS
00000621|D0021234|AB|06|20260508|20260508|-399.6700|CASANOVA|CANCELACION DE FACTURAS
00000403|D0021376|FC|19|20260508|20260607|84.0000||FACTURA D0021376
00000563|D0020859|AB|12|20260508|20260508|-200.0000|CHUCHI|CANCELACION DE FACTURAS
00000034|D0021375|FC|02|20260508|20260607|203.0400||FACTURA D0021375
00000034|D0021377|FC|02|20260508|20260607|100.3800||FACTURA D0021377
00000460|D0020581|NC|12|20260508|20260508|-150.3300|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000460|D0020582|NC|12|20260508|20260508|-12.9700|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000460|D0020581|CA|12|20260508|20260508|-201.3100|CARONI|CANCELACION DE FACTURAS
00000460|D0020582|CA|12|20260508|20260508|-51.8900|CARONI|CANCELACION DE FACTURAS
00000460|D0020580|CA|12|20260508|20260508|-251.0000|CARONI|CANCELACION DE FACTURAS
00000607|D0021319|NC|19|20260508|20260508|-21.3800|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000607|D0021320|NC|19|20260508|20260508|-7.1500|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000607|D0021319|CA|19|20260508|20260508|-85.5300|RONMAR|CANCELACION DE FACTURAS
00000607|D0021320|CA|19|20260508|20260508|-28.6000|RONMAR|CANCELACION DE FACTURAS
00000034|00003946|FC|02|20260508|20260607|6422.5200||IVA CORRESPONDIENTE A LA FACTU
00000621|D0021378|FC|06|20260508|20260607|39.4800||FACTURA D0021378
00000607|00003937|NC|19|20260508|20260508|-9072.3500||DEVOLUCION No. NC000057
99999999|D0021380|FC|36|20260511|20260511|132.0000||FACTURA D0021380
00000858|D0021381|FC|07|20260511|20260610|105.0000||FACTURA D0021381
00000088|D0021382|FC|01|20260511|20260625|238.3100||FACTURA D0021382
00000088|D0021383|FC|01|20260511|20260610|76.8000||FACTURA D0021383
00000882|D0021384|FC|12|20260511|20260610|340.0000||FACTURA D0021384
00000882|D0021385|FC|12|20260511|20260610|75.7200||FACTURA D0021385
00000474|D0021386|FC|04|20260511|20260610|460.5500||FACTURA D0021386
00000561|D0020241|CA|19|20260511|20260511|-113.9800|MICHELENA|CANCELACION DE FACTURAS
00000561|D0020285|CA|19|20260511|20260511|-30.1600|MICHELENA|CANCELACION DE FACTURAS
00000561|D0020286|CA|19|20260511|20260511|-59.0000|MICHELENA|CANCELACION DE FACTURAS
00000561|D0020302|CA|19|20260511|20260511|-105.0000|MICHELENA|CANCELACION DE FACTURAS
00000561|D0020346|AB|19|20260511|20260511|-7.6700|MICHELENA|CANCELACION DE FACTURAS
00000543|D0020162|AB|21|20260511|20260511|-350.0000|NEGRO PRIM|CANCELACION DE FACTURAS
99999999|D0021380|CA|36|20260511|20260511|-132.0000|MERCADO LI|CANCELACION DE FACTURAS
00000421|D0021387|FC|21|20260511|20260811|821.7600||FACTURA D0021387
00000421|D0021388|FC|21|20260511|20260811|513.9800||FACTURA D0021388
00000092|D0020885|AB|38|20260511|20260511|-330.5000|RECA|CANCELACION DE FACTURAS
00000454|D0020621|NC|21|20260511|20260511|-41.2000|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000454|D0020622|NC|21|20260511|20260511|-22.7200|DCTO.P.PAG|DCTO P/PAGO AL 10.00%
00000454|D0020621|CA|21|20260511|20260511|-370.7500|CESAR CARS|CANCELACION DE FACTURAS
00000454|D0020622|CA|21|20260511|20260511|-204.4500|CESAR CARS|CANCELACION DE FACTURAS
00000710|D0021389|FC|19|20260511|20260610|238.9600||FACTURA D0021389
00000403|00003947|FC|19|20260511|20260610|28835.3000||IVA CORRESPONDIENTE A LA FACTU
00000403|D0021390|FC|19|20260511|20260610|58.0000||FACTURA D0021390
00000415|D0021391|FC|19|20260511|20260610|76.8200||FACTURA D0021391
00000088|00003948|FC|01|20260511|20260610|17416.0100||IVA CORRESPONDIENTE A LA FACTU
00000796|D0021392|FC|12|20260511|20260610|15.0000||FACTURA D0021392
00000088|00003949|FC|01|20260511|20260610|18225.5500||IVA CORRESPONDIENTE A LA FACTU
00000088|00003950|FC|01|20260511|20260610|12281.6900||IVA CORRESPONDIENTE A LA FACTU
00000088|00003951|FC|01|20260511|20260610|28042.5800||IVA CORRESPONDIENTE A LA FACTU
00000378|D0021394|FC|06|20260511|20260610|12.2400||FACTURA D0021394
00000841|D0021395|FC|12|20260511|20260610|266.8100||FACTURA D0021395
00000882|D0021385|NC|12|20260511|20260511|-15.1400|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000882|D0021384|CA|12|20260511|20260511|-340.0000|YERMAIN|CANCELACION DE FACTURAS
00000882|D0021385|CA|12|20260511|20260511|-60.5800|YERMAIN|CANCELACION DE FACTURAS
00000560|D0021396|FC|06|20260511|20260610|45.4100||FACTURA D0021396
00000883|D0021397|FC|12|20260511|20260610|1550.1200||FACTURA D0021397
00000500|D0021398|FC|06|20260511|20260610|18.6700||FACTURA D0021398
00000219|D0021399|FC|06|20260511|20260610|32.1000||FACTURA D0021399
00000403|D0021400|FC|19|20260511|20260610|44.0000||FACTURA D0021400
00000561|D0021401|FC|19|20260511|20260610|88.7500||FACTURA D0021401
00000704|D0021403|FC|34|20260511|20260610|694.1700||FACTURA D0021403
00000704|D0021404|FC|34|20260511|20260610|893.4100||FACTURA D0021404
00000704|D0021405|FC|34|20260511|20260610|246.2100||FACTURA D0021405
00000720|D0021406|FC|33|20260511|20260610|562.0300||FACTURA D0021406
00000415|D0021407|FC|19|20260511|20260610|75.6700||FACTURA D0021407
00000699|D0021379|FC|21|20260511|20260610|634.7100||FACTURA D0021379
00000498|D0021408|FC|19|20260511|20260610|850.9200||FACTURA D0021408
00000498|D0021409|FC|19|20260511|20260610|59.0400||FACTURA D0021409
00000753|D0021410|FC|19|20260511|20260610|90.0000||FACTURA D0021410
00000561|D0021412|FC|19|20260511|20260610|33.4200||FACTURA D0021412
00000871|D0021093|NC|12|20260511|20260511|-118.6000|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000871|D0021093|AB|12|20260511|20260511|-38.0000|POWER|CANCELACION DE FACTURAS
00000720|D0020789|NC|33|20260511|20260511|-142.4900|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000720|D0020789|CA|33|20260511|20260511|-569.9500|EDUARDO|CANCELACION DE FACTURAS
00000470|D0020379|AB|02|20260511|20260511|-200.0000|D.F.I|CANCELACION DE FACTURAS
00000665|D0020979|NC|08|20260511|20260511|-83.7300|DCTO.P.PAG|DCTO P/PAGO AL 20.00%
00000665|D0020979|CA|08|20260511|20260511|-334.9300|JUNIOR|CANCELACION DE FACTURAS
00000665|D0020980|AB|08|20260511|20260511|-7.2000|JUNIOR|CANCELACION DE FACTURAS
00000403|00003947|NC|19|20260511|20260511|-21626.4800|NCCLIESP|RETENCION 75% IVA F/00003947
00000403|00003947|CA|19|20260511|20260511|-7206.6200|G.C|CANCELACION DE FACTURAS
00000403|D0021268|CA|19|20260511|20260511|-193.7700|G.C|CANCELACION DE FACTURAS
00000403|D0021269|CA|19|20260511|20260511|-45.0000|G.C|CANCELACION DE FACTURAS
00000403|D0020513|CA|19|20260511|20260511|-17.6600|G.C|CANCELACION DE FACTURAS
00000403|D0021331|CA|19|20260511|20260511|-96.3400|G.C|CANCELACION DE FACTURAS
00000403|D0021055|AB|19|20260511|20260511|-7.3400|G.C|CANCELACION DE FACTURAS
00000838|D0021413|FC|36|20260511|20260610|47.7000||FACTURA D0021413
00000403|D0021414|FC|19|20260511|20260610|55.4700||FACTURA D0021414
00000732|D0019965|CA|01|20260511|20260511|-140.8000|DANG|CANCELACION DE FACTURAS
00000732|D0019967|CA|01|20260511|20260511|-38.0000|DANG|CANCELACION DE FACTURAS
